File,Date,Time,Image quality,Location,Session,DateStart,Classifier,CommentsImages,ColourMarkings,EventStart,EventEnd,Duration,Species,JumpoutUse,ParksStaff,DirectionTravel,Total,Horses,DogsOnLeash,DogsOffLeash,AdultFemale,AdultMale,AdultUnknown,Subadult,YLY,YOY,Folder 
IMG_0240.JPG,05-Oct-12,9:58 AM,Ok,Cell 11 NW 2011/12,9,19-Sep-12,Code,,,,,,Moose,None,No,Left,1,,,,,1,,,,,Cell 11 NW_S3_19-Sep-12 to 19-Oct-12
IMG_0251.JPG,07-Oct-12,3:47 PM,Ok,Cell 11 NW 2011/12,9,19-Sep-12,Code,,,,,,Moose,None,No,Right,1,,,,,1,,,,,Cell 11 NW_S3_19-Sep-12 to 19-Oct-12
IMG_0273.JPG,11-Oct-12,5:35 AM,Ok,Cell 11 NW 2011/12,9,19-Sep-12,Code,,,,,,Moose,None,No,Towards,1,,,,,1,,,,,Cell 11 NW_S3_19-Sep-12 to 19-Oct-12
IMG_0289.JPG,19-Oct-12,11:22 AM,Ok,Cell 11 NW 2011/12,9,19-Sep-12,Code,,,,,,Hiker,None,Yes,,1,,,,,,,,,,Cell 11 NW_S3_19-Sep-12 to 19-Oct-12
IMG_0007.JPG,24-Oct-12,4:14 PM,Ok,Cell 11 NW 2011/12,10,19-Oct-12,Code,,,,,,Coyote,None,No,Left,1,,,,,,1,,,,Cell 11 NW_S4_19-Oct-12 to 19-Nov-12
IMG_0034.JPG,08-Nov-12,2:58 AM,Dark,Cell 11 NW 2011/12,10,19-Oct-12,Code,,,,,,White-tailed Deer,None,No,Left,1,,,,,1,,,,,Cell 11 NW_S4_19-Oct-12 to 19-Nov-12
IMG_0047.JPG,19-Nov-12,12:14 PM,Ok,Cell 11 NW 2011/12,10,19-Oct-12,Code,,,,,,Hiker,None,Yes,,1,,,,,,,,,,Cell 11 NW_S4_19-Oct-12 to 19-Nov-12
IMG_0008.JPG,25-Nov-12,3:01 AM,Ok,Cell 11 NW 2011/12,11,19-Nov-12,Code,,,,,,White-tailed Deer,None,No,Left,1,,,,,1,,,,,Cell 11 NW_S5_19-Nov-12 to 21-Dec-12
IMG_0014.JPG,26-Nov-12,3:39 PM,Ok,Cell 11 NW 2011/12,11,19-Nov-12,Code,,,,,,White-tailed Deer,None,No,Left,1,,,,,,1,,,,Cell 11 NW_S5_19-Nov-12 to 21-Dec-12
IMG_0057.JPG,21-Dec-12,10:27 AM,Ok,Cell 11 NW 2011/12,11,19-Nov-12,Code,,,,,,Hiker,None,Yes,,1,,,,,,,,,,Cell 11 NW_S5_19-Nov-12 to 21-Dec-12
IMG_0096.JPG,12-Aug-12,2:22 PM,Ok,Cell 11 SE 2011/12,8,10-Aug-12,Code,,,,,,Coyote,None,No,Left,1,,,,,,1,,,,Cell 11 SE_S2_10-Aug-12 to 19-Sep-12
IMG_0105.JPG,19-Aug-12,1:32 PM,Ok,Cell 11 SE 2011/12,8,10-Aug-12,Code,,,,,,,None,No,,1,,,,,,1,,,,Cell 11 SE_S2_10-Aug-12 to 19-Sep-12
IMG_0112.JPG,20-Aug-12,5:09 PM,Ok,Cell 11 SE 2011/12,8,10-Aug-12,Code,,,,,,White-tailed Deer,None,No,Right,1,,,,,,,,,1,Cell 11 SE_S2_10-Aug-12 to 19-Sep-12
IMG_0117.JPG,21-Aug-12,10:32 PM,Ok,Cell 11 SE 2011/12,8,10-Aug-12,Code,,,,,,Coyote,None,No,Left,1,,,,,,1,,,,Cell 11 SE_S2_10-Aug-12 to 19-Sep-12
IMG_0132.JPG,01-Sep-12,7:49 AM,Ok,Cell 11 SE 2011/12,8,10-Aug-12,Code,,,,,,White-tailed Deer,None,No,Left,1,,,,,1,,,,,Cell 11 SE_S2_10-Aug-12 to 19-Sep-12
IMG_0141.JPG,03-Sep-12,7:05 AM,Ok,Cell 11 SE 2011/12,8,10-Aug-12,Code,,,,,,White-tailed Deer,None,No,Right,1,,,,1,,,,,,Cell 11 SE_S2_10-Aug-12 to 19-Sep-12
IMG_0142.JPG,03-Sep-12,10:40 AM,Ok,Cell 11 SE 2011/12,8,10-Aug-12,Code,,,,,,White-tailed Deer,None,No,Left,2,,,,,2,,,,,Cell 11 SE_S2_10-Aug-12 to 19-Sep-12
IMG_0152.JPG,06-Sep-12,4:35 PM,Ok,Cell 11 SE 2011/12,8,10-Aug-12,Code,,,,,,Coyote,None,No,Away,1,,,,,,1,,,,Cell 11 SE_S2_10-Aug-12 to 19-Sep-12
IMG_0154.JPG,08-Sep-12,7:46 AM,Ok,Cell 11 SE 2011/12,8,10-Aug-12,Code,,,,,,White-tailed Deer,None,No,Left,2,,,,1,,,,,1,Cell 11 SE_S2_10-Aug-12 to 19-Sep-12
IMG_0163.JPG,09-Sep-12,7:35 AM,Ok,Cell 11 SE 2011/12,8,10-Aug-12,Code,,,,,,White-tailed Deer,None,No,Left,1,,,,1,,,,,,Cell 11 SE_S2_10-Aug-12 to 19-Sep-12
IMG_0177.JPG,14-Sep-12,6:30 PM,Ok,Cell 11 SE 2011/12,8,10-Aug-12,Code,,,,,,White-tailed Deer,None,No,Right,2,,,,1,,,,,1,Cell 11 SE_S2_10-Aug-12 to 19-Sep-12
IMG_0190.JPG,16-Sep-12,11:51 PM,Ok,Cell 11 SE 2011/12,8,10-Aug-12,Code,,,,,,White-tailed Deer,None,No,Left,2,,,,,,2,,,,Cell 11 SE_S2_10-Aug-12 to 19-Sep-12
IMG_0212.JPG,19-Sep-12,2:56 PM,Ok,Cell 11 SE 2011/12,8,10-Aug-12,Code,,,,,,Hiker,None,Yes,,2,,,,,,,,,,Cell 11 SE_S2_10-Aug-12 to 19-Sep-12
IMG_0020.JPG,22-Oct-12,7:58 AM,Ok,Cell 11 SE 2011/12,10,19-Oct-12,Code,,,,,,Elk,None,No,Left,1,,,,,1,,,,,Cell 11 SE_S4_19-Oct-12 to 19-Nov-12
IMG_0036.JPG,23-Oct-12,8:04 AM,Ok,Cell 11 SE 2011/12,10,19-Oct-12,Code,,,,,,Elk,None,No,Left,1,,,,,,1,,,,Cell 11 SE_S4_19-Oct-12 to 19-Nov-12
IMG_0044.JPG,24-Oct-12,1:17 PM,Ok,Cell 11 SE 2011/12,10,19-Oct-12,Code,,,,,,White-tailed Deer,None,No,Left,1,,,,1,,,,,,Cell 11 SE_S4_19-Oct-12 to 19-Nov-12
IMG_0050.JPG,24-Oct-12,5:38 PM,Ok,Cell 11 SE 2011/12,10,19-Oct-12,Code,,,,,,Elk,None,No,Right,1,,,,,1,,,,,Cell 11 SE_S4_19-Oct-12 to 19-Nov-12
IMG_0060.JPG,26-Oct-12,8:14 PM,Dark,Cell 11 SE 2011/12,10,19-Oct-12,Code,,,,,,Coyote,None,No,Left,1,,,,,,1,,,,Cell 11 SE_S4_19-Oct-12 to 19-Nov-12
IMG_0071.JPG,27-Oct-12,2:26 AM,Dark,Cell 11 SE 2011/12,10,19-Oct-12,Code,,Dark/light mix.,,,,Wolf,None,No,,1,,,,,,1,,,,Cell 11 SE_S4_19-Oct-12 to 19-Nov-12
IMG_0076.JPG,29-Oct-12,6:28 AM,Dark,Cell 11 SE 2011/12,10,19-Oct-12,Code,,,,,,Elk,None,No,Right,1,,,,,1,,,,,Cell 11 SE_S4_19-Oct-12 to 19-Nov-12
IMG_0081.JPG,04-Nov-12,8:24 AM,Ok,Cell 11 SE 2011/12,10,19-Oct-12,Code,,,,,,Elk,None,No,Left,1,,,,,,1,,,,Cell 11 SE_S4_19-Oct-12 to 19-Nov-12
IMG_0101.JPG,11-Nov-12,7:34 AM,Ok,Cell 11 SE 2011/12,10,19-Oct-12,Code,,,,,,Elk,None,No,Away,1,,,,,1,,,,,Cell 11 SE_S4_19-Oct-12 to 19-Nov-12
IMG_0112.JPG,19-Nov-12,9:58 AM,Ok,Cell 11 SE 2011/12,10,19-Oct-12,Code,,,,,,Hiker,None,Yes,,1,,,,,,,,,,Cell 11 SE_S4_19-Oct-12 to 19-Nov-12
IMG_0026.JPG,07-Jan-12,3:02 PM,Ok,Cell 12 2011/12,1,12/28/2011,NH,,,,,,Common Raven,None,No,,1,,,,,,,,,,Cell 12_Session 1_28-Dec-11 to 17-Jan-12
IMG_0040.JPG,09-Jan-12,5:45 AM,Ok,Cell 12 2011/12,1,12/28/2011,NH,,,,,,Lynx,None,No,,1,,,,,,,,,,Cell 12_Session 1_28-Dec-11 to 17-Jan-12
IMG_0010.JPG,06-Jan-12,9:54 AM,Ok,Cell 12 2011/12,1,12/28/2011,NH,"only detection, brief observation",,,,,Marten,None,No,,1,,,,,,,,,,Cell 12_Session 1_28-Dec-11 to 17-Jan-12
IMG_0001.JPG,28-Dec-11,12:45 AM,Ok,Cell 12 2011/12,1,12/28/2011,NH,cow w calf,,,,,Moose,None,No,,1,,,,,,,,,,Cell 12_Session 1_28-Dec-11 to 17-Jan-12
IMG_0001.JPG,21-Jan-12,11:18 AM,Ok,Cell 12 2011/12,2,1/21/2012,NH,,,,,,Common Raven,None,No,,1,,,,,,,,,,Cell 12_Session 2 and 3_21-Jan-12 to 6-Mar-12
IMG_0271.JPG,04-Mar-12,4:08 AM,Ok,Cell 12 2011/12,2,1/21/2012,NH,,,,,,Coyote,None,No,,1,,,,,,,,,,Cell 12_Session 2 and 3_21-Jan-12 to 6-Mar-12
IMG_0249.JPG,09-Feb-12,10:09 AM,Ok,Cell 12 2011/12,2,1/21/2012,NH,,,,,,Moose,None,No,,1,,,,,,,,,,Cell 12_Session 2 and 3_21-Jan-12 to 6-Mar-12
IMG_0270.JPG,10-Feb-12,10:48 PM,Ok,Cell 12 2011/12,2,1/21/2012,NH,,,,,,Snowshoe Hare,None,No,,1,,,,,,,,,,Cell 12_Session 2 and 3_21-Jan-12 to 6-Mar-12
IMG_0031.JPG,21-Dec-11,11:09 AM,Ok,Cell 12 2011/12,2,12/17/2011,NH,first detection,,,,,Marten,None,No,,1,,,,,,,,,,Cell 12_Session 2_ 17-Jan-12 to 31-Jan-12
IMG_0158.JPG,02-Jan-12,11:33 AM,Ok,Cell 12 2011/12,2,12/17/2011,NH,last detection,,,,,Marten,None,No,,1,,,,,,,,,,Cell 12_Session 2_ 17-Jan-12 to 31-Jan-12
IMG_0017.JPG,18-Dec-11,5:33 AM,Ok,Cell 12 2011/12,2,12/17/2011,NH,,,,,,Mule Deer,None,No,,1,,,,,,,,,,Cell 12_Session 2_ 17-Jan-12 to 31-Jan-12
IMG_0001.JPG,08-Mar-12,10:51 AM,Ok,Cell 12 2011/12,4,3-Aug-12,NH,,,,,,Common Raven,None,No,,1,,,,,,,,,,Cell 12_Session 4_8-Mar-12 to 18-Apr-12
IMG_0066.JPG,11-Mar-12,4:39 AM,Ok,Cell 12 2011/12,4,3-Aug-12,NH,first detection,,,,,Marten,None,No,,1,,,,,,,,,,Cell 12_Session 4_8-Mar-12 to 18-Apr-12
IMG_0109.JPG,19-Mar-12,12:06 PM,Ok,Cell 12 2011/12,4,3-Aug-12,NH,last detection,,,,,Marten,None,No,,1,,,,,,,,,,Cell 12_Session 4_8-Mar-12 to 18-Apr-12
IMG_0121.JPG,16-Apr-12,3:01 PM,Ok,Cell 12 2011/12,4,3-Aug-12,NH,,,,,,Red Squirrel,None,No,,1,,,,,,,,,,Cell 12_Session 4_8-Mar-12 to 18-Apr-12
IMG_0065.JPG,10-Mar-12,1:18 PM,Ok,Cell 12 2011/12,4,3-Aug-12,NH,unknown bird,,,,,Unknown,None,No,,1,,,,,,,,,,Cell 12_Session 4_8-Mar-12 to 18-Apr-12
IMG_0023.JPG,28-Apr-12,1:33 PM,Ok,Cell 12 2011/12,5,4/21/2012,NH,,,,,,Coyote,None,No,,1,,,,,,,,,,Cell 12_Session 5_21-Apr-12 to 18-Apr-12
IMG_0038.JPG,03-May-12,9:11 AM,Ok,Cell 12 2011/12,5,4/21/2012,NH,,,,,,Marten,None,No,,1,,,,,,,,,,Cell 12_Session 5_21-Apr-12 to 18-Apr-12
IMG_0054.JPG,28-May-12,10:27 AM,Ok,Cell 12 2011/12,5,4/21/2012,NH,,,,,,Mule Deer,None,No,,,,,,,,,,,,Cell 12_Session 5_21-Apr-12 to 18-Apr-12
IMG_0001.JPG,21-Apr-12,11:38 AM,Ok,Cell 12 2011/12,5,4/21/2012,NH,,,,,,Red Squirrel,None,No,,1,,,,,,,,,,Cell 12_Session 5_21-Apr-12 to 18-Apr-12
IMG_0026.JPG,30-Apr-12,11:10 PM,Ok,Cell 12 2011/12,5,4/21/2012,NH,,,,,,Snowshoe Hare,None,No,,,,,,,,,,,,Cell 12_Session 5_21-Apr-12 to 18-Apr-12
IMG_0041.JPG,28-May-12,3:22 AM,Ok,Cell 12 2011/12,5,4/21/2012,NH,barely got in the range of the camera,,,,,Wolf,None,No,,1,,,,,,,,,,Cell 12_Session 5_21-Apr-12 to 18-Apr-12
IMG_0044.JPG,22-Jun-12,4:38 PM,Ok,Cell 12 2011/12,6,6/16/2012,NH,,,,,,Moose,None,No,,1,,,,,,,,,,Cell 12_Session 6_16-Jul-12 to 9-Jul-12
IMG_0059.JPG,25-Jun-12,3:52 PM,Ok,Cell 12 2011/12,6,6/16/2012,NH,,,,,,Mule Deer,None,No,,1,,,,,,,,,,Cell 12_Session 6_16-Jul-12 to 9-Jul-12
IMG_0097.JPG,06-Jul-12,5:04 PM,Ok,Cell 12 2011/12,6,6/16/2012,NH,,,,,,White-tailed Deer,None,No,,,,,,,,,,,,Cell 12_Session 6_16-Jul-12 to 9-Jul-12
IMG_0006.JPG,07-Sep-12,11:16 AM,Ok,Cell 12 2011/12,8,28-Aug-12,Code,,,,,,Mule Deer,None,No,,1,,,,1,,,,,,Cell 12_S8_28-Aug-12 to 24-Sep-12
IMG_0017.JPG,23-Sep-12,3:09 PM,Ok,Cell 12 2011/12,8,28-Aug-12,Code,,,,,,Moose,None,No,,1,,,,,,1,,,,Cell 12_S8_28-Aug-12 to 24-Sep-12
IMG_0022.JPG,24-Sep-12,10:30 AM,Ok,Cell 12 2011/12,8,28-Aug-12,Code,,,,,,Hiker,None,Yes,,1,,,,,,,,,,Cell 12_S8_28-Aug-12 to 24-Sep-12
IMG_0041.JPG,01-Nov-12,11:26 AM,Ok,Cell 12 2011/12,11,24-Sep-12,Code,,,,,,Moose,None,No,Towards,1,,,,,1,,,,,Cell 12_S11_24-Sep-12 to 11-Dec-12
IMG_0052.JPG,11-Dec-12,12:00 PM,Ok,Cell 12 2011/12,11,24-Sep-12,Code,,,,,,Hiker,None,Yes,,1,,,,,,,,,,Cell 12_S11_24-Sep-12 to 11-Dec-12
IMG_0259.JPG,25-Dec-11,11:37 PM,Ok,Cell 13 2011/12,1,12/16/2011,NH,,,,,,Coyote,None,No,,1,,,,,,,,,,Cell 13_Session 1_16-Dec-12 to 16-Jan-12
IMG_0103.JPG,19-Dec-11,9:00 PM,Ok,Cell 13 2011/12,1,12/16/2011,NH,,,,,,Flying Squirrel,None,No,,1,,,,,,,,,,Cell 13_Session 1_16-Dec-12 to 16-Jan-12
IMG_0129.JPG,20-Dec-11,6:15 PM,Ok,Cell 13 2011/12,1,12/16/2011,NH,,,,,,Snowshoe Hare,None,No,,1,,,,,,,,,,Cell 13_Session 1_16-Dec-12 to 16-Jan-12
IMG_0605.JPG,04-Jan-12,2:00 PM,Ok,Cell 13 2011/12,1,12/16/2011,NH,unknown bird,,,,,Unknown,None,No,,1,,,,,,,,,,Cell 13_Session 1_16-Dec-12 to 16-Jan-12
IMG_0096.JPG,02-Feb-12,9:19 PM,Ok,Cell 13 2011/12,2,1/30/2012,NH,,,,,,Coyote,None,No,,1,,,,,,,,,,Cell 13_Session 2_30-Jan-12 to 8-Feb-12
IMG_0032.JPG,31-Jan-12,6:00 AM,Ok,Cell 13 2011/12,2,1/30/2012,NH,,,,,,Flying Squirrel,None,No,,1,,,,,,,,,,Cell 13_Session 2_30-Jan-12 to 8-Feb-12
IMG_0041.JPG,31-Jan-12,3:00 PM,Ok,Cell 13 2011/12,2,1/30/2012,NH,gray jay,,,,,Other,None,No,,1,,,,,,,,,,Cell 13_Session 2_30-Jan-12 to 8-Feb-12
IMG_0026.JPG,14-Feb-12,1:58 PM,Ok,Cell 13 2011/12,3,2-Aug-12,NH,,,,,,Coyote,None,No,,1,,,,,,,,,,Cell 13_Session 3_8-Feb-12 to 6-Mar-12
IMG_0112.JPG,06-Mar-12,12:00 AM,Ok,Cell 13 2011/12,3,2-Aug-12,NH,,,,,,Flying Squirrel,None,No,,1,,,,,,,,,,Cell 13_Session 3_8-Feb-12 to 6-Mar-12
IMG_0099.JPG,01-Mar-12,3:40 AM,Ok,Cell 13 2011/12,3,2-Aug-12,NH,,,,,,White-tailed Deer,None,No,,1,,,,,,,,,,Cell 13_Session 3_8-Feb-12 to 6-Mar-12
IMG_0401.JPG,08-Apr-12,7:11 PM,Ok,Cell 13 2011/12,4,3-Sep-12,NH,,,,,,Common Raven,None,No,,1,,,,,,,,,,Cell 13_Session 4_7-Mar-12 to 9-Apr-12
IMG_0028.JPG,18-Mar-12,1:24 PM,Ok,Cell 13 2011/12,4,3-Sep-12,NH,,,,,,Coyote,None,No,,1,,,,,,,,,,Cell 13_Session 4_7-Mar-12 to 9-Apr-12
IMG_0053.JPG,03-Apr-12,12:00 AM,Ok,Cell 13 2011/12,4,3-Sep-12,NH,,,,,,Flying Squirrel,None,No,,1,,,,,,,,,,Cell 13_Session 4_7-Mar-12 to 9-Apr-12
IMG_0062.JPG,08-Apr-12,1:04 AM,Ok,Cell 13 2011/12,4,3-Sep-12,NH,"obvious left ear tag, lone bear",,,,,Grizzly Bear,None,No,,1,,,,,,,,,,Cell 13_Session 4_7-Mar-12 to 9-Apr-12
IMG_0016.JPG,09-Mar-12,8:10 AM,Ok,Cell 13 2011/12,4,3-Sep-12,NH,gray jay,,,,,Other,None,No,,1,,,,,,,,,,Cell 13_Session 4_7-Mar-12 to 9-Apr-12
IMG_0141.JPG,02-May-12,1:27 PM,Ok,Cell 13 2011/12,5,4/19/2012 incorrect dates for this session,NH,,,,,,Common Raven,None,No,,1,,,,,,,,,,Cell 13_Session 1_16-Dec-11 to 16-Jan-12
IMG_0362.JPG,14-May-12,4:20 AM,Ok,Cell 13 2011/12,5,19-Apr-12,NH,,,,,,Cougar,None,No,,1,,,,,,,,,,Cell 13_Session 1_16-Dec-11 to 16-Jan-12
IMG_0044.JPG,24-Apr-12,3:43 AM,Ok,Cell 13 2011/12,5,19-Apr-12,NH,,,,,,Coyote,None,No,,1,,,,,,,,,,Cell 13_Session 1_16-Dec-11 to 16-Jan-12
IMG_0314.JPG,08-May-12,12:57 PM,Ok,Cell 13 2011/12,5,19-Apr-12,NH,no obvious ear tags,,,,,Grizzly Bear,None,No,,1,,,,,,,,,,Cell 13_Session 1_16-Dec-11 to 16-Jan-12
IMG_0407.JPG,20-May-12,1:06 PM,Ok,Cell 13 2011/12,5,19-Apr-12,NH,,,,,,Hiker,None,No,,1,,,,,,,,,,Cell 13_Session 1_16-Dec-11 to 16-Jan-12
IMG_0508.JPG,23-May-12,1:12 AM,Ok,Cell 13 2011/12,5,19-Apr-12,NH,,,,,,Mule Deer,None,No,,1,,,,,,,,,,Cell 13_Session 1_16-Dec-11 to 16-Jan-12
IMG_0104.JPG,28-Apr-12,6:56 PM,Ok,Cell 13 2011/12,5,19-Apr-12,NH,,,,,,Red Squirrel,None,No,,1,,,,,,,,,,Cell 13_Session 1_16-Dec-11 to 16-Jan-12
IMG_0132.JPG,29-Apr-12,10:19 PM,Ok,Cell 13 2011/12,5,19-Apr-12,NH,,,,,,White-tailed Deer,None,No,,1,,,,,,,,,,Cell 13_Session 1_16-Dec-11 to 16-Jan-12
IMG_0391.JPG,09-Jul-12,9:05 PM,Ok,Cell 13 2011/12,8,9-Jul-12,NH,,,,,,Black Bear,None,No,,1,,,,,,,,,,Cell 13_Session 6_9-Jun-12 to 9-Jul-12
IMG_0402.JPG,09-Jul-12,3:35 AM,Ok,Cell 13 2011/12,6,6-Sep-12,NH,,,,,,Flying Squirrel,None,No,,1,,,,,,,,,,Cell 13_Session 6_9-Jun-12 to 9-Jul-12
IMG_0003.JPG,09-Jun-12,3:20 PM,Ok,Cell 13 2011/12,6,6-Sep-12,NH,,,,,,Hiker,None,No,,1,,,,,,,,,,Cell 13_Session 6_9-Jun-12 to 9-Jul-12
IMG_0041.JPG,11-Jun-12,9:15 PM,Ok,Cell 13 2011/12,6,6-Sep-12,NH,,,,,,Mule Deer,None,No,,1,,,,,,,,,,Cell 13_Session 6_9-Jun-12 to 9-Jul-12
IMG_0056.JPG,12-Jun-12,5:26 PM,Ok,Cell 13 2011/12,6,6-Sep-12,NH,,,,,,White-tailed Deer,None,No,,1,,,,,,,,,,Cell 13_Session 6_9-Jun-12 to 9-Jul-12
IMG_0065.JPG,22-Jul-12,2:18 PM,Ok,Cell 13 2011/12,7,7-Oct-12,NH,,,,,,Hiker,None,No,,1,,,,,,,,,,Cell 13_Session 7_10-Jul-12 to 9-Aug-12
IMG_0052.JPG,18-Jul-12,8:17 PM,Ok,Cell 13 2011/12,7,7-Oct-12,NH,,,,,,Mule Deer,None,No,,1,,,,,,,,,,Cell 13_Session 7_10-Jul-12 to 9-Aug-12
IMG_0005.JPG,11-Jul-12,3:41 AM,Ok,Cell 13 2011/12,7,7-Oct-12,NH,,,,,,White-tailed Deer,None,No,,1,,,,,,,,,,Cell 13_Session 7_10-Jul-12 to 9-Aug-12
IMG_0004.JPG,09-Aug-12,5:37 PM,Ok,Cell 13 2011/12,8,9-Aug-12,Code,,,,,,Other,None,No,,0,,,1,,,,,,,Cell 13_S7_09-Aug-12 to 24-Sep-12
IMG_0022.JPG,11-Aug-12,7:21 AM,Ok,Cell 13 2011/12,8,9-Aug-12,Code,,,,,,White-tailed Deer,None,No,Right,2,,,,2,,,,,,Cell 13_S7_09-Aug-12 to 24-Sep-12
IMG_0027.JPG,11-Aug-12,9:52 AM,Ok,Cell 13 2011/12,8,9-Aug-12,Code,,,,,,Other,None,No,,0,,,1,,,,,,,Cell 13_S7_09-Aug-12 to 24-Sep-12
IMG_0029.JPG,11-Aug-12,11:42 AM,Ok,Cell 13 2011/12,8,9-Aug-12,Code,,,,,,Hiker,None,No,Left,2,,,,,,,,,,Cell 13_S7_09-Aug-12 to 24-Sep-12
IMG_0042.JPG,11-Aug-12,1:52 PM,Ok,Cell 13 2011/12,8,9-Aug-12,Code,,,,,,Hiker,None,No,Right,2,,1,,,,,,,,Cell 13_S7_09-Aug-12 to 24-Sep-12
IMG_0058.JPG,13-Aug-12,5:50 AM,Ok,Cell 13 2011/12,8,9-Aug-12,Code,,,,,,White-tailed Deer,None,No,Away,1,,,,,1,,,,,Cell 13_S7_09-Aug-12 to 24-Sep-12
IMG_0075.JPG,14-Aug-12,6:38 AM,Ok,Cell 13 2011/12,8,9-Aug-12,Code,,,,,,White-tailed Deer,None,No,Right,2,,,,,2,,,,,Cell 13_S7_09-Aug-12 to 24-Sep-12
IMG_0097.JPG,16-Aug-12,7:14 PM,Ok,Cell 13 2011/12,8,9-Aug-12,Code,,,,,,White-tailed Deer,None,No,Right,2,,,,2,,,,,,Cell 13_S7_09-Aug-12 to 24-Sep-12
IMG_0107.JPG,17-Aug-12,10:00 AM,Ok,Cell 13 2011/12,8,9-Aug-12,Code,,,,,,Hiker,None,No,Left,2,,,,,,,,,,Cell 13_S7_09-Aug-12 to 24-Sep-12
IMG_0124.JPG,17-Aug-12,7:35 PM,Ok,Cell 13 2011/12,8,9-Aug-12,Code,,,,,,Mule Deer,None,No,Away,1,,,,1,,,,,,Cell 13_S7_09-Aug-12 to 24-Sep-12
IMG_0154.JPG,18-Aug-12,7:55 PM,Ok,Cell 13 2011/12,8,9-Aug-12,Code,,,,,,Mule Deer,None,No,Right,1,,,,1,,,,,,Cell 13_S7_09-Aug-12 to 24-Sep-12
IMG_0168.JPG,19-Aug-12,5:53 PM,Ok,Cell 13 2011/12,8,9-Aug-12,Code,,,,,,White-tailed Deer,None,No,Right,3,,,,,3,,,,,Cell 13_S7_09-Aug-12 to 24-Sep-12
IMG_0180.JPG,23-Aug-12,11:09 AM,Ok,Cell 13 2011/12,8,9-Aug-12,Code,,,,,,Hiker,None,No,Towards,1,,,,,,,,,,Cell 13_S7_09-Aug-12 to 24-Sep-12
IMG_0205.JPG,23-Aug-12,11:12 AM,Ok,Cell 13 2011/12,8,9-Aug-12,Code,,,,,,Hiker,None,No,Left,1,,,,,,,,,,Cell 13_S7_09-Aug-12 to 24-Sep-12
IMG_0215.JPG,25-Aug-12,2:00 PM,Ok,Cell 13 2011/12,8,9-Aug-12,Code,,,,,,Other,None,No,,0,,,1,,,,,,,Cell 13_S7_09-Aug-12 to 24-Sep-12
IMG_0230.JPG,28-Aug-12,11:57 AM,Ok,Cell 13 2011/12,8,9-Aug-12,Code,,,,,,Hiker,None,Yes,,1,,,,,,,,,,Cell 13_S7_09-Aug-12 to 24-Sep-12
IMG_0281.JPG,30-Aug-12,7:39 AM,Ok,Cell 13 2011/12,8,9-Aug-12,Code,,,,,,White-tailed Deer,None,No,Away,1,,,,,1,,,,,Cell 13_S7_09-Aug-12 to 24-Sep-12
IMG_0300.JPG,31-Aug-12,2:31 PM,Ok,Cell 13 2011/12,8,9-Aug-12,Code,,,,,,White-tailed Deer,None,No,Right,1,,,,,1,,,,,Cell 13_S7_09-Aug-12 to 24-Sep-12
IMG_0312.JPG,01-Sep-12,5:43 AM,Ok,Cell 13 2011/12,8,9-Aug-12,Code,,,,,,White-tailed Deer,None,No,Right,1,,,,,1,,,,,Cell 13_S7_09-Aug-12 to 24-Sep-12
IMG_0344.JPG,02-Sep-12,11:53 AM,Ok,Cell 13 2011/12,8,9-Aug-12,Code,,,,,,Hiker,None,No,Right,14,,,,,,,,,,Cell 13_S7_09-Aug-12 to 24-Sep-12
IMG_0354.JPG,03-Sep-12,12:47 PM,Ok,Cell 13 2011/12,8,9-Aug-12,Code,,,,,,Hiker,None,No,Away,1,,,,,,,,,,Cell 13_S7_09-Aug-12 to 24-Sep-12
IMG_0359.JPG,03-Sep-12,2:13 PM,Ok,Cell 13 2011/12,8,9-Aug-12,Code,,,,,,Hiker,None,No,Right,3,,,2,,,,,,,Cell 13_S7_09-Aug-12 to 24-Sep-12
IMG_0379.JPG,06-Sep-12,6:08 AM,Ok,Cell 13 2011/12,8,9-Aug-12,Code,,,,,,White-tailed Deer,None,No,Left,2,,,,1,,,,,1,Cell 13_S7_09-Aug-12 to 24-Sep-12
IMG_0393.JPG,09-Sep-12,5:39 PM,Ok,Cell 13 2011/12,8,9-Aug-12,Code,,,,,,White-tailed Deer,None,No,Right,1,,,,,1,,,,,Cell 13_S7_09-Aug-12 to 24-Sep-12
IMG_0425.JPG,09-Sep-12,8:38 PM,Ok,Cell 13 2011/12,8,9-Aug-12,Code,,,,,,White-tailed Deer,None,No,Away,2,,,,,1,1,,,,Cell 13_S7_09-Aug-12 to 24-Sep-12
IMG_0436.JPG,17-Sep-12,2:15 PM,Ok,Cell 13 2011/12,8,9-Aug-12,Code,,,,,,Hiker,None,No,Right,2,,,,,,,,,,Cell 13_S7_09-Aug-12 to 24-Sep-12
IMG_0441.JPG,18-Sep-12,12:12 AM,Ok,Cell 13 2011/12,8,9-Aug-12,Code,,,,,,White-tailed Deer,None,No,Right,1,,,,,1,,,,,Cell 13_S7_09-Aug-12 to 24-Sep-12
IMG_0454.JPG,21-Sep-12,4:56 AM,Ok,Cell 13 2011/12,8,9-Aug-12,Code,,,,,,White-tailed Deer,None,No,Left,2,,,,1,,1,,,,Cell 13_S7_09-Aug-12 to 24-Sep-12
