"site","radius","Road_Hard Surface","Road_Vegetated Verge","Seismic line","Cut Blocks","Road_Trail (Vegetated)","Well Site","Reservoirs","Transmission Line","Pipeline","Rural (Residential_Industrial)","Other Disturbed Vegetation","Cultivation (Crop_Pasture/Bare Ground)","Borrow-Pits_Dugouts/Sumps","Canals","Industrial Site Rural","Road – Hard Surface","Road – Vegetated Verge","Rail – Hard Surface","Rail – Vegetated Verge","Mine Site","Rail_Hard Surface","Rail_Vegetated Verge","Urban","High Density Livestock Operation","Municipal (Water and Sewage)","dense_conifer","moderate_conifer","open_conifer","mixed","herb","snow_or_ice","shrub","barren","water","broadleaf","cloud_or_no_data","treed_wetland","agriculture","open_wetland","shadow_or_no_data","unknown","mean_ndvi_2008","mean_ndvi_2012","mean_tri"
"11NW",1000,0,0,0.8,0,0,0,0,0,0,0,0,0,0.12,0,0,1.13,2.03,0,0,0,0,0,0,0,0,6.254989576,61.89644428,10.54027814,1.216126916,13.47061878,0.019333576,6.019532313,0,0.582554746,0,0,0,0,0,0,0,7867.534483,7760.62069,2.9268678
"11NW",1250,0.85,1.52,0.64,0,0.07,0,0,0,0,0.25,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,8.440744069,56.0444011,11.35600886,1.30609585,13.71882372,1.307665388,5.818843656,0,1.988975324,0.018334649,0,0,0,0,0,0,7763.233333,7663.5,2.852001035
"11NW",1500,0.79,1.35,0.59,0,0.08,0,0,0,0,0.36,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,10.96322105,50.80033551,10.80377911,1.125167502,14.48834297,0.993126845,5.192745405,0,5.620472851,0.012732395,0,0,0,0,0,0,7569.503759,7504.526316,2.868210194
"11NW",1750,0.89,1.47,0.6,0,0.06,0,0,0.54,0,0.26,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,10.65049545,48.14709705,9.926970801,1.163192153,16.42338966,0.77475747,4.998458355,0,7.896858931,0.018708826,0,0,0,0,0,0,7376.893258,7371.657303,2.875146465
"11NW",2000,0.88,1.44,0.6,0,0.04,0,0,0.71,0,0.35,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,9.545945003,47.36015402,9.48292355,1.180733465,15.14124217,1.023674885,5.040348441,0,11.18034248,0.044566393,0,0,0,0,0,0,7179.822785,7116.261603,2.999277603
"11NW",2250,0.81,1.32,0.6,0,0.05,0,0,0.76,0,0.28,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,8.387809722,47.57480748,9.462394763,1.159700609,13.91193868,1.017907508,4.439074603,0,13.98896602,0.057339293,0,0,0,0,0,0,7037.117845,6902.993266,3.16575456
"11NW",250,4.54,8.16,2.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.54893707,48.45837211,11.61303835,0.458366236,24.92098836,0,0,0,0,0,0,0,0,0,0,0,7372.75,7667.75,1.681292594
"11NW",2500,0.73,1.18,0.61,0,0.13,0,0,0.76,0,0.26,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,7.363043073,47.72514439,9.863490038,1.102524943,13.28508512,0.825059225,3.644011577,0,16.06661412,0.050420286,0.074552716,0,0,0,0,0,6888.048649,6731.783784,3.334511588
"11NW",2750,0.67,1.06,0.58,0,0.14,0,0,0.73,0,0.23,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,6.554321313,46.1140973,10.89031772,1.143053231,12.73084801,0.74626569,3.27344917,0,18.24788305,0.049245959,0.250469429,0,0,0,0,0,6670.828125,6530.279018,3.539552818
"11NW",3000,0.62,0.99,0.55,0,0.14,0,0,0.69,0,0.22,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,5.730879849,43.70105288,10.67174469,1.123405391,12.61909554,0.628934815,3.453207727,0,21.70621752,0.041380285,0.324035152,0,0,0,0,0,6461.93032,6356.647834,3.774388374
"11NW",3250,0.58,0.91,0.5,0,0.12,0,0,0.65,0,0.2,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,5.168056463,40.62529734,10.25031759,1.119229239,12.77854702,0.59238969,3.851859097,0,25.19115715,0.046107846,0.376999449,0,0,0,0,0,6216.88141,6135.102564,3.950657514
"11NW",3500,0.54,0.84,0.46,0,0.1,0,0,0.61,0,0.17,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,4.759810083,38.04148228,9.691086331,1.182614049,12.87935383,0.542555953,4.230164041,0,28.28977028,0.039756255,0.34336963,0,0,0,0,0,6078.224234,5994.640669,4.132354158
"11NW",3750,0.49,0.76,0.42,0,0.09,0,0,0.58,0,0.15,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,4.389313211,35.50774849,9.098379542,1.200667697,12.84377129,0.472626519,4.6056012,0,31.32660976,0.036483494,0.513142102,0,0,0,0.005623133,0,5924.822249,5846.234583,4.281810481
"11NW",4000,0.45,0.7,0.38,0,0.1,0,0,0.55,0,0.13,0.11,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,4.008929377,33.46155868,8.876753043,1.155137664,13.15059749,0.415394401,4.715753927,0,33.65864945,0.039252372,0.46959788,0,0,0,0.048343314,0,5829.398512,5735.663124,4.384876612
"11NW",4250,0.41,0.64,0.34,0,0.09,0,0,0.52,0,0.12,0.13,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,3.805076585,32.77236186,8.567550336,1.091037619,13.17629048,0.367961823,4.710152879,0,35.00517594,0.038065016,0.423473305,0,0,0,0.042823143,0,5772.534774,5661.086466,4.432808692
"11NW",4500,0.38,0.59,0.32,0,0.08,0,0,0.5,0,0.11,0.12,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,3.666188689,31.7897823,8.54208954,1.084725111,13.18140644,0.328212875,4.490838451,0,36.4474468,0.042039885,0.389045416,0,0,0,0.038197186,0,5701.080537,5585.220638,4.480946799
"11NW",4750,0.36,0.55,0.29,0,0.08,0,0,0.47,0,0.09,0.1,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,3.593558418,30.90893582,8.288992807,1.173078086,12.99434912,0.294573315,4.528637009,0,37.79122283,0.043170227,0.349170955,0,0,0,0.034282239,0,5642.969902,5522.045899,4.511277411
"11NW",500,2.5,4.49,1.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.910187234,64.53842564,9.481023708,0.23925865,15.79964507,0,1.031261376,0,0,0,0,0,0,0,0,0,7548.071429,7723.285714,2.176605316
"11NW",5000,0.34,0.52,0.27,0,0.07,0,0,0.45,0,0.09,0.09,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,3.627937714,30.10756698,8.083067244,1.19122607,12.84732919,0.265852417,4.476202895,0,38.99894156,0.040107046,0.330799346,0,0,0,0.030939721,0,5580.434871,5447.341927,4.538992619
"11NW",5250,0.32,0.49,0.25,0,0.06,0,0,0.43,0,0.08,0.08,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,3.643760244,29.38081259,7.903859644,1.172252832,12.74852895,0.241173431,4.287293596,0,40.19575562,0.03949641,0.358977496,0,0,0,0.028063239,0,5538.217633,5377.915536,4.566779166
"11NW",5500,0.3,0.46,0.23,0,0.06,0,0,0.42,0,0.07,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.630791496,28.77174556,7.819854911,1.104129018,12.75884951,0.23480736,4.203113301,0,41.0116335,0.036934469,0.402545938,0,0,0,0.025570017,0,5511.855064,5329.980974,4.599368314
"11NW",5750,0.28,0.43,0.22,0.04,0.05,0,0,0.4,0,0.07,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.678058293,28.16557935,7.813646691,1.058214355,12.87171568,0.226150449,4.277301809,0,41.40514289,0.034659073,0.446111583,0,0,0,0.023394874,0,5516.012794,5325.498976,4.633579446
"11NW",6000,0.27,0.41,0.21,0.06,0.05,0,0,0.39,0,0.07,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.682152379,27.73294756,7.691544119,1.060978784,13.16612549,0.207697201,4.587386836,0,41.35824886,0.035809862,0.45246377,0,0,0,0.021485917,0.003136693,5542.559266,5342.731891,4.657419658
"11NW",6250,0.26,0.39,0.2,0.1,0.04,0,0,0.37,0,0.06,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.741129925,27.52843358,7.72944362,1.085170776,13.45747509,0.19141374,4.816350868,0,40.9005214,0.041069615,0.452499148,0,0,0,0.019801421,0.036669299,5591.925781,5388.378906,4.672903019
"11NW",6500,0.24,0.37,0.19,0.35,0.04,0,0,0.36,0,0.06,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.021192159,27.93692675,7.779181676,1.105616454,13.52331761,0.190647145,4.99167505,0,39.93270808,0.04136145,0.425141465,0,0,0,0.018307527,0.033902828,5646.868516,5454.98271,4.642820776
"11NW",6750,0.23,0.35,0.19,0.77,0.04,0,0,0.35,0,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.462698673,28.30216612,7.801022187,1.127934178,13.34879371,0.178567916,5.476185861,0,38.81926412,0.040699915,0.394232689,0,0,0,0.016976527,0.031438013,5718.802985,5526.196642,4.60793123
"11NW",7000,0.22,0.34,0.18,1.26,0.04,0,0,0.34,0,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.028171537,28.57714424,7.775747944,1.133503493,13.24140006,0.179560269,5.789939057,0,37.78567164,0.046338615,0.397486441,0,0,0,0.015785572,0.029232541,5776.48734,5575.793271,4.578696105
"11NW",7250,0.22,0.33,0.19,1.75,0.03,0,0,0.33,0,0.05,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.709785528,29.17580156,7.617335521,1.134963397,13.03587476,0.170889932,5.888266757,0,36.79307666,0.046872172,0.382422047,0,0,0,0.014715682,0.029976389,5833.451727,5638.501453,4.549938119
"11NW",750,1.52,2.73,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.466165897,63.42147068,8.60673362,0.471127916,16.00889547,0,5.025445425,0,0,0,0,0,0,0,0,0,7718.5625,7814.28125,2.722969267
"11NW",7500,0.21,0.32,0.19,2.43,0.03,0,0,0.32,0,0.04,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.240252394,29.78436966,7.479145609,1.159424614,12.81151412,0.188940219,5.859361257,0,36.00410078,0.044400115,0.386710494,0,0,0,0.013750987,0.02801127,5886.952998,5699.619765,4.5220434
"11NW",7750,0.21,0.32,0.2,3.05,0.04,0,0,0.31,0,0.04,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.815220318,30.16369789,7.281753295,1.199931591,12.77263595,0.214086605,5.798178947,0,35.28133487,0.048666582,0.385366478,0,0,0,0.012878136,0.026233239,5935.358213,5758.027707,4.482803779
"11NW",8000,0.22,0.35,0.2,3.48,0.03,0,0,0.3,0,0.04,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.441417991,30.52406057,7.109429275,1.203858909,12.71219302,0.21575442,5.798587048,0,34.49435209,0.055210703,0.408197117,0,0,0,0.012085828,0.024835908,5981.998145,5806.384045,4.420056837
"11NW",8250,0.23,0.36,0.22,3.71,0.03,0,0,0.28,0,0.03,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.014570481,30.92088,7.050001139,1.220528767,12.47965328,0.202876516,5.816214546,0,33.66687445,0.057243166,0.500710442,0,0,0,0.011364452,0.059066477,6013.096058,5846.867265,4.35796617
"11NW",8500,0.23,0.38,0.22,3.9,0.03,0,0,0,0,0.03,0.04,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,8.400380903,31.46893856,7.042819969,1.249764002,12.1598302,0.191118102,5.801626543,0.009664102,32.85838824,0.059321442,0.6584598,0,0,0,0.010705786,0.088965732,6038.976542,5882.103683,4.308198136
"14",1000,0,0,1.13,10.76,1.29,0.59,0,0,2.08,0,0,0,0,0,0,0.42,0.76,0,0,0,0,0,0,0,0,5.138475725,21.73074601,3.785715507,40.73597528,0.028634055,0,8.665657164,0,14.74061073,5.17406203,0,0,0,0,0,0,7674.741379,7953.034483,1.503700779
"14",1250,0.38,0.7,1.09,11.28,1.07,0.57,0,0,1.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.909083604,20.20727595,3.487722787,43.12517803,0.910504847,0,10.05926901,0,11.31954365,5.981316369,0,0,0,0,0,0,7780.73913,7970.815217,1.619893541
"14",1500,0.35,0.64,0.97,10.72,0.84,0.43,0,0,1.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.185964519,19.97938612,2.933824534,45.05192432,1.136809344,0,10.68380913,0.126498604,8.605933293,6.295755992,0,0,0,0,0,0,7855.932331,8007.827068,1.695228671
"14",1750,0.31,0.57,0.94,11.37,0.69,0.39,0,0,1.16,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.301831995,19.30813148,2.368277347,44.01543408,0.915055193,0,12.65117418,0.929052381,7.315748952,7.195218196,0,0,0,0,0,0,7913.301676,8025.340782,1.755185404
"14",2000,0.45,0.82,0.9,13.72,0.6,0.37,0,0,0.99,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.25920563,20.0997792,2.145835224,43.15492686,0.97225851,0,12.8838422,2.138781843,5.914320161,7.430980707,0,0,0,0,0,0,7962.316456,8031.544304,1.753824733
"14",2250,0.48,0.86,0.98,13.97,0.53,0.32,0,0,0.87,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.996686542,21.33605317,1.901620194,42.31170681,1.183019191,0,12.77192827,3.137248605,4.757779923,7.60389901,0,0,0,0,0,0,7987.287625,8045.866221,1.728370415
"14",250,0,0,0.58,52.71,0.35,5.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.208563653,0.458643561,3.250759908,0,0,4.862374721,0,88.21916201,0,0,0,0,0,0,0,7111.25,7916.25,1.506711762
"14",2500,0.45,0.81,0.97,14.13,0.47,0.34,0,0,0.87,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.92213175,22.61165355,1.855757771,42.13681906,1.475374493,0,11.92198824,3.784280766,3.930486767,7.36145449,0,0,0,0,0,0,8010.720109,8058.557065,1.706242848
"14",2750,0.42,0.75,0.96,13.41,0.41,0.3,0,0,0.89,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.375954282,24.32214922,1.651407443,41.57030703,1.407134081,0,11.48423458,3.873911677,3.371454133,6.94339618,0,0,0,0,0,0,8032.447427,8067.136465,1.691462156
"14",3000,0.38,0.69,0.9,13.69,0.39,0.27,0,0,0.84,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.646411126,24.71706935,1.507258369,41.47824525,2.101844012,0,10.96802237,3.840844603,2.832957987,6.907300293,0,0,0,0,0,0,8050.52354,8075.256121,1.699493341
"14",3250,0.35,0.64,0.85,14.03,0.35,0.23,0,0,0.81,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.785245699,25.17308738,1.384130633,41.80060204,2.336301894,0,10.53360016,3.772248738,2.413881362,6.8008628,0,0,0,0,0,0,8064.128,8074.0144,1.724784542
"14",3500,0.33,0.6,0.88,14.18,0.32,0.2,0,0,0.78,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.880264163,25.64056818,1.308142618,41.55621026,2.367051461,0,10.4899784,3.627442381,2.081356888,7.048948733,0,0,0,0,0,0,8071.023644,8061.78025,1.739801374
"14",3750,0.31,0.57,0.92,13.98,0.31,0.21,0,0,0.76,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.053520495,25.65141352,1.25356362,41.45119914,2.556430933,0,10.12435023,3.486997578,1.841613678,7.580873471,0,0,0,0,0,0,8076.735577,8044.832933,1.749436831
"14",4000,0.29,0.54,0.98,14.13,0.29,0.19,0,0,0.77,0.04,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,6.06692502,25.82988185,1.235357654,41.46549015,2.830186754,0,9.329166274,3.356012002,1.618605771,8.268342223,0,0,0,0,0,0,8076.031847,8012.261146,1.746957234
"14",4250,0.29,0.53,0.98,14.36,0.3,0.19,0,0,0.74,0.06,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,6.443417588,26.03378192,1.17895545,41.13818565,3.180894765,0,8.940721957,3.152190446,1.433782275,8.498038873,0,0,0,0,0,0,8079.21576,7979.074109,1.738806654
"14",4500,0.28,0.52,0.97,14.4,0.32,0.21,0,0,0.72,0.06,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,6.63534993,26.23057116,1.180463279,40.59768224,3.647603836,0,8.789728149,2.9532663,1.301216238,8.6640885,0,0,0,0,0,0,8081.389121,7959.733054,1.726521508
"14",4750,0.28,0.53,0.96,14.14,0.34,0.19,0,0,0.69,0.11,0,1.46,0,0,0.06,0,0,0,0,0,0,0,0,0,0,6.758023816,26.60185321,1.196104832,40.09459189,3.480586411,0,8.988011111,2.799818156,1.210412659,8.870568768,0,0,0,0,0,0,8087.538346,7953.850376,1.729838638
"14",500,0,0,0.79,32.47,1.56,1.27,0,0,1.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.194647881,10.83718075,3.660461201,23.42996842,0,0,8.860271445,0,48.52752205,1.489690267,0,0,0,0,0,0,7310.928571,8040.071429,1.403002044
"14",5000,0.29,0.54,0.96,13.66,0.36,0.17,0,0,0.66,0.18,0,1.91,0,0,0.09,0,0,0,0,0,0,0,0,0,0,6.791317966,26.86996199,1.230468292,40.00220156,3.58058444,0,8.745285663,2.675302174,1.116121785,8.972707382,0,0.016023457,0,0,0,0,8089.215156,7945.662382,1.734697024
"14",5250,0.3,0.57,0.94,13.01,0.38,0.16,0,0,0.63,0.31,0,2.53,0,0,0.08,0,0,0,0,0,0,0,0,0,0,6.77483569,27.13128709,1.224705801,39.65864583,3.871250983,0,8.864150371,2.528295854,1.01235536,8.90986038,0,0.024587477,0,0,0,0,8091.650031,7944.829945,1.740899496
"14",5500,0.31,0.58,0.92,12.44,0.41,0.17,0,0,0.59,0.4,0,3.52,0,0,0.08,0,0,0,0,0,0,0,0,0,0,6.768141055,27.12484155,1.242912095,38.92914429,4.262210161,0.011358418,9.280751151,2.311718972,0.922414698,9.060228764,0,0.050767597,0.035486808,0,0,0,8092.601007,7946.52826,1.748844098
"14",5750,0.32,0.59,0.9,12,0.42,0.17,0.02,0,0.57,0.44,0,4.18,0,0,0.12,0,0,0,0,0,0,0,0,0,0,6.614495014,27.18469871,1.247770967,38.22216095,4.597558691,0.031193165,9.43721601,2.11506991,0.84394842,9.424594086,0,0.097627291,0.183643326,0,0,0,8096.38,7954.008205,1.767259952
"14",6000,0.32,0.59,0.88,11.3,0.43,0.15,0.03,0,0.56,0.44,0,4.67,0,0,0.19,0,0,0,0,0,0,0,0,0,0,6.566432501,27.57093188,1.263215156,37.54403453,4.723135561,0.038496897,9.33804142,1.94248608,0.788460833,9.779131674,0,0.12487936,0.319755432,0.00097732,0,0,8100.567733,7962.804798,1.774646633
"14",6250,0.33,0.62,0.87,10.52,0.42,0.15,0.03,0,0.54,0.45,0,5.11,0,0,0.23,0,0,0,0,0,0,0,0,0,0,6.598236066,27.72523751,1.2907217,36.72148763,4.729404795,0.044003159,9.495551541,1.790195172,0.827294883,10.11910758,0,0.12760916,0.520370323,0.010759216,0,0,8106.378801,7968.630321,1.780154772
"14",6500,0.33,0.6,0.87,9.9,0.41,0.16,0.03,0,0.52,0.43,0,5.55,0,0,0.21,0,0,0,0,0,0,0,0,0,0,6.574319445,28.0092726,1.321899744,36.01094778,4.581043071,0.060028981,9.556234255,1.655136069,0.785459998,10.49218606,0,0.117981842,0.80906351,0.026406015,0,0,8113.101083,7976.910951,1.787636192
"14",6750,0.33,0.6,0.9,9.35,0.39,0.15,0.03,0,0.5,0.41,0,5.9,0,0,0.2,0,0,0,0,0,0,0,0,0,0,6.608479026,28.34785845,1.284876701,35.31082818,4.731418582,0.110181868,9.37658246,1.534803817,0.734391994,10.71817562,0,0.109404287,1.105942793,0.027036692,0,0,8117.718006,7984.535714,1.790808158
"14",7000,0.33,0.6,0.9,8.95,0.39,0.14,0.02,0,0.49,0.42,0,6.2,0,0,0.18,0,0,0,0,0,0,0,0,0,0,6.532424518,28.36054795,1.313358596,34.77986929,4.9105206,0.104067844,9.326730706,1.427132631,0.682872148,11.04917992,0,0.130890927,1.357246029,0.025139985,0,0,8122.476801,7992.92867,1.792614477
"14",7250,0.32,0.58,0.91,8.67,0.38,0.14,0.02,0,0.49,0.42,0,6.47,0,0,0.17,0,0,0,0,0,0,0,0,0,0,6.405493957,28.59542621,1.330398238,34.24156545,5.050780856,0.097380885,9.161303593,1.330406638,0.636589493,11.36703875,0,0.144272135,1.615888227,0.023436086,0,0,8124.58129,7999.435806,1.801619477
"14",750,0,0.01,1.37,16.72,1.4,0.57,0,0,2.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.259611332,21.76631387,2.517162039,37.22694631,0,0,5.251644063,0,24.93646794,2.041655069,0,0,0,0,0,0,7579.558824,7995.941176,1.304504196
"14",7500,0.31,0.56,0.91,8.31,0.37,0.14,0.02,0,0.48,0.4,0,6.53,0,0,0.17,0,0,0,0,0,0,0,0,0,0,6.342268016,28.97019799,1.338807673,33.88625848,4.927151459,0.119572092,8.878804796,1.243191091,0.594928817,11.42790782,0,0.148040661,2.10095394,0.02189972,0,0,8126.621874,8005.14191,1.812056764
"14",7750,0.31,0.55,0.91,7.99,0.36,0.14,0.02,0,0.47,0.38,0,6.75,0,0,0.16,0,0,0,0,0,0,0,0,0,0,6.335185054,29.39873115,1.346339356,33.37114291,4.812161019,0.121149869,8.51515538,1.164278858,0.590371931,11.30549917,0,0.154026235,2.865431204,0.020509623,0,0,8126.307518,8007.88892,1.821084043
"14",8000,0.3,0.54,0.91,7.81,0.35,0.14,0.02,0,0.45,0.39,0,7.07,0,0,0.16,0,0,0,0,0,0,0,0,0,0,6.347153987,29.82102861,1.354213912,32.73380322,4.790899404,0.113696312,8.159425189,1.100921645,0.568035506,11.08704741,0,0.14959889,3.754911087,0.019247801,0,0,8124.946017,8009.605451,1.831129754
"14",8250,0.32,0.56,0.92,7.64,0.35,0.14,0.02,0,0.44,0.41,0,7.47,0,0,0.15,0,0,0,0,0,0,0,0,0,0,6.312294389,30.35175627,1.367300493,31.96789355,4.731255934,0.106910031,7.823843641,1.04477617,0.570645758,10.95058318,0,0.149765409,4.604860208,0.018098942,0,0,8120.166418,8009.274788,1.831578535
"14",8500,0.32,0.57,0.91,7.45,0.34,0,0.02,0,0.43,0.41,0,7.86,0.01,0,0.14,0,0,0,0,0,0,0,0,0,0,6.263242666,30.74822115,1.43624496,31.22052906,4.740754179,0.100713689,7.575634232,1.001721971,0.549595803,10.95192386,0,0.169308957,5.22504359,0.017049955,0,0,8116.583157,8007.979123,1.827168664
"16",1000,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.793441597,16.1738711,5.500495662,0,15.34856021,4.812845479,6.293525907,0,44.07712407,0,0,0,0,0,0,0,5628.315789,5977.105263,3.077616334
"16",1250,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.626708424,13.61572409,5.700732055,0,16.01089504,3.080221107,6.377115453,0,49.58850484,0,0,0,0,0,0,0,5262.011111,5505.833333,3.569924965
"16",1500,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.344807321,12.20132574,5.788332532,0,14.83770105,2.139042435,5.994733571,0,54.69395309,0,0,0,0,0,0,0,4893.169231,4956.323077,3.808449167
"16",1750,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.792770153,11.6258375,5.525437848,0,13.89417357,1.571541381,5.195356509,0,58.35463227,0,0.040178364,0,0,0,0,0,4662.2,4678.966667,4.004604816
"16",2000,0,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.794470282,10.74195066,6.271022569,0,12.06206055,1.20321137,4.73457107,0,61.142524,0,0.050133807,0,0,0,0,0,4357.836134,4414.281513,4.233548295
"16",2250,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.018677206,10.75296517,6.799093432,0,10.34758227,0.950685527,4.762537846,0,62.32879515,0,0.039611897,0,0,0,0,0,4146.189369,4157.780731,4.500981502
"16",2500,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.618759505,11.32821337,7.520011013,0,8.784434617,0.770055277,4.438701384,0,63.5076916,0,0.032085637,0,0,0,0,0,4069.25876,3999.237197,4.680146682
"16",2750,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.382626731,11.61335961,8.20452762,0,7.926137246,0.642090309,3.975745955,0,64.22894733,0,0.026517055,0,0,0,0,0,4092.346756,4025.322148,4.766009487
"16",3000,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.376765319,12.29542354,8.587156497,0,8.453078428,0.620704278,3.806952434,0,62.83759753,0,0.022281692,0,0,0,0,0,4199.893258,4177.400749,4.819725521
"16",3250,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.347370884,13.71443218,8.615264139,0.007312316,9.064850881,0.528884119,3.982928012,0,59.7199337,0,0.018985584,0,0,0,0,0,4259.245161,4273.216129,4.864063292
"16",3500,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.876037712,16.42248749,8.728252891,0.025724636,9.107906923,0.456027633,3.782075406,0,56.56870825,0,0.032740445,0,0,0,0,0,4365.437845,4424.870166,4.860124119
"16",3750,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.469092365,17.79536297,8.955586591,0.039199966,9.021766608,0.397250738,3.464437215,0,54.78792919,0,0.06933941,0,0,0,0,0,4451.518788,4515.989091,4.854937211
"16",4000,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.775109322,19.13671581,8.818450015,0.185150693,8.77020549,0.349146156,3.627974895,0,53.13961624,0.002253313,0.195344543,0,0,0,0,0,4516.333688,4583.103082,4.835735465
"16",4250,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.849364085,20.62528068,8.63667475,0.650048239,8.548056566,0.309278256,3.707964508,0,51.36989053,0.006880334,0.296533924,0,0,0,0,0,4552.830653,4638.198675,4.836830291
"16",4500,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.827346532,21.6563526,8.447124436,1.090958417,8.366827015,0.275868568,3.583687416,0,50.41796669,0.041026608,0.292814465,0,0,0,0,0,4599.221477,4700.152685,4.800652684
"16",4750,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.868519581,22.46760811,8.517834624,1.499628121,8.029717233,0.24759395,3.417188677,0,49.61148842,0.051283762,0.289107224,0,0,0,0,0,4656.053464,4754.25,4.78215682
"16",500,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.39463725,19.34754575,6.1162271,0,14.75639121,15.73698451,6.079537114,0,23.56847555,0,0,0,0,0,0,0,6805.928571,7245.5,1.579951482
