"site","radius","Road_Hard Surface","Road_Vegetated Verge","Seismic line","Cut Blocks","Road_Trail (Vegetated)","Well Site","Reservoirs","Transmission Line","Pipeline","Rural (Residential_Industrial)","Other Disturbed Vegetation","Cultivation (Crop_Pasture/Bare Ground)","Borrow-Pits_Dugouts/Sumps","Canals","Industrial Site Rural","Road – Hard Surface","Road – Vegetated Verge","Rail – Hard Surface","Rail – Vegetated Verge","Mine Site","Rail_Hard Surface","Rail_Vegetated Verge","Urban","High Density Livestock Operation","Municipal (Water and Sewage)","dense_conifer","moderate_conifer","open_conifer","mixed","herb","snow_or_ice","shrub","barren","water","broadleaf","cloud_or_no_data","treed_wetland","agriculture","open_wetland","shadow_or_no_data","unknown","mean_ndvi_2008","mean_ndvi_2012","mean_tri"
"Cell 16 2013",1750,1.38,2.46,1.79,1.1,0.36,0.2,0.98,0,0,2.72,8.82,21.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0.906226608,5.034882153,4.71817362,33.34474609,4.502161946,1.131883971,23.42239604,0,0.636100083,26.21869976,0,0.084658354,0,0,0,0,7891.751381,7946.20442,0.974965428
"Cell 16 2013",2000,1.44,2.58,1.83,0.84,0.39,0.22,0.75,0,0,2.8,8.76,20.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0.854271554,5.108792943,4.467701753,33.5021893,5.250352077,0.866598665,21.50684449,0,0.489385515,27.37804546,0,0.561534135,0,0.014220994,0,0,7907.799145,7922.790598,0.968382511
"Cell 16 2013",2250,1.65,2.82,1.77,0.66,0.39,0.19,0.59,0,0.02,3.5,8.02,22.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0.745910035,4.593577778,4.461123294,31.06838655,5.718549826,0.684719933,22.67251935,0,0.823635968,28.53563561,0,0.577201927,0,0.118680188,0,0,7918.367893,7916.26087,0.969170775
"Cell 16 2013",250,0,0,1.64,0,0,0,20.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.277830473,5.703874186,0.581961335,61.49700847,0,20.81610402,3.522869572,0,0,1.59986594,0,0,0,0,0,0,7753,7575.666667,1.143129739
"Cell 16 2013",2500,1.72,2.85,1.64,0.54,0.48,0.15,0.48,0,0.14,5.11,7.09,23.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0.645878943,4.403110941,4.328770354,29.52343084,6.628565682,0.571660069,23.12689977,0,1.169775703,28.64758445,0,0.476700886,0.376730051,0.100840572,0,0,7921.816438,7908.057534,0.947847655
"Cell 16 2013",2750,1.69,2.84,1.54,0.44,0.56,0.12,0.4,0,0.41,6.02,6.51,23.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0.585328397,4.085202487,4.059305302,28.71403517,6.492683691,0.515188497,23.44051897,0,1.737201418,28.36107396,0,0.393967674,1.245022306,0.370425055,0,0,7924.64574,7916.347534,0.921754717
"Cell 16 2013",3000,1.78,2.93,1.45,0.37,0.6,0.1,0.33,0,0.48,6.1,5.56,21.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.559688568,3.842269242,3.754438649,29.01030779,6.560730869,0.432901445,22.00640594,0,1.685497569,28.96705036,0,0.341401318,1.837541797,1.001720788,0,0,7924.041667,7924.170455,0.902672978
"Cell 16 2013",3250,1.74,2.89,1.44,0.32,0.65,0.12,0.28,0,0.45,6.32,4.74,20.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0.519266139,3.792282028,3.512896828,29.39629277,6.1838462,0.36886277,20.1370697,0,1.470026627,28.86021251,0,0.63482231,3.559355365,1.565023689,0,0,7922.490385,7933.160256,0.887574162
"Cell 16 2013",3500,1.69,2.83,1.46,0.27,0.7,0.15,0.24,0,0.4,6.62,4.09,20.95,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.50306624,3.577240437,3.164049864,28.74491785,6.014450104,0.373753278,19.93573475,0,1.267522959,28.16623745,0,0.601021034,5.940991824,1.710979309,0,0,7927.275862,7950.82069,0.875176121
"Cell 16 2013",3750,1.6,2.69,1.47,0.26,0.72,0.18,0.21,0,0.36,6.39,3.56,21.97,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.458196461,3.379847257,2.986084933,27.97270234,5.964160156,0.370767355,19.74501632,0,1.110264883,27.63315626,0,0.664320228,8.146819704,1.568631119,0,0,7933.828125,7966.237981,0.856936863
"Cell 16 2013",4000,1.51,2.54,1.48,0.36,0.75,0.18,0.22,0,0.36,6.15,3.13,22.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0.415802049,3.127570697,2.806346511,27.21654618,5.914373915,0.406408896,19.11824985,0,0.998963771,27.73322986,0,0.779395808,10.1043987,1.378679695,0,0,7935.085896,7969.503712,0.843495188
"Cell 16 2013",4250,1.42,2.39,1.49,0.46,0.74,0.19,0.21,0,0.36,5.9,2.77,23.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0.398939417,2.974720371,2.68053182,27.08586314,5.880383658,0.495539068,17.73428606,0,1.305170277,28.00396517,0,0.772402619,11.42307972,1.245088081,0,0,7941.162137,7980.458294,0.834840618
"Cell 16 2013",4500,1.35,2.26,1.52,0.84,0.78,0.17,0.24,0,0.39,5.85,2.47,23.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0.389090243,2.91370849,2.594897314,27.13377083,5.599039077,0.553731831,16.71498429,0,1.366329497,28.39229745,0,0.729191603,12.36989022,1.243041844,0,0,7943.129086,7982.685666,0.823536964
"Cell 16 2013",4750,1.29,2.16,1.57,1.08,0.76,0.15,0.22,0,0.4,6.02,2.22,23.83,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.37069524,2.917310503,2.481211434,27.54357214,5.234851294,0.500266751,16.05262157,0,1.291167855,28.36696488,0,0.789240213,13.28647458,1.165596135,0,0,7953.182159,7992.497001,0.811904617
"Cell 16 2013",500,0.91,1.95,2.16,0.31,0.09,0,7.79,0,0,1.12,0,4.52,0,0,0,0,0,0,0,0,0,0,0,0,0,2.750197417,5.58127793,1.401122019,47.33977136,2.173162451,6.990085101,9.588527883,0,4.760282344,19.41530718,0,0,0,0,0,0,7872.625,7867.3125,1.218482751
"Cell 16 2013",5000,1.25,2.1,1.57,1.3,0.78,0.17,0.2,0,0.4,5.95,2,24.12,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.348481619,2.851605526,2.353721174,27.96338699,4.980050751,0.451490743,15.39634084,0,1.229785165,28.4115932,0,0.723072737,14.23849827,1.051950512,0,0,7962.48201,7999.864223,0.802089247
"Cell 16 2013",5250,1.21,2.03,1.57,1.53,0.76,0.17,0.22,0,0.42,5.64,1.82,24.37,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.362834476,2.788542697,2.227393418,28.13500704,4.679437753,0.41367326,14.64971607,0,1.240099394,28.79812614,0,0.669749797,15.07166738,0.963728413,0,0,7969.855474,8015.109471,0.801066584
"Cell 16 2013",5500,1.16,1.95,1.56,1.7,0.75,0.17,0.3,0,0.41,5.35,1.66,24.26,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.45670331,2.713681956,2.120516809,28.2872348,4.512593287,0.40055865,13.8722436,0,1.240993735,29.00883024,0,0.650954973,15.8230341,0.912630832,0,0,7973.629213,8026.430337,0.804577173
"Cell 16 2013",5750,1.11,1.88,1.57,1.84,0.73,0.15,0.32,0,0.41,5.04,1.52,24.11,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0,0.497085837,2.740246975,2.012529374,28.50437369,4.316719459,0.37421933,13.29261469,0,1.19446379,29.02685968,0,0.625493096,16.53575627,0.879615715,0,0,7976.875578,8042.354242,0.809182913
"Cell 16 2013",6000,1.07,1.81,1.58,1.91,0.7,0.14,0.3,0,0.42,4.76,1.39,23.65,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0,0.484358543,2.726110505,1.89546975,28.80042286,4.090865847,0.350140875,12.77146965,0,1.157254141,29.113311,0,0.63059299,17.10268342,0.877297243,0,0,7977.097836,8057.345249,0.810699112
"Cell 16 2013",6250,1.04,1.76,1.59,1.81,0.7,0.14,0.27,0,0.45,4.66,1.28,23.25,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0,0.506745831,2.758102366,1.817870836,28.83948966,4.037225851,0.329841499,12.17029695,0,1.157353156,29.45358383,0,0.629144465,17.40910505,0.891220035,0,0,7979.915291,8069.968288,0.812538585
"Cell 16 2013",6500,1.01,1.71,1.62,1.74,0.7,0.14,0.25,0,0.47,4.6,1.19,22.98,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0,0.515792728,2.741289967,1.788929355,28.73171974,4.0496324,0.317585019,11.72115356,0,1.095739405,29.96348703,0,0.610778209,17.57189359,0.891978478,0,0,7984.700961,8080.457566,0.815583021
"Cell 16 2013",6750,0.98,1.67,1.63,1.63,0.7,0.14,0.26,0,0.5,4.47,1.1,22.54,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0,0.524208184,2.773032496,1.755894522,28.99546277,4.020123401,0.315008895,11.37209849,0,1.016076595,30.16441269,0,0.668052566,17.45907117,0.936537641,0,0,7992.119225,8089.244411,0.81751448
"Cell 16 2013",7000,0.98,1.65,1.62,1.51,0.71,0.14,0.25,0,0.52,4.54,1.02,22.01,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0,0.514110202,2.733720073,1.710892052,29.06590441,3.998400237,0.309425433,11.18655335,0,0.947365896,30.62439182,0,0.756247726,17.18917201,0.963797388,0,0,7996.998963,8094.876987,0.816872872
"Cell 16 2013",7250,0.97,1.63,1.63,1.41,0.72,0.14,0.23,0,0.52,4.57,0.95,21.55,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0,0.503105123,2.755509256,1.688434383,29.165436,4.020276292,0.304563792,10.80853857,0,0.907467043,31.06131122,0,0.866621673,16.96220268,0.9565154,0,0,7999.814695,8098.881083,0.812425985
"Cell 16 2013",750,0.83,1.79,2.01,0.34,0.86,0,3.46,0,0,2.23,0.37,15.15,0,0,0,0,0,0,0,0,0,0,0,0,0,1.476957872,4.868548505,2.14086218,36.8434901,3.863132304,3.106704489,22.18444491,0,3.463211562,22.05248652,0,0,0,0,0,0,7818,7930.666667,1.082251321
"Cell 16 2013",7500,0.96,1.61,1.62,1.32,0.72,0.13,0.22,0,0.52,4.61,0.89,21.36,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0,0.487741264,2.789764561,1.695389663,29.09618873,3.950316869,0.300644776,10.5796237,0,0.883850293,31.30933031,0,0.939659109,17.02317788,0.944294278,0,0,8001.369657,8100.590909,0.805505425
"Cell 16 2013",7750,0.95,1.59,1.63,1.25,0.72,0.14,0.24,0,0.51,4.64,0.83,21.42,0.01,0,0.01,0,0,0,0,0,0,0,0,0.01,0,0.485157139,2.809476748,1.642149311,28.75126442,4.00012571,0.32456609,10.41117454,0,0.887853106,31.3812276,0,0.95682989,17.40851612,0.941641733,0,0,8002.131208,8102.478555,0.799181562
"Cell 16 2013",8000,0.96,1.61,1.62,1.27,0.72,0.16,0.23,0,0.51,4.64,0.78,21.6,0.01,0,0.01,0,0,0,0,0,0,0,0,0.01,0,0.486161422,2.863162966,1.651951116,28.20193573,4.087632375,0.309609511,10.26701814,0,0.947350646,31.30944806,0,0.986216008,17.9821656,0.907332383,0,0,8000.130066,8103.220132,0.790732244
"Cell 16 2013",8250,0.99,1.65,1.62,1.24,0.71,0.15,0.21,0,0.49,4.57,0.74,22.04,0.01,0,0.01,0,0,0,0,0,0,0,0,0.01,0,0.501796903,2.926695944,1.632464903,27.69982519,4.133778727,0.296738472,10.13569193,0,0.994653366,31.05550398,0,1.006711265,18.75301078,0.863112976,0,0,7998.868959,8103.902342,0.783324302
"Cell 16 2013",8500,1.01,1.68,1.61,1.18,0.72,0,0.2,0,0.47,4.48,0.69,22.57,0.01,0,0,0,0,0,0,0,0,0,0,0.01,0,0.51718368,3.005378359,1.603192231,27.31076727,4.217847472,0.279539962,10.01369274,0,1.007377792,30.63443837,0,1.00166927,19.55471285,0.854183921,0,0,7997.630899,8106.130547,0.777937715
"Cell 18 2011/12",1000,0,0,0,0,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.6186288,48.60217081,6.699248104,0.018140366,4.400146261,0,0.202616806,0,14.45890137,0,0,0,0,0,0,0,7329.096774,7276.951613,2.712388385
"Cell 18 2011/12",1250,0,0,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.38413078,39.38402395,6.421514903,0.073338598,6.027143163,0,1.754927083,0,24.95480087,0,0,0,0,0,0,0,6821.494624,6775.032258,3.033008486
"Cell 18 2011/12",1500,0,0,0,0,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.5734591,31.43852347,5.45471084,0.050929582,5.931790526,0,1.786934517,0,35.76358056,0,0,0,0,0,0,0,6210.835821,6125.716418,3.622670137
"Cell 18 2011/12",1750,0,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.61089502,26.35579474,4.749003168,0.037417652,6.520264307,0,1.713144843,0,43.0134097,0,0,0,0,0,0,0,5641.276243,5655.928177,3.91912886
"Cell 18 2011/12",2000,0,0,0,0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.37053567,22.32684069,4.65803541,0.02864789,6.568686771,0,1.868929498,0,48.92978329,0,0.248483582,0,0,0,0,0,5264.733051,5262.622881,4.186194334
"Cell 18 2011/12",2250,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.60184762,19.41861185,4.055399524,0.02263537,6.869730006,0,2.17957533,0,53.17023197,0,0.68192194,0,0,0,0,0,4850.912162,4875.368243,4.572095662
"Cell 18 2011/12",250,0,0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.78677293,52.5549972,11.65768924,0,0,0,0,0,0,0,0,0,0,0,0,0,7850.333333,8206.333333,1.487206969
"Cell 18 2011/12",2500,0,0,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.68362635,16.90546256,3.676327806,0.018334649,6.871377522,0,2.022663557,0,56.81115304,0,1.010991724,0,0,0,0,0,4551.196721,4622.530055,4.791132786
"Cell 18 2011/12",2750,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.83259814,14.88484913,3.519965891,0.015152603,6.48993343,0,2.02756457,0,60.14373347,0,1.08615148,0,0,0,0,0,4293.867416,4364.52809,4.928830249
"Cell 18 2011/12",3000,0,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.59000145,13.48538884,3.481871314,0.012732395,6.852065297,0,1.930988103,0,61.54555988,0,1.101352206,0,0,0,0,0,4172.845574,4256.297552,4.959453977
"Cell 18 2011/12",3250,0,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.68354525,13.11227057,3.467860287,0.010848905,7.324994511,0,1.837084126,0,61.43043011,0,1.132923432,0,0,0,0,0,4147.316129,4244.262903,4.917515716
"Cell 18 2011/12",3500,0,0,0,0,0.27,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.95599538,13.03564226,3.589748288,0.016370223,7.842456512,0,1.792204049,0,60.73154892,0,1.03600316,0,0,0,0,0,4224.968188,4288.966805,4.852865628
"Cell 18 2011/12",3750,0,0,0,0,0.29,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.54666151,13.54478124,3.85461908,0.014260283,8.353689258,0.030557749,1.949473033,0,59.67365258,0,1.032269618,0,0,0,0,0,4294.518697,4365.693607,4.783744194
"Cell 18 2011/12",4000,0,0,0,0,0.3,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.09880845,14.42906079,4.040284861,0.014730956,8.919313961,0.026857397,1.933480352,0,58.43587224,0,1.101559267,0,0,0,0,0,4377.726027,4423.107482,4.731489467
"Cell 18 2011/12",4250,0,0,0,0,0.29,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.36610621,15.06287972,4.3064512,0.023866212,9.583663727,0.023790635,2.015323778,0,57.33969131,0,1.278195418,0,0,0,0,0,4458.949391,4461.101218,4.708857095
"Cell 18 2011/12",4500,0,0,0,0,0.29,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.892264532,15.41950074,4.648440017,0.027247329,9.665389139,0.021220659,2.077881779,0,57.0059114,0,1.242115911,0,0,0,0,0,4509.684783,4462.067726,4.734829256
"Cell 18 2011/12",4750,0,0,0.01,0,0.28,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.329522806,15.8267056,4.905122186,0.025394251,9.604480429,0.019045688,2.039692486,0,57.10853679,0,1.141471596,0,0,0,0,0,4507.465866,4452.170293,4.759532426
"Cell 18 2011/12",500,0,0,0,0,1.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.88720887,51.56227215,5.19257738,0,0.357685623,0,0,0,0,0,0,0,0,0,0,0,7796.133333,8024.066667,1.965397866
"Cell 18 2011/12",5000,0,0,0.01,0,0.28,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.909069669,16.14922322,5.086371579,0.024064227,9.821776592,0.017188734,2.097058469,0,56.85242175,0,1.042802998,0,0,0,0,0,4566.319293,4491.025815,4.765814782
"Cell 18 2011/12",5250,0,0,0.01,0,0.27,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.686829994,16.45520911,5.294130809,0.021828196,9.993447545,0.015590688,2.188582888,0,56.35565899,0,0.988698982,0,0,0,0,0,4604.636084,4523.815271,4.768943623
"Cell 18 2011/12",5500,0,0,0.01,0,0.27,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.41015512,16.98404169,5.49004981,0.02462298,9.997076117,0.03034235,2.381939919,0,55.73350417,0,0.948244727,0,0,0,0,0,4657.732244,4588.43292,4.771325554
"Cell 18 2011/12",5750,0,0,0.02,0,0.26,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.154810943,17.68358526,5.386529184,0.022528397,10.14148745,0.049389179,2.515549773,0,55.10986352,0,0.936233402,0,0,0,0,0,4718.352821,4642.837949,4.758303602
"Cell 18 2011/12",6000,0,0,0.03,0,0.25,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.977746243,18.44392637,5.3395703,0.022281692,10.04077834,0.045359159,2.702482949,0,54.51860293,0,0.909230926,0,0,0,0,0,4769.10807,4687.276074,4.717560569
"Cell 18 2011/12",6250,0,0,0.04,0,0.24,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.815188139,18.65465395,5.372607677,0.020534807,10.33854283,0.041803001,3.038708608,0,53.85480697,0,0.86313533,0,0,0,0,0,4813.349413,4731.141678,4.69440358
"Cell 18 2011/12",6500,0,0,0.04,0,0.24,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.702600673,18.54877611,5.328050679,0.01966364,10.62456066,0.038649224,3.091957606,0,53.79797254,0,0.847748737,0,0,0,0,0,4816.09153,4738.801686,4.737175165
"Cell 18 2011/12",6750,0,0,0.04,0,0.23,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.67600547,18.4864497,5.284852315,0.018234048,10.68316491,0.035839335,3.073078618,0,53.90896313,0,0.833393623,0,0,0,0,0,4818.127509,4739.247955,4.796149394
"Cell 18 2011/12",7000,0,0,0.03,0,0.23,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.578650194,18.46671404,5.360807914,0.018764861,10.86770426,0.033325096,3.101014683,0,53.71410182,0,0.85889805,0,0,0,0,0,4797.855268,4720.230397,4.828393024
"Cell 18 2011/12",7250,0,0,0.03,0,0.22,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.432760926,18.41619726,5.456941741,0.019075884,11.02682234,0.031066439,3.123328593,0,53.52995081,0,0.963838837,0,0,0,0,0,4794.914866,4713.644308,4.858337876
"Cell 18 2011/12",750,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.42312101,52.42215503,5.307683061,0,5.72607664,0,0.356507073,0,3.764269589,0,0,0,0,0,0,0,7746.352941,7916.558824,2.434681037
"Cell 18 2011/12",7500,0,0,0.03,0,0.21,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.407152299,18.63977366,5.520816396,0.022181879,11.08896746,0.029029862,3.066185084,0,53.22021009,0.000509296,1.005154964,0,0,0,0,0,4796.228614,4726.448795,4.855525029
"Cell 18 2011/12",7750,0.03,0.05,0.03,0,0.21,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.403650666,19.02732578,5.666912006,0.027208947,11.10944408,0.027187175,2.991102042,0,52.71086508,0.000476968,1.035809847,0,0,0,0,0,4805.948052,4742.477132,4.845903027
"Cell 18 2011/12",8000,0.07,0.11,0.04,0,0.2,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.49064534,19.43548619,5.759554811,0.033588895,11.17509722,0.025514527,2.948972255,0,52.03114462,0.000520272,1.09945997,0,0,0,0,0,4822.410657,4764.020414,4.817495463
"Cell 18 2011/12",8250,0.09,0.14,0.05,0,0.2,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.630380845,19.92183169,5.725889893,0.048162875,11.13898047,0.03232481,2.963954851,0,51.41300193,0.001262717,1.124195004,0,0,0,0,0,4858.611222,4796.100748,4.774569031
"Cell 18 2011/12",8500,0.12,0.18,0.06,0,0.2,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.732445315,20.41406633,5.712855664,0.060246653,11.18107509,0.04044408,3.041668584,0,50.71667399,0.001586042,1.098922565,0,0,0,0,0,4884.041176,4816.848,4.72919982
"Cell 18 NE 2013",1000,0,0,0.51,0,0,0,0,2.05,0,0.23,0,0,0,0,0,1.19,1.68,0,0,0,0,0,0,0,0,4.070688934,63.9187692,10.29280738,12.19080169,1.70548681,0,7.313500846,0,0.192680357,0.315126787,0,0,0,0,0,0,7893.948276,7281.431034,2.988944907
"Cell 18 NE 2013",1250,0.95,1.35,0.41,0,0,0,0,1.71,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.601555075,62.77869119,11.12252758,9.342792734,2.362247559,0,8.141100078,0,2.412624707,0.238350443,0,0,0,0,0,0,7627.153846,7173.549451,3.443663608
"Cell 18 NE 2013",1500,0.82,1.16,0.31,0,0,0,0,1.46,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.945974041,57.87740327,10.90343996,8.499577698,1.893520157,0,9.57128934,0,8.088686203,0.220013217,0,0,0,0,0,0,7472.511278,7099.932331,3.848840406
"Cell 18 NE 2013",1750,0.71,1.02,0.26,0,0.03,0,0,1.26,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.549968751,52.19837147,10.94791141,8.461659178,2.247092849,0,9.15770224,0,14.09076453,0.34644739,0,0,0,0,0,0,7339.234637,7020.106145,4.133872753
"Cell 18 NE 2013",2000,0.62,0.89,0.29,0,0.05,0,0,1.12,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.283190017,48.99458885,10.32408257,8.257464695,2.764337606,0,10.344864,0,16.32311127,0.328836372,0.130244815,0,0,0,0,0.249211701,7243.374468,6883.451064,4.313235938
"Cell 18 NE 2013",2250,0.55,0.78,0.29,0,0.08,0,0,1.01,0,0.05,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.193349839,46.26172111,10.44142446,8.011282934,3.357572564,0.074310655,10.64610791,0,18.16534484,0.418754339,0.118835691,0,0,0,0,0.311236333,7140.724832,6792.194631,4.441084037
"Cell 18 NE 2013",250,3.22,4.63,1.4,0,0,0,0,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.747912238,71.1207161,12.82936574,12.30148505,0,0,0,0,0,0,0,0,0,0,0,0,8124.25,7364.75,2.093127178
"Cell 18 NE 2013",2500,0.49,0.7,0.28,0,0.13,0,0,0.91,0,0.04,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.077690473,45.55380281,10.13462317,7.307251584,3.498338582,0.183346494,10.00560559,0,20.50180689,0.352942002,0.132438395,0,0,0,0,0.25210143,7020.03504,6700.967655,4.475662619
"Cell 18 NE 2013",2750,0.45,0.64,0.27,0,0.13,0,0,0.85,0,0.03,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.014621862,45.2819572,9.551610978,6.999858358,3.05110191,0.151526028,10.36907894,0,21.4101071,0.292090487,0.593080512,0,0,0,0,0.284916689,6957.263393,6692.198661,4.451328311
"Cell 18 NE 2013",3000,0.41,0.59,0.25,0,0.12,0,0,0.79,0,0.03,0.26,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,2.026014227,45.11325555,8.97015862,6.64409956,2.790511497,0.127323954,10.72761376,0,22.2110563,0.314880192,0.595239487,0,0,0,0,0.479799642,6881.105461,6636.438795,4.465810591
"Cell 18 NE 2013",3250,0.38,0.55,0.23,0,0.15,0,0,0.73,0,0.02,0.28,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,1.953874626,43.8241637,8.836592433,6.337150474,2.887404184,0.10848905,11.21243916,0,23.25979891,0.382423901,0.763668453,0,0,0,0,0.4339562,6820.950241,6625.17496,4.456769324
"Cell 18 NE 2013",3500,0.37,0.53,0.23,0,0.21,0,0,0.66,0,0.02,0.5,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,1.973436011,43.04618822,8.672465092,6.017034324,3.481127,0.095859403,11.10561127,0,23.91578781,0.363641516,0.954633609,0,0,0,0,0.374176519,6731.040278,6546.925,4.437129418
"Cell 18 NE 2013",3750,0.39,0.55,0.22,0,0.24,0,0,0.6,0,0.05,0.78,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,2.234859173,42.99916031,8.460471522,5.718290909,4.214988489,0.222339355,10.72610779,0,23.69482479,0.337824771,1.061924622,0,0,0,0,0.329172786,6725.759662,6544.886473,4.384180034
"Cell 18 NE 2013",4000,0.38,0.53,0.22,0,0.27,0,0,0.54,0,0.08,1.11,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,2.691586519,42.62880681,8.092063325,5.387597487,4.95775016,0.198744735,10.73517847,0,23.43125657,0.342365039,1.009536561,0,0,0,0.048343314,0.476735273,6701.054255,6527.421277,4.347293313
"Cell 18 NE 2013",4250,0.35,0.49,0.22,0,0.28,0,0,0.5,0,0.09,1.39,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,3.194963934,42.07212684,7.828492599,5.096213983,5.47489439,0.1760507,10.84839931,0,23.08517109,0.398128837,0.970673862,0,0,0,0.042823143,0.812031241,6703.322672,6520.269991,4.332992991
"Cell 18 NE 2013",4500,0.33,0.46,0.24,0.07,0.27,0,0,0.46,0,0.08,1.72,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,3.589479235,41.22162897,8.11301786,4.776879668,6.092751298,0.190134132,10.91303663,0,22.4662109,0.501081085,0.979123084,0,0,0,0.038197186,1.118431368,6718.577536,6523.823135,4.276653717
