"Site","Easting","Northing","start_date","end_date"
"Cell R113",672713,5574180,2014-07-10,"2014-08-13"
"Cell R113",672713,5574180,2014-08-13,"2014-09-17"
"Cell R113",672713,5574180,2014-09-17,"2014-10-10"
"Cell R113",672713,5574180,2014-10-10,"2014-11-18"
"Cell R113",672713,5574180,2012-02-23,"2012-02-24"
"Cell R113",672713,5574180,2012-01-28,"2012-02-17"
"Cell R113",672713,5574180,2012-02-29,"2012-04-02"
"Cell R113",672713,5574180,2012-06-04,"2012-07-02"
"Cell R113",672713,5574180,2012-05-05,"2012-05-22"
"Cell R113",672713,5574180,2012-08-07,"2012-08-16"
"Cell R113",672713,5574180,2012-07-08,"2012-07-16"
"Cell R113",672713,5574180,2012-04-09,"2012-04-25"
"Cell R114",681585,5579231,2013-11-01,"2014-04-08"
"Cell R114",681585,5579231,2013-11-01,"2014-05-09"
"Cell R114",681585,5579231,2013-11-01,"2014-02-23"
"Cell R114",681585,5579231,2013-11-01,"2014-06-07"
"Cell R114",681585,5579231,2013-11-01,"2014-06-29"
"Cell R114",681585,5579231,2014-06-29,"2014-07-28"
"Cell R114",681585,5579231,2014-06-29,"2014-07-07"
"Cell R114",681585,5579231,2014-07-28,"2014-08-07"
"Cell R114",681585,5579231,2014-07-28,"2014-09-01"
"Cell R114",681585,5579231,2014-09-01,"2014-09-16"
"Cell R114",681585,5579231,2014-09-01,"2014-10-09"
"Cell R114",681585,5579231,2014-10-06,"2014-10-06"
"Cell R114",681585,5579231,2014-10-06,"2014-11-04"
"Cell R114",681585,5579231,2014-11-04,"2014-12-04"
"Cell R117",663556,5569510,2014-06-21,"2014-07-24"
"Cell R117",663556,5569510,2014-07-24,"2014-08-28"
"Cell R117",663556,5569510,2014-08-28,"2014-09-25"
"Cell R117",663556,5569510,2014-09-25,"2014-10-30"
"Cell R118",666330,5570397,2013-10-31,"2014-06-21"
"Cell R118",666330,5570397,2014-06-21,"2014-07-24"
"Cell R118",666330,5570397,2014-07-24,"2014-08-28"
"Cell R118",666330,5570397,2014-08-28,"2014-09-25"
"Cell R118",666330,5570397,2014-09-25,"2014-10-30"
"Cell R119",673025,5571938,2014-05-28,"2014-07-11"
"Cell R119",673025,5571938,2014-07-11,"2014-08-13"
"Cell R119",673025,5571938,2014-08-13,"2014-09-17"
"Cell R119",673025,5571938,2014-09-17,"2014-10-10"
"Cell R119",673025,5571938,2014-10-10,"2014-11-18"
"Cell R120",683161,5568185,2014-06-27,"2014-08-01"
"Cell R120",683161,5568185,2014-08-01,"2014-08-31"
"Cell R120",683161,5568185,2014-08-01,"2014-08-30"
"Cell R120",683161,5568185,2014-08-31,"2014-09-25"
"Cell R120",683161,5568185,2014-08-31,"2014-08-31"
"Cell R120",683161,5568185,2014-09-25,"2014-10-30"
"Cell R121",688709,5568534,2014-06-13,"2014-07-10"
"Cell R121",688709,5568534,2014-07-10,"2014-08-13"
"Cell R121",688709,5568534,2014-08-13,"2014-09-12"
"Cell R121",688709,5568534,2014-08-13,"2014-09-17"
"Cell R121",688709,5568534,2014-09-17,"2014-10-12"
"Cell R121",688709,5568534,2014-10-10,"2014-11-19"
"Cell R123",665801,5565316,2014-06-21,"2014-07-24"
"Cell R123",665801,5565316,2014-07-24,"2014-08-28"
"Cell R123",665801,5565316,2014-08-28,"2014-09-25"
"Cell R123",665801,5565316,2014-09-25,"2014-10-30"
"Cell R124",671997,5564145,2014-05-28,"2014-07-10"
"Cell R124",671997,5564145,2014-07-10,"2014-08-13"
"Cell R124",671997,5564145,2014-08-13,"2014-09-17"
"Cell R124",671997,5564145,2014-09-17,"2014-10-10"
"Cell R124",671997,5564145,2014-10-10,"2014-11-19"
"Cell R125",674494,5563012,2014-07-14,"2014-08-13"
"Cell R125",674494,5563012,2014-08-13,"2014-09-17"
"Cell R125",674494,5563012,2014-09-17,"2014-10-10"
"Cell R125",674494,5563012,2014-10-10,"2014-11-19"
"Cell R126",683469,5565700,2013-11-30,"2014-06-13"
"Cell R126",683469,5565700,2014-07-24,"2014-08-13"
"Cell R126",683469,5565700,2014-08-13,"2014-09-17"
"Cell R126",683469,5565700,2014-09-17,"2014-10-10"
"Cell R126",683469,5565700,2014-10-10,"2014-11-19"
"Cell R15",613340,5650694,2014-05-13,"2014-06-10"
"Cell R15",613340,5650694,2014-06-10,"2014-07-04"
"Cell R15",613340,5650694,2014-07-04,"2014-08-05"
"Cell R15",613340,5650694,2014-08-05,"2014-09-11"
"Cell R15",613340,5650694,2014-09-11,"2014-10-10"
"Cell R15",613340,5650694,2014-10-10,"2014-11-04"
"Cell R16",617385,5645805,2013-10-24,"2013-10-24"
"Cell R16",617385,5645805,2014-06-10,"2014-07-04"
"Cell R16",617385,5645805,2014-07-04,"2014-08-05"
"Cell R16",617385,5645805,2014-10-10,"2014-11-04"
"Cell R17",627534,5646538,2014-06-25,"2014-07-18"
"Cell R17",627534,5646538,2014-07-18,"2014-08-19"
"Cell R17",627534,5646538,2014-08-19,"2014-09-17"
"Cell R17",627534,5646538,2014-09-17,"2014-10-18"
"Cell R18",633495,5648072,2014-06-05,"2014-06-26"
"Cell R18",633495,5648072,2014-06-26,"2014-07-24"
"Cell R18",633495,5648072,2014-07-24,"2014-08-25"
"Cell R18",633495,5648072,2014-08-25,"2014-09-17"
"Cell R18",633495,5648072,2014-08-25,"2014-09-23"
"Cell R18",633495,5648072,2014-09-23,"2014-10-23"
"Cell R18",633495,5648072,2014-09-23,"2014-09-23"
"Cell R18",633495,5648072,2014-10-23,"2014-11-05"
"Cell R19",643516,5648047,2014-06-26,"2014-08-02"
"Cell R19",643516,5648047,2014-08-02,"2014-08-29"
"Cell R19",643516,5648047,2014-08-29,"2014-09-26"
"Cell R19",643516,5648047,2014-09-26,"2014-10-28"
"Cell R20",650471,5650832,2014-06-27,"2014-07-28"
"Cell R20",650471,5650832,2014-07-28,"2014-08-27"
"Cell R20",650471,5650832,2014-08-27,"2014-09-25"
"Cell R20",650471,5650832,2014-09-25,"2014-10-28"
"Cell R21",658340,5645100,2014-05-16,"2014-06-20"
"Cell R21",658340,5645100,2014-06-20,"2014-07-18"
"Cell R21",658340,5645100,2014-07-18,"2014-08-25"
"Cell R21",658340,5645100,2014-08-25,"2014-09-20"
"Cell R21",658340,5645100,2014-09-20,"2014-11-09"
"Cell R22",660852,5646327,2014-05-14,"2014-06-20"
"Cell R22",660852,5646327,2014-06-20,"2014-07-18"
"Cell R22",660852,5646327,2014-07-18,"2014-08-24"
"Cell R22",660852,5646327,2014-08-24,"2014-09-20"
"Cell R22",660852,5646327,2014-09-20,"2014-11-09"
"Cell R24",614571,5639045,2013-10-24,"2014-03-01"
"Cell R24",614571,5639045,2014-09-11,"2014-09-24"
"Cell R24",614571,5639045,2014-09-24,"2014-10-10"
"Cell R25",622592,5638444,2012-08-12,"2012-09-17"
"Cell R25",622592,5638444,2014-07-03,"2014-08-12"
"Cell R25",622592,5638444,2014-08-12,"2014-09-12"
"Cell R25",622592,5638444,2014-09-12,"2014-11-05"
"Cell R25",622592,5638444,2012-07-07,"2012-08-04"
"Cell R26",627192,5643242,2012-08-11,"2012-09-27"
"Cell R26",627192,5643242,2014-05-23,"2014-06-23"
"Cell R26",627192,5643242,2014-06-23,"2014-07-18"
"Cell R26",627192,5643242,2014-07-18,"2014-08-19"
"Cell R26",627192,5643242,2014-08-19,"2014-09-17"
"Cell R26",627192,5643242,2014-09-17,"2014-10-18"
"Cell R26",627192,5643242,2014-10-18,"2014-11-03"
"Cell R26",627192,5643242,2012-09-27,"2012-12-04"
"Cell R26",627192,5643242,2012-12-04,"2013-01-09"
"Cell R27",631593,5639576,2014-06-06,"2014-07-11"
"Cell R27",631593,5639576,2014-07-11,"2014-08-19"
"Cell R27",631593,5639576,2014-08-19,"2014-09-17"
"Cell R27",631593,5639576,2014-09-17,"2014-10-18"
"Cell R27",631593,5639576,2014-11-03,"2014-11-17"
"Cell R28",644911,5641589,2014-06-26,"2014-08-02"
"Cell R28",644911,5641589,2014-08-02,"2014-08-29"
"Cell R28",644911,5641589,2014-08-29,"2014-09-18"
"Cell R28",644911,5641589,2014-09-26,"2014-10-07"
"Cell R29",648282,5638274,2014-05-22,"2014-06-06"
"Cell R29",648282,5638274,2014-06-26,"2014-07-02"
"Cell R29",648282,5638274,2014-08-29,"2014-09-26"
"Cell R29",648282,5638274,2014-09-26,"2014-10-28"
"Cell R29",648282,5638274,2014-09-26,"2014-09-26"
"Cell R30",657698,5639360,2014-06-25,"2014-07-18"
"Cell R30",657698,5639360,2014-07-18,"2014-08-25"
"Cell R30",657698,5639360,2014-08-25,"2014-09-21"
"Cell R30",657698,5639360,2014-09-21,"2014-11-06"
"Cell R31",661517,5641860,2014-06-25,"2014-07-18"
"Cell R31",661517,5641860,2014-07-18,"2014-08-24"
"Cell R31",661517,5641860,2014-08-24,"2014-09-21"
"Cell R31",661517,5641860,2014-09-21,"2014-11-09"
"Cell R35",613225,5634952,2012-01-01,"2012-01-14"
"Cell R35",613225,5634952,2012-08-10,"2012-09-14"
"Cell R35",613225,5634952,2012-03-13,"2012-03-14"
"Cell R35",613225,5634952,2012-09-14,"2012-09-16"
"Cell R35",613225,5634952,2011-12-16,"2011-12-28"
"Cell R35",613225,5634952,2012-02-16,"2012-03-10"
"Cell R35",613225,5634952,2012-01-16,"2012-01-24"
"Cell R35",613225,5634952,2012-06-16,"2012-07-10"
"Cell R35",613225,5634952,2012-11-16,"2012-12-14"
"Cell R35",613225,5634952,2012-04-17,"2012-05-12"
"Cell R35",613225,5634952,2012-03-17,"2012-03-18"
"Cell R35",613225,5634952,2012-07-19,"2012-07-23"
"Cell R35",613225,5634952,2014-05-22,"2014-06-17"
"Cell R35",613225,5634952,2014-06-17,"2014-07-14"
"Cell R35",613225,5634952,2014-07-14,"2014-08-13"
"Cell R35",613225,5634952,2014-08-13,"2014-09-13"
"Cell R35",613225,5634952,2014-09-13,"2014-10-14"
"Cell R35",613225,5634952,2014-10-14,"2014-11-05"
"Cell R35",613225,5634952,2012-03-21,"2012-03-27"
"Cell R36",616488,5632447,2012-10-11,"2012-11-12"
"Cell R36",616488,5632447,2012-11-12,"2012-12-14"
"Cell R36",616488,5632447,2012-09-12,"2012-10-11"
"Cell R36",616488,5632447,2014-05-22,"2014-06-17"
"Cell R36",616488,5632447,2014-06-17,"2014-07-14"
"Cell R36",616488,5632447,2014-07-14,"2014-08-13"
"Cell R36",616488,5632447,2014-08-13,"2014-09-13"
"Cell R36",616488,5632447,2014-09-13,"2014-10-14"
"Cell R36",616488,5632447,2014-10-14,"2014-11-05"
"Cell R36",616488,5632447,2012-07-06,"2012-07-12"
"Cell R36",616488,5632447,2012-08-09,"2012-09-12"
"Cell R37",629331,5632087,2012-08-14,"2012-09-17"
"Cell R37",629331,5632087,2012-11-14,"2013-01-07"
"Cell R37",629331,5632087,2012-10-16,"2012-11-14"
"Cell R37",629331,5632087,2012-09-17,"2012-10-16"
"Cell R37",629331,5632087,2014-05-06,"2014-06-06"
"Cell R37",629331,5632087,2014-06-06,"2014-07-08"
"Cell R37",629331,5632087,2014-07-08,"2014-08-07"
"Cell R37",629331,5632087,2014-08-07,"2014-09-11"
"Cell R37",629331,5632087,2014-09-11,"2014-10-09"
"Cell R37",629331,5632087,2014-10-09,"2014-11-05"
"Cell R38",634326,5632500,2014-06-22,"2014-07-19"
"Cell R38",634326,5632500,2014-07-19,"2014-08-27"
"Cell R38",634326,5632500,2014-08-27,"2014-10-31"
"Cell R39",649669,5632767,2014-05-22,"2014-06-12"
"Cell R39",649669,5632767,2014-06-26,"2014-06-30"
"Cell R39",649669,5632767,2014-08-29,"2014-09-26"
"Cell R39",649669,5632767,2014-09-26,"2014-10-28"
"Cell R40",653156,5630883,2012-06-02,"2012-06-17"
"Cell R40",653156,5630883,2012-05-02,"2012-05-11"
"Cell R40",653156,5630883,2014-07-05,"2014-07-15"
"Cell R40",653156,5630883,2014-08-07,"2014-09-07"
"Cell R40",653156,5630883,2014-09-07,"2014-10-08"
"Cell R40",653156,5630883,2014-10-07,"2014-11-08"
"Cell R40",653156,5630883,2012-09-21,"2012-10-30"
"Cell R40",653156,5630883,2012-02-24,"2012-03-25"
"Cell R40",653156,5630883,2012-03-28,"2012-04-27"
"Cell R40",653156,5630883,2012-01-31,"2012-02-10"
"Cell R40",653156,5630883,2012-08-07,"2012-09-05"
"Cell R40",653156,5630883,2011-12-07,"2011-12-10"
"Cell R40",653156,5630883,2012-07-08,"2012-07-09"
"Cell R46",615118,5625016,2014-07-03,"2014-08-01"
"Cell R46",615118,5625016,2014-08-01,"2014-09-02"
"Cell R46",615118,5625016,2014-09-02,"2014-10-03"
"Cell R46",615118,5625016,2014-10-03,"2014-11-03"
"Cell R47",621084,5626144,2012-01-29,"2012-02-14"
"Cell R47",621084,5626144,2012-08-10,"2012-09-14"
"Cell R47",621084,5626144,2012-10-11,"2012-11-12"
"Cell R47",621084,5626144,2012-11-12,"2013-01-03"
"Cell R47",621084,5626144,2012-09-14,"2012-10-11"
"Cell R47",621084,5626144,2012-02-24,"2012-03-19"
"Cell R47",621084,5626144,2014-04-17,"2014-05-20"
"Cell R47",621084,5626144,2014-05-20,"2014-06-17"
"Cell R47",621084,5626144,2014-06-17,"2014-07-14"
"Cell R47",621084,5626144,2014-07-14,"2014-08-13"
"Cell R47",621084,5626144,2014-08-13,"2014-09-13"
"Cell R47",621084,5626144,2014-09-13,"2014-09-24"
"Cell R47",621084,5626144,2014-09-24,"2014-10-14"
"Cell R47",621084,5626144,2014-10-14,"2014-11-05"
"Cell R47",621084,5626144,2012-03-26,"2012-04-14"
"Cell R47",621084,5626144,2012-04-27,"2012-06-04"
"Cell R47",621084,5626144,2012-06-23,"2012-07-16"
"Cell R47",621084,5626144,2012-07-21,"2012-08-07"
"Cell R48",629293,5627585,2012-01-28,"2012-02-19"
"Cell R48",629293,5627585,2011-12-22,"2012-01-17"
"Cell R48",629293,5627585,2012-08-13,"2012-09-18"
"Cell R48",629293,5627585,2012-09-18,"2012-10-19"
"Cell R48",629293,5627585,2012-11-19,"2012-12-21"
"Cell R48",629293,5627585,2012-10-19,"2012-11-19"
"Cell R48",629293,5627585,2012-04-21,"2012-04-24"
"Cell R48",629293,5627585,2012-04-21,"2012-04-21"
"Cell R48",629293,5627585,2012-04-21,"2012-06-12"
"Cell R48",629293,5627585,2012-04-21,"2012-05-15"
"Cell R48",629293,5627585,2012-04-21,"2012-04-27"
"Cell R48",629293,5627585,2012-04-21,"2012-04-25"
"Cell R48",629293,5627585,2012-04-21,"2012-05-12"
"Cell R48",629293,5627585,2014-05-01,"2014-06-16"
"Cell R48",629293,5627585,2014-06-16,"2014-06-20"
"Cell R48",629293,5627585,2014-06-20,"2014-07-17"
"Cell R48",629293,5627585,2014-07-17,"2014-08-18"
"Cell R48",629293,5627585,2014-08-18,"2014-09-18"
"Cell R48",629293,5627585,2014-09-18,"2014-10-02"
"Cell R48",629293,5627585,2014-10-16,"2014-11-07"
"Cell R48",629293,5627585,2012-04-21,"2012-05-24"
"Cell R48",629293,5627585,2012-02-23,"2012-03-09"
"Cell R48",629293,5627585,2012-03-23,"2012-04-02"
"Cell R48",629293,5627585,2012-04-21,"2012-04-21"
"Cell R48",629293,5627585,2012-04-21,"2012-04-24"
"Cell R48",629293,5627585,2012-04-21,"2012-04-25"
"Cell R48",629293,5627585,2012-04-21,"2012-04-27"
"Cell R48",629293,5627585,2012-04-21,"2012-05-12"
"Cell R48",629293,5627585,2012-04-21,"2012-05-15"
"Cell R48",629293,5627585,2012-06-15,"2012-07-08"
"Cell R48",629293,5627585,2012-07-20,"2012-07-21"
"Cell R49",631017,5624696,2012-08-10,"2012-09-19"
"Cell R49",631017,5624696,2012-11-19,"2012-12-21"
"Cell R49",631017,5624696,2012-10-19,"2012-11-19"
"Cell R49",631017,5624696,2014-06-14,"2014-06-20"
"Cell R49",631017,5624696,2014-06-20,"2014-07-17"
"Cell R49",631017,5624696,2014-07-17,"2014-08-16"
"Cell R49",631017,5624696,2014-08-18,"2014-09-19"
"Cell R49",631017,5624696,2014-09-19,"2014-10-17"
"Cell R49",631017,5624696,2014-09-19,"2014-10-11"
"Cell R49",631017,5624696,2014-10-17,"2014-11-07"
"Cell R49",631017,5624696,2014-10-17,"2014-10-17"
"Cell R5",611260,5652780,2014-06-04,"2014-07-04"
"Cell R5",611260,5652780,2014-07-04,"2014-08-05"
"Cell R5",611260,5652780,2014-08-05,"2014-09-11"
"Cell R5",611260,5652780,2014-09-11,"2014-10-09"
"Cell R5",611260,5652780,2014-10-10,"2014-11-04"
"Cell R50",641582,5625183,2012-01-21,"2012-03-04"
"Cell R50",641582,5625183,2011-12-17,"2011-12-21"
"Cell R50",641582,5625183,2011-12-17,"2012-01-02"
"Cell R50",641582,5625183,2011-12-28,"2011-12-28"
"Cell R50",641582,5625183,2011-12-28,"2012-01-09"
"Cell R50",641582,5625183,2014-06-22,"2014-07-30"
"Cell R50",641582,5625183,2014-07-30,"2014-08-28"
"Cell R50",641582,5625183,2014-08-28,"2014-09-29"
"Cell R50",641582,5625183,2014-09-29,"2014-10-31"
"Cell R50",641582,5625183,2012-09-24,"2012-12-11"
"Cell R50",641582,5625183,2012-08-28,"2012-09-24"
"Cell R50",641582,5625183,2012-04-21,"2012-05-28"
"Cell R50",641582,5625183,2012-06-16,"2012-07-06"
"Cell R51",651164,5628746,2012-01-30,"2012-02-02"
"Cell R51",651164,5628746,2011-12-16,"2012-01-04"
"Cell R51",651164,5628746,2012-04-19,"2012-04-29"
"Cell R51",651164,5628746,2012-04-19,"2012-05-23"
"Cell R51",651164,5628746,2014-06-26,"2014-06-26"
"Cell R51",651164,5628746,2014-08-06,"2014-08-29"
"Cell R51",651164,5628746,2014-08-29,"2014-09-26"
"Cell R51",651164,5628746,2014-09-26,"2014-10-28"
"Cell R51",651164,5628746,2012-09-24,"2012-12-11"
"Cell R51",651164,5628746,2012-04-19,"2012-05-02"
"Cell R51",651164,5628746,2012-08-09,"2012-09-24"
"Cell R51",651164,5628746,2012-07-09,"2012-07-09"
"Cell R52",658477,5628469,2014-06-22,"2014-07-31"
"Cell R52",658477,5628469,2014-07-31,"2014-08-29"
"Cell R52",658477,5628469,2014-08-29,"2014-09-29"
"Cell R52",658477,5628469,2014-09-29,"2014-10-31"
"Cell R53",661759,5626510,2014-06-22,"2014-07-31"
"Cell R53",661759,5626510,2014-07-31,"2014-08-29"
"Cell R53",661759,5626510,2014-08-29,"2014-09-29"
"Cell R53",661759,5626510,2014-09-29,"2014-10-31"
"Cell R54",672637,5625157,2014-05-14,"2014-06-27"
"Cell R54",672637,5625157,2014-06-27,"2014-07-28"
"Cell R54",672637,5625157,2014-07-28,"2014-08-27"
"Cell R54",672637,5625157,2014-08-27,"2014-09-25"
"Cell R54",672637,5625157,2014-09-25,"2014-11-07"
"Cell R58",622215,5615824,2014-06-22,"2014-07-24"
"Cell R58",622215,5615824,2014-07-24,"2014-08-27"
"Cell R58",622215,5615824,2014-08-27,"2014-09-28"
"Cell R58",622215,5615824,2014-09-28,"2014-10-30"
"Cell R59",627339,5618599,2012-10-11,"2012-11-12"
"Cell R59",627339,5618599,2012-11-12,"2012-12-13"
"Cell R59",627339,5618599,2012-09-14,"2012-10-11"
"Cell R59",627339,5618599,2014-05-20,"2014-06-17"
"Cell R59",627339,5618599,2014-06-17,"2014-07-14"
"Cell R59",627339,5618599,2014-07-14,"2014-08-13"
"Cell R59",627339,5618599,2014-08-13,"2014-09-13"
"Cell R59",627339,5618599,2014-09-13,"2014-10-14"
"Cell R59",627339,5618599,2014-10-14,"2014-11-05"
"Cell R59",627339,5618599,2012-07-06,"2012-08-06"
"Cell R59",627339,5618599,2012-08-09,"2012-09-14"
"Cell R6",623433,5653224,2011-12-17,"2011-12-21"
"Cell R6",623433,5653224,2012-02-16,"2012-03-10"
"Cell R6",623433,5653224,2012-04-17,"2012-05-10"
"Cell R6",623433,5653224,2012-03-17,"2012-04-02"
"Cell R6",623433,5653224,2011-12-17,"2012-01-20"
"Cell R6",623433,5653224,2011-12-17,"2011-12-17"
"Cell R6",623433,5653224,2014-05-30,"2014-06-26"
"Cell R6",623433,5653224,2014-06-26,"2014-07-24"
"Cell R6",623433,5653224,2014-07-24,"2014-08-25"
"Cell R6",623433,5653224,2014-08-25,"2014-09-23"
"Cell R6",623433,5653224,2014-09-23,"2014-10-23"
"Cell R6",623433,5653224,2014-10-23,"2014-11-05"
"Cell R6",623433,5653224,2012-01-21,"2012-02-13"
"Cell R6",623433,5653224,2012-05-26,"2012-06-18"
"Cell R6",623433,5653224,2012-06-28,"2012-07-16"
"Cell R6",623433,5653224,2012-12-03,"2013-01-11"
"Cell R6",623433,5653224,2012-10-04,"2012-11-05"
"Cell R6",623433,5653224,2012-11-05,"2012-12-03"
"Cell R6",623433,5653224,2012-09-07,"2012-09-10"
"Cell R60",630894,5617054,2012-08-10,"2012-08-10"
"Cell R60",630894,5617054,2012-06-13,"2012-06-20"
"Cell R60",630894,5617054,2012-11-14,"2012-12-27"
"Cell R60",630894,5617054,2011-12-15,"2011-12-23"
"Cell R60",630894,5617054,2012-03-15,"2012-04-09"
"Cell R60",630894,5617054,2012-02-16,"2012-02-24"
"Cell R60",630894,5617054,2012-10-16,"2012-11-14"
"Cell R60",630894,5617054,2012-01-17,"2012-02-01"
"Cell R60",630894,5617054,2012-09-18,"2012-10-16"
"Cell R60",630894,5617054,2012-07-19,"2012-08-09"
"Cell R60",630894,5617054,2012-02-02,"2012-02-02"
"Cell R60",630894,5617054,2012-04-20,"2012-06-10"
"Cell R60",630894,5617054,2014-05-20,"2014-06-17"
"Cell R60",630894,5617054,2014-06-17,"2014-07-14"
"Cell R60",630894,5617054,2014-07-14,"2014-08-13"
"Cell R60",630894,5617054,2014-08-13,"2014-09-13"
"Cell R61",642725,5618034,2014-06-21,"2014-07-23"
"Cell R61",642725,5618034,2014-07-23,"2014-09-02"
"Cell R61",642725,5618034,2014-09-02,"2014-09-29"
"Cell R61",642725,5618034,2014-09-29,"2014-10-31"
"Cell R62",650689,5619864,2012-07-10,"2012-08-07"
"Cell R62",650689,5619864,2012-04-18,"2012-06-06"
"Cell R62",650689,5619864,2013-06-22,"2014-07-31"
"Cell R62",650689,5619864,2013-07-31,"2014-08-29"
"Cell R62",650689,5619864,2013-08-29,"2014-09-29"
"Cell R62",650689,5619864,2013-09-29,"2014-10-31"
"Cell R62",650689,5619864,2011-12-22,"2011-12-30"
"Cell R62",650689,5619864,2012-09-24,"2012-12-11"
"Cell R62",650689,5619864,2012-03-07,"2012-04-12"
"Cell R62",650689,5619864,2012-02-08,"2012-02-13"
"Cell R62",650689,5619864,2012-08-09,"2012-09-24"
"Cell R62",650689,5619864,2012-06-09,"2012-07-04"
"Cell R63",654327,5621979,2014-06-22,"2014-07-31"
"Cell R63",654327,5621979,2014-07-31,"2014-08-29"
"Cell R63",654327,5621979,2014-08-29,"2014-09-29"
"Cell R63",654327,5621979,2014-09-29,"2014-10-31"
"Cell R64",664552,5618921,2014-05-24,"2014-06-27"
"Cell R64",664552,5618921,2014-07-27,"2014-07-29"
"Cell R64",664552,5618921,2014-07-29,"2014-08-29"
"Cell R64",664552,5618921,2014-08-29,"2014-10-02"
"Cell R64",664552,5618921,2014-10-02,"2014-10-30"
"Cell R65",667936,5620636,2014-05-14,"2014-06-27"
"Cell R65",667936,5620636,2014-06-27,"2014-07-28"
"Cell R65",667936,5620636,2014-07-28,"2014-08-27"
"Cell R65",667936,5620636,2014-08-27,"2014-09-25"
"Cell R65",667936,5620636,2014-09-25,"2014-11-07"
"Cell R66",674585,5620624,2014-07-05,"2014-08-07"
"Cell R66",674585,5620624,2014-08-07,"2014-09-06"
"Cell R66",674585,5620624,2014-09-06,"2014-10-05"
"Cell R66",674585,5620624,2014-10-05,"2014-11-08"
"Cell R69",621643,5609881,2014-07-09,"2014-08-08"
"Cell R69",621643,5609881,2014-08-08,"2014-09-06"
"Cell R69",621643,5609881,2014-09-06,"2014-10-06"
"Cell R7",630891,5658091,2014-05-30,"2014-06-26"
"Cell R7",630891,5658091,2014-06-26,"2014-07-24"
"Cell R7",630891,5658091,2014-07-24,"2014-08-25"
"Cell R7",630891,5658091,2014-08-25,"2014-09-18"
"Cell R7",630891,5658091,2014-08-25,"2014-09-23"
"Cell R7",630891,5658091,2014-09-23,"2014-09-23"
"Cell R7",630891,5658091,2014-09-23,"2014-10-23"
"Cell R7",630891,5658091,2014-10-23,"2014-11-05"
"Cell R70",627996,5611711,2012-08-11,"2012-10-08"
"Cell R70",627996,5611711,2013-11-28,"2014-06-24"
"Cell R70",627996,5611711,2014-06-24,"2014-07-23"
"Cell R70",627996,5611711,2014-08-23,"2014-09-23"
"Cell R70",627996,5611711,2014-09-23,"2014-10-27"
"Cell R70",627996,5611711,2012-07-08,"2012-07-22"
"Cell R70",627996,5611711,2012-10-08,"2012-11-09"
"Cell R71",636559,5612447,2012-08-11,"2012-09-17"
"Cell R71",636559,5612447,2012-10-16,"2012-11-19"
"Cell R71",636559,5612447,2012-09-17,"2012-10-16"
"Cell R71",636559,5612447,2014-06-16,"2014-06-20"
"Cell R71",636559,5612447,2014-06-20,"2014-07-17"
"Cell R71",636559,5612447,2014-07-17,"2014-08-18"
"Cell R71",636559,5612447,2014-08-18,"2014-09-18"
"Cell R71",636559,5612447,2014-09-18,"2014-10-16"
"Cell R71",636559,5612447,2014-10-16,"2014-11-07"
"Cell R71",636559,5612447,2012-07-05,"2012-08-11"
"Cell R72",641413,5612064,2014-06-18,"2014-07-08"
"Cell R72",641413,5612064,2014-07-08,"2014-08-07"
"Cell R72",641413,5612064,2014-08-07,"2014-09-11"
"Cell R72",641413,5612064,2014-09-11,"2014-10-09"
"Cell R72",641413,5612064,2014-10-09,"2014-11-05"
"Cell R73",644652,5614314,2014-06-22,"2014-07-23"
"Cell R73",644652,5614314,2014-07-23,"2014-08-29"
"Cell R73",644652,5614314,2014-09-28,"2014-10-30"
"Cell R74",657962,5614856,2014-06-22,"2014-07-26"
"Cell R74",657962,5614856,2014-07-26,"2014-08-25"
"Cell R74",657962,5614856,2014-08-25,"2014-09-26"
"Cell R74",657962,5614856,2014-09-26,"2014-10-31"
"Cell R75",664403,5614617,2012-01-27,"2012-02-07"
"Cell R75",664403,5614617,2012-05-11,"2012-06-02"
"Cell R75",664403,5614617,2012-08-15,"2012-09-25"
"Cell R75",664403,5614617,2011-12-19,"2012-01-04"
"Cell R75",664403,5614617,2013-11-29,"2014-05-24"
"Cell R75",664403,5614617,2014-06-27,"2014-07-29"
"Cell R75",664403,5614617,2014-07-29,"2014-08-29"
"Cell R75",664403,5614617,2014-08-29,"2014-10-02"
"Cell R75",664403,5614617,2014-10-02,"2014-10-30"
"Cell R75",664403,5614617,2012-09-25,"2012-12-13"
"Cell R75",664403,5614617,2012-07-06,"2012-07-19"
"Cell R75",664403,5614617,2012-06-06,"2012-07-02"
"Cell R76",671974,5614819,2014-05-16,"2014-06-27"
"Cell R76",671974,5614819,2014-06-27,"2014-07-29"
"Cell R76",671974,5614819,2014-07-29,"2014-08-02"
"Cell R76",671974,5614819,2014-08-29,"2014-09-28"
"Cell R76",671974,5614819,2014-09-28,"2014-11-01"
"Cell R77",677140,5612281,2012-10-01,"2012-10-14"
"Cell R77",677140,5612281,2012-02-10,"2012-04-07"
"Cell R77",677140,5612281,2012-05-10,"2012-06-06"
"Cell R77",677140,5612281,2012-08-15,"2012-09-24"
"Cell R77",677140,5612281,2014-05-16,"2014-06-27"
"Cell R77",677140,5612281,2014-06-27,"2014-07-29"
"Cell R77",677140,5612281,2014-07-29,"2014-08-29"
"Cell R77",677140,5612281,2014-08-29,"2014-09-28"
