CAMERA,RADIUS,NCELLS,AREA,MIN,MAX,RANGE,MEAN,STD
Cell R31,1000,56,3006353.84,5511,8486,2975,7966.339286,553.2348467
Cell R35,1000,58,3113723.62,6911,8409,1498,7953.103448,350.9062499
Cell R36,1000,59,3167408.51,6555,8704,2149,8164.118644,348.6294271
Cell R37,1000,60,3221093.4,3623,7721,4098,6636.466667,905.8557734
Cell R38,1000,57,3060038.73,7209,8085,876,7636.368421,234.346769
Cell R39,1000,60,3221093.4,4433,8525,4092,7483.95,904.2440567
Cell R40,1000,58,3113723.62,3295,8808,5513,6645.913793,1482.062499
Cell R46,1000,56,3006353.84,800,9056,8256,4484,2283.069699
Cell R47,1000,56,3006353.84,2935,8243,5308,7371.017857,1027.837735
Cell R48,1000,57,3060038.73,6013,8899,2886,7257.964912,564.9578455
Cell R49,1000,60,3221093.4,6523,8345,1822,7528.766667,375.3965622
Cell R5,1000,60,3221093.4,-1970,7792,9762,6347.766667,1820.94711
Cell R50,1000,60,3221093.4,1929,8123,6194,6717.233333,1640.974023
Cell R51,1000,58,3113723.62,4876,7962,3086,7015.706897,817.6166585
Cell R52,1000,59,3167408.51,6725,8186,1461,7479.355932,331.2955444
Cell R53,1000,58,3113723.62,5473,8035,2562,7562.051724,375.8480719
Cell R54,1000,57,3060038.73,7141,8626,1485,8085.964912,410.8957252
Cell R58,1000,59,3167408.51,5491,9901,4410,7910.067797,1350.92173
Cell R59,1000,60,3221093.4,6695,8423,1728,7647.533333,358.5431386
Cell R6,1000,60,3221093.4,7691,8057,366,7899.183333,83.6178792
Cell R60,1000,58,3113723.62,5065,8181,3116,7094.793103,696.8561609
Cell R61,1000,61,3274778.29,1722,9879,8157,6699.803279,1960.117911
Cell R62,1000,60,3221093.4,2143,8266,6123,6196.166667,1478.580785
Cell R63,1000,58,3113723.62,6994,8104,1110,7546.482759,270.1142314
Cell R64,1000,58,3113723.62,7416,7962,546,7703.034483,143.9726944
Cell R65,1000,62,3328463.18,7166,8239,1073,7880.951613,219.6809584
Cell R66,1000,57,3060038.73,7754,8798,1044,8341.77193,268.2321603
Cell R69,1000,58,3113723.62,1342,9332,7990,5887.913793,2110.303796
Cell R7,1000,60,3221093.4,5920,8337,2417,7264.75,715.3845731
Cell R70,1000,58,3113723.62,4561,7781,3220,7101.827586,716.9178315
Cell R71,1000,59,3167408.51,4104,7886,3782,7149.542373,749.8275129
Cell R72,1000,58,3113723.62,1651,9046,7395,5394.362069,2297.042834
Cell R73,1000,56,3006353.84,6892,8269,1377,7840.892857,344.4107638
Cell R74,1000,59,3167408.51,5195,7738,2543,7110.033898,643.928277
Cell R75,1000,60,3221093.4,7079,8201,1122,7823.75,182.7461468
Cell R76,1000,56,3006353.84,6807,8790,1983,8253.892857,440.7548994
Cell R77,1000,56,3006353.84,7736,8680,944,8243.375,219.2278302
Cell R8,1000,58,3113723.62,382,8612,8230,7491.413793,1381.063846
Cell R80,1000,61,3274778.29,-359,9795,10154,6615.327869,1740.549308
Cell R81,1000,60,3221093.4,7528,8149,621,7802.316667,169.3691719
Cell R82,1000,56,3006353.84,1480,8058,6578,6070.696429,1884.805711
Cell R83,1000,58,3113723.62,3849,8490,4641,7430.051724,1069.40324
Cell R84,1000,59,3167408.51,1845,8687,6842,6003.033898,1813.197522
Cell R85,1000,57,3060038.73,5687,8179,2492,7288.122807,425.9299452
Cell R86,1000,59,3167408.51,6961,8004,1043,7593.372881,260.7422195
Cell R87,1000,59,3167408.51,7244,8113,869,7726.474576,205.4686545
Cell R9,1000,60,3221093.4,5341,8436,3095,7403.716667,582.7171438
Cell R90,1000,58,3113723.62,6946,8064,1118,7601.396552,272.7214658
Cell R91,1000,59,3167408.51,6882,8387,1505,7846.169492,379.6518098
Cell R92,1000,58,3113723.62,1345,8690,7345,5605.017241,2423.163503
Cell R93,1000,61,3274778.29,6538,7915,1377,7386.508197,315.5614628
Cell R97,1000,57,3060038.73,7369,8847,1478,8103.22807,317.521709
Cell R98,1000,58,3113723.62,7003,8200,1197,7726.051724,327.0279131
Cell R99,1000,58,3113723.62,7015,8273,1258,7630.551724,302.0971625
Cell S102,1000,60,3221093.4,7060,8560,1500,7809.533333,357.3647747
Cell S108,1000,58,3113723.62,7339,8792,1453,8055.568966,378.730325
Cell S13,1000,58,3113723.62,7295,8764,1469,8024.724138,325.7237984
Cell S14,1000,58,3113723.62,6501,8611,2110,8168.068966,318.9689674
Cell S2,1000,59,3167408.51,7171,8466,1295,7939.915254,355.553247
Cell S23,1000,58,3113723.62,8029,8753,724,8527.741379,157.8260239
Cell S32,1000,58,3113723.62,7734,8473,739,8202.689655,212.2551496
Cell S33,1000,58,3113723.62,6913,8556,1643,7781.603448,332.1947362
Cell S34,1000,60,3221093.4,7734,8658,924,8239.1,194.1409024
Cell S41,1000,58,3113723.62,7064,8404,1340,7847.275862,328.8664331
Cell S42,1000,60,3221093.4,7993,8761,768,8443.616667,137.2484477
Cell S44,1000,58,3113723.62,7453,8639,1186,8036.672414,266.8897091
Cell S56,1000,59,3167408.51,6406,8385,1979,7725.305085,495.1108506
Cell S67,1000,59,3167408.51,7174,8588,1414,8176.423729,337.4294755
Cell S78,1000,58,3113723.62,7073,8651,1578,8333.275862,349.465345
Cell S88,1000,59,3167408.51,6399,8541,2142,7855.525424,598.3956051
Cell S94,1000,58,3113723.62,7606,8522,916,8125.603448,201.7500109
Cell S95,1000,59,3167408.51,6731,8378,1647,7672.423729,459.4851283
W287,1000,58,3113723.62,2308,7573,5265,5281.344828,1342.905658
W295,1000,59,3167408.51,4009,7963,3954,6756.491525,1239.971697
W338,1000,60,3221093.4,2271,8139,5868,6524.15,1571.451429
W342,1000,60,3221093.4,3010,7842,4832,6448.833333,983.5304633
W345,1000,58,3113723.62,6992,7864,872,7485.603448,197.7178362
W387,1000,60,3221093.4,3016,8038,5022,7059.966667,910.7733521
W393,1000,59,3167408.51,6313,8170,1857,7343.423729,477.797319
W440,1000,56,3006353.84,3019,8295,5276,6574.339286,1202.399525
W441,1000,58,3113723.62,7133,8537,1404,7654.758621,226.915168
W445,1000,60,3221093.4,5842,7678,1836,7086.033333,484.7053389
W500,1000,58,3113723.62,4853,8412,3559,7578.672414,771.394201
1,1250,94,5046379.66,6552,8093,1541,7840.585106,221.2471137
2,1250,94,5046379.66,2843,8174,5331,6717.425532,1336.62992
3,1250,93,4992694.77,6890,8004,1114,7587.301075,225.5017719
4,1250,90,4831640.1,5855,7877,2022,7302.511111,377.7674842
5,1250,91,4885324.99,6081,8738,2657,7894.604396,451.1089603
6,1250,93,4992694.77,5797,8372,2575,7729.043011,518.8140926
7,1250,94,5046379.66,5167,8348,3181,7256.797872,578.6339853
8,1250,91,4885324.99,3917,7646,3729,6351.274725,1057.207768
9,1250,90,4831640.1,6954,8283,1329,7774.488889,302.3665268
10,1250,93,4992694.77,2561,8673,6112,7137.258065,1375.449509
11,1250,88,4724270.32,6013,9034,3021,7434.534091,642.6175511
12,1250,88,4724270.32,1751,8123,6372,6457.193182,1815.007951
13,1250,90,4831640.1,4438,8219,3781,7164.355556,821.1649085
14,1250,92,4939009.88,6896,8634,1738,7970.815217,537.5201499
16,1250,90,4831640.1,453,9332,8879,5505.833333,2370.852609
17,1250,93,4992694.77,5065,8181,3116,7163.827957,737.913866
18,1250,93,4992694.77,1715,9982,8267,6775.032258,2195.284999
19,1250,92,4939009.88,1164,8266,7102,5764.826087,1694.202336
20,1250,90,4831640.1,7013,8201,1188,7785.8,213.2195113
21,1250,93,4992694.77,7402,8680,1278,8186.645161,264.8458933
22,1250,93,4992694.77,-1724,9195,10919,5493.731183,3351.751913
23,1250,94,5046379.66,1441,8824,7383,5854.351064,2193.533318
24,1250,90,4831640.1,6882,8387,1505,7879.111111,337.6371637
25,1250,94,5046379.66,6424,7915,1491,7333.393617,318.4721244
26,1250,93,4992694.77,7244,8245,1001,7756.623656,210.3600556
27,1250,92,4939009.88,7003,8200,1197,7741.836957,300.5456009
28,1250,92,4939009.88,6224,8101,1877,7360.597826,506.7999575
29,1250,91,4885324.99,6475,8214,1739,7804.912088,268.0658296
31,1250,93,4992694.77,7259,8058,799,7676.451613,179.1290468
32,1250,94,5046379.66,6083,7890,1807,7334.957447,399.9440098
33,1250,91,4885324.99,6767,7894,1127,7382,228.341079
34,1250,94,5046379.66,5586,7896,2310,7048.893617,393.7974819
10A,1250,90,4831640.1,1913,8243,6330,7073.622222,1520.30303
10NE,1250,90,4831640.1,6547,8426,1879,7794.944444,392.4506016
10NW,1250,93,4992694.77,6555,8727,2172,8111.827957,410.4723118
10SW,1250,88,4724270.32,1862,8920,7058,6750.477273,1736.989225
11NE,1250,93,4992694.77,2154,7869,5715,6611.11828,1029.969953
11NW,1250,90,4831640.1,5448,8976,3528,7663.5,591.1944454
11SE,1250,94,5046379.66,5681,8345,2664,7454.148936,476.2875039
17NW,1250,93,4992694.77,4739,8545,3806,7691.591398,513.3004159
17SE,1250,93,4992694.77,2238,8077,5839,7044.870968,1187.651665
17SW,1250,88,4724270.32,3246,7834,4588,7118.215909,759.710807
22S,1250,93,4992694.77,-1724,9795,11519,5482.83871,2936.768253
23S,1250,88,4724270.32,1090,6463,5373,2825.375,1113.572448
24S,1250,92,4939009.88,6882,8387,1505,7867.73913,341.5484201
27A,1250,90,4831640.1,1984,8980,6996,7196.611111,1539.359663
2A,1250,93,4992694.77,4134,8837,4703,7212.655914,1033.616269
5NE,1250,94,5046379.66,-1842,8301,10143,6414.297872,2430.781565
5NW,1250,94,5046379.66,-937,9827,10764,5658.244681,2020.448
5SE,1250,90,4831640.1,925,8692,7767,4901.422222,2431.41406
6NE,1250,93,4992694.77,6165,8201,2036,7609.634409,500.1579274
6NW,1250,94,5046379.66,3258,8368,5110,7545.468085,845.4869137
6SW,1250,92,4939009.88,3560,8463,4903,7279.108696,881.2339972
Cell 1 2011/12,1250,94,5046379.66,6552,8093,1541,7840.585106,221.2471137
Cell 1 SW 2013,1250,90,4831640.1,-1839,8429,10268,6674.022222,1436.665854
Cell 10 2011/12,1250,93,4992694.77,2561,8673,6112,7137.258065,1375.449509
Cell 10 NE 2011/12,1250,90,4831640.1,6547,8426,1879,7794.944444,392.4506016
Cell 10 NW 2011/12,1250,93,4992694.77,6555,8727,2172,8111.827957,410.4723118
Cell 10 SE 2013,1250,94,5046379.66,3258,8368,5110,7545.468085,845.4869137
Cell 10 SW 2011/12,1250,88,4724270.32,1862,8920,7058,6750.477273,1736.989225
Cell 10-A 2011/12,1250,90,4831640.1,1913,8243,6330,7073.622222,1520.30303
Cell 11 NE 2011/12,1250,93,4992694.77,2154,7869,5715,6611.11828,1029.969953
Cell 11 NW 2013,1250,91,4885324.99,3350,8220,4870,7232.989011,899.5421729
Cell 11 SW 2013,1250,90,4831640.1,5576,8400,2824,7353.6,686.6679094
Cell 12 2013,1250,93,4992694.77,5167,8348,3181,7257.795699,580.8593848
Cell 13 2013,1250,90,4831640.1,3649,7805,4156,6239.866667,1181.486439
Cell 14 2013,1250,91,4885324.99,7328,8683,1355,8125.406593,219.4661344
Cell 15 2013,1250,94,5046379.66,6803,8166,1363,7642,282.6864664
Cell 15-A 2013,1250,91,4885324.99,6913,8556,1643,7733.21978,351.0235208
Cell 16 2013,1250,92,4939009.88,6820,8737,1917,8048.369565,374.8544563
Cell 17 NW 2011/12,1250,93,4992694.77,4739,8545,3806,7691.591398,513.3004159
Cell 17 NW 2013,1250,93,4992694.77,-1846,7929,9775,5190.88172,2825.973753
Cell 17 SE 2013,1250,92,4939009.88,6555,8727,2172,8123.467391,397.1392662
Cell 17 SW 2013,1250,91,4885324.99,6081,8738,2657,7919.978022,438.6040287
Cell 18 2011/12,1250,93,4992694.77,1715,9982,8267,6775.032258,2195.284999
Cell 18 NE 2013,1250,91,4885324.99,3560,8463,4903,7173.549451,995.1559629
Cell 18 NW 2013,1250,94,5046379.66,925,8692,7767,4676.287234,2488.394405
Cell 18 SE 2013,1250,93,4992694.77,2154,7869,5715,6611.11828,1029.969953
Cell 18 SSE 2013,1250,94,5046379.66,6662,8976,2314,7621.223404,558.5631101
Cell 19 NW 2013,1250,93,4992694.77,6346,8201,1855,7776.16129,427.4711156
Cell 2 2011/12,1250,94,5046379.66,2843,8174,5331,6717.425532,1336.62992
Cell 2 NE 2013,1250,93,4992694.77,3627,8383,4756,7011.860215,1048.026785
Cell 2 SW 2013,1250,94,5046379.66,6552,8093,1541,7840.585106,221.2471137
Cell 20 2013,1250,90,4831640.1,6541,9715,3174,7560.744444,571.6524111
Cell 21 2013,1250,89,4777955.21,3295,8808,5513,6712.719101,1433.549143
Cell 22 2013,1250,92,4939009.88,6954,8104,1150,7645.184783,316.0563354
Cell 23 2013,1250,94,5046379.66,7993,8761,768,8429.829787,139.6138015
Cell 24 2013,1250,94,5046379.66,7598,8658,1060,8188.882979,233.1421745
Cell 25 NE 2013,1250,93,4992694.77,2561,8673,6112,7137.258065,1375.449509
Cell 25 SE 2013,1250,88,4724270.32,1862,8920,7058,6750.477273,1736.989225
Cell 26 NE 2013,1250,88,4724270.32,6013,9034,3021,7434.534091,642.6175511
Cell 26 NNW 2013,1250,90,4831640.1,6547,8426,1879,7794.944444,392.4506016
Cell 26 NW 2013,1250,90,4831640.1,1913,8243,6330,7073.622222,1520.30303
Cell 27 NW 2013,1250,94,5046379.66,5681,8345,2664,7454.148936,476.2875039
Cell 28 2013,1250,88,4724270.32,1751,8123,6372,6457.193182,1815.007951
Cell 29 2013,1250,90,4831640.1,4438,8219,3781,7164.355556,821.1649085
Cell 3 NE 2013,1250,92,4939009.88,382,8406,8024,7229.402174,1225.046415
Cell 3 NW 2013,1250,93,4992694.77,5438,8337,2899,7230.064516,700.8384657
Cell 30 2013,1250,93,4992694.77,7166,8406,1240,7890.236559,233.6272372
Cell 31 2013,1250,91,4885324.99,7141,8626,1485,8133.307692,386.1873853
Cell 32 2013,1250,92,4939009.88,7174,8771,1597,8200.858696,342.0911264
Cell 33 NE 2013,1250,93,4992694.77,4739,8545,3806,7691.591398,513.3004159
Cell 33 SE 2013,1250,88,4724270.32,3246,7834,4588,7118.215909,759.710807
Cell 33 SW 2013,1250,90,4831640.1,453,9332,8879,5231.3,2474.600333
Cell 34 N 2013,1250,90,4831640.1,6208,8038,1830,7413.511111,342.1841689
Cell 34 NW 2013,1250,93,4992694.77,5065,8181,3116,7163.827957,737.913866
Cell 34 SE 2013,1250,93,4992694.77,2238,8077,5839,7044.870968,1187.651665
Cell 35 2013,1250,93,4992694.77,1722,9879,8157,6681.290323,2154.292133
Cell 37 2013,1250,93,4992694.77,7079,8201,1122,7794.645161,195.5592282
Cell 38 2013,1250,90,4831640.1,7402,8680,1278,8215.933333,246.7030063
Cell 39 2013,1250,90,4831640.1,6953,8653,1700,8324.222222,340.8217122
Cell 4 2013,1250,92,4939009.88,6689,8050,1361,7523.25,361.9261162
Cell 40 NE 2013,1250,94,5046379.66,-359,9795,10154,6139.882979,2157.353752
Cell 41 N 2013,1250,90,4831640.1,1954,8692,6738,7405.266667,891.6829382
Cell 41 NW 2013,1250,94,5046379.66,-1538,8839,10377,5923.744681,2594.675046
Cell 42 NW 2013,1250,90,4831640.1,961,8334,7373,5603.255556,2321.987437
Cell 43 2013,1250,88,4724270.32,5687,8522,2835,7258.727273,495.5203814
Cell 44 2013,1250,90,4831640.1,6859,8369,1510,7761.388889,365.3960924
Cell 45 2013,1250,92,4939009.88,7244,8245,1001,7757.923913,211.1281928
Cell 47 2013,1250,90,4831640.1,6878,8064,1186,7580.144444,284.0818177
Cell 48 2013,1250,92,4939009.88,6882,8387,1505,7867.73913,341.5484201
Cell 49 2013,1250,94,5046379.66,6424,7915,1491,7333.393617,318.4721244
Cell 5 2011/12 Summer,1250,92,4939009.88,6081,8738,2657,7921.195652,436.3684183
Cell 5 2013,1250,93,4992694.77,5910,8540,2630,7897.322581,593.4502028
Cell 50 2013,1250,92,4939009.88,6475,8214,1739,7799.891304,270.872963
Cell 51 2013,1250,88,4724270.32,6731,8452,1721,7697.113636,476.7716585
Cell 52 2013,1250,90,4831640.1,7015,8273,1258,7592.966667,272.9225144
Cell 53 2013,1250,92,4939009.88,6224,8101,1877,7360.597826,506.7999575
Cell 54 2013,1250,94,5046379.66,7637,8752,1115,8388.297872,254.8249224
Cell 55 2013,1250,91,4885324.99,7177,8870,1693,8132.076923,399.403215
Cell 56 2013,1250,90,4831640.1,6767,7894,1127,7384.422222,228.440509
Cell 57 2013,1250,94,5046379.66,6083,7890,1807,7334.957447,399.9440098
Cell 58 2013,1250,92,4939009.88,7634,8699,1065,8100.021739,274.5612697
Cell 59 2013,1250,93,4992694.77,6615,7805,1190,7401.322581,237.4622171
Cell 6 2011/12,1250,93,4992694.77,5797,8372,2575,7729.043011,518.8140926
Cell 6 2013,1250,93,4992694.77,7171,8576,1405,7969.946237,344.5814156
Cell 6 NE 2011/12,1250,93,4992694.77,6165,8201,2036,7609.634409,500.1579274
Cell 6 NW 2011/12,1250,94,5046379.66,3258,8368,5110,7545.468085,845.4869137
Cell 6 SW 2011/12,1250,92,4939009.88,3560,8463,4903,7279.108696,881.2339972
Cell 60 2013,1250,91,4885324.99,6398,7972,1574,7115.769231,316.4864831
Cell 61 2013,1250,93,4992694.77,6699,8352,1653,7775.268817,320.9245428
Cell 7 2013,1250,88,4724270.32,5706,8668,2962,8131.386364,478.8168048
Cell 9 NW 2013,1250,93,4992694.77,-736,9468,10204,5236.548387,2833.813895
Cell 9 SE 2013,1250,93,4992694.77,-1842,8301,10143,6405.83871,2442.438744
Cell 9 SW 2013,1250,93,4992694.77,-937,9827,10764,5692.344086,2004.196729
Cell R1,1250,97,5207434.33,5816,8083,2267,7198.42268,518.0887723
Cell R10,1250,92,4939009.88,6689,8050,1361,7523.25,361.9261162
Cell R100,1250,92,4939009.88,6475,8214,1739,7799.891304,270.872963
Cell R101,1250,94,5046379.66,7536,8618,1082,8148.691489,212.1869422
Cell R104,1250,93,4992694.77,7538,8218,680,7902.419355,127.0192029
Cell R105,1250,92,4939009.88,6224,8101,1877,7360.597826,506.7999575
Cell R106,1250,94,5046379.66,6077,8368,2291,7524.648936,551.4614183
Cell R107,1250,94,5046379.66,7637,8752,1115,8388.297872,254.8249224
Cell R11,1250,93,4992694.77,5910,8540,2630,7897.322581,593.4502028
Cell R111,1250,93,4992694.77,7214,8627,1413,7880,282.9881262
Cell R112,1250,93,4992694.77,6780,8378,1598,7435.096774,285.1966333
Cell R113,1250,94,5046379.66,6083,7890,1807,7334.957447,399.9440098
Cell R114,1250,92,4939009.88,7634,8699,1065,8100.021739,274.5612697
Cell R117,1250,94,5046379.66,6799,8803,2004,7677.297872,453.2031114
Cell R118,1250,90,4831640.1,6767,7894,1127,7384.422222,228.440509
Cell R119,1250,92,4939009.88,6170,7565,1395,6836.782609,307.503617
Cell R120,1250,94,5046379.66,6174,8226,2052,7836.106383,356.8194152
Cell R121,1250,91,4885324.99,6706,8481,1775,7852.472527,372.9305489
Cell R123,1250,92,4939009.88,7211,7915,704,7522.23913,154.9056073
Cell R124,1250,90,4831640.1,6512,8138,1626,7302.777778,345.3063303
Cell R125,1250,88,4724270.32,3799,7987,4188,7212.465909,744.9266887
Cell R126,1250,92,4939009.88,6259,8395,2136,7756,432.1244537
Cell R15,1250,90,4831640.1,-1839,8429,10268,6674.022222,1436.665854
Cell R16,1250,93,4992694.77,-736,9468,10204,5236.548387,2833.813895
Cell R17,1250,93,4992694.77,5229,8510,3281,7305.376344,712.2507851
Cell R18,1250,88,4724270.32,5152,8262,3110,7328,751.5145919
Cell R19,1250,94,5046379.66,6856,7997,1141,7568.393617,246.6890634
Cell R20,1250,92,4939009.88,4285,8037,3752,7002.402174,805.4291195
Cell R21,1250,92,4939009.88,6858,8521,1663,7961.152174,387.9095293
Cell R22,1250,91,4885324.99,7328,8683,1355,8125.406593,219.4661344
Cell R24,1250,93,4992694.77,-1846,7929,9775,5190.88172,2825.973753
Cell R25,1250,94,5046379.66,925,8692,7767,4676.287234,2488.394405
Cell R26,1250,92,4939009.88,6237,8368,2131,7711.130435,451.7545798
Cell R27,1250,94,5046379.66,6346,8201,1855,7772.234043,426.8746496
Cell R28,1250,92,4939009.88,2504,8348,5844,6550.391304,1358.526527
Cell R29,1250,92,4939009.88,6541,9715,3174,7562.576087,565.7079488
Cell R30,1250,91,4885324.99,6377,8294,1917,7632.78022,437.0029497
Cell R31,1250,90,4831640.1,5511,8486,2975,7899.077778,583.5113105
Cell R35,1250,92,4939009.88,6081,8738,2657,7921.195652,436.3684183
Cell R36,1250,92,4939009.88,6555,8727,2172,8123.467391,397.1392662
Cell R37,1250,93,4992694.77,2154,7869,5715,6611.11828,1029.969953
Cell R38,1250,88,4724270.32,7176,8085,909,7646.136364,232.8345678
Cell R39,1250,95,5100064.55,4263,8657,4394,7382.621053,973.3571009
Cell R40,1250,90,4831640.1,3295,8808,5513,6690.733333,1440.572593
Cell R46,1250,90,4831640.1,800,9056,8256,4567.611111,2345.786259
Cell R47,1250,90,4831640.1,1913,8243,6330,7073.622222,1520.30303
Cell R48,1250,88,4724270.32,6013,9034,3021,7434.534091,642.6175511
Cell R49,1250,93,4992694.77,5681,8345,2664,7458.333333,477.1196584
Cell R5,1250,94,5046379.66,-1970,7848,9818,6010.553191,2016.826608
Cell R50,1250,88,4724270.32,1751,8123,6372,6457.193182,1815.007951
Cell R51,1250,91,4885324.99,4438,8219,3781,7165.67033,816.7357981
Cell R52,1250,91,4885324.99,6725,8186,1461,7493.43956,314.7650863
Cell R53,1250,93,4992694.77,3421,8165,4744,7510.634409,562.3252184
Cell R54,1250,90,4831640.1,7141,8626,1485,8137.944444,385.7996418
Cell R58,1250,93,4992694.77,1403,9901,8498,7463.032258,1940.235733
Cell R59,1250,93,4992694.77,4739,8545,3806,7691.591398,513.3004159
Cell R6,1250,94,5046379.66,6552,8093,1541,7840.585106,221.2471137
Cell R60,1250,93,4992694.77,5065,8181,3116,7163.827957,737.913866
Cell R61,1250,93,4992694.77,1722,9879,8157,6681.290323,2154.292133
Cell R62,1250,93,4992694.77,1164,9348,8184,5936.827957,1714.355722
Cell R63,1250,92,4939009.88,6506,8104,1598,7502.195652,321.5581711
Cell R64,1250,91,4885324.99,7180,8021,841,7709.450549,171.09905
Cell R65,1250,93,4992694.77,7166,8406,1240,7890.236559,233.6272372
Cell R66,1250,89,4777955.21,7731,8798,1067,8377.640449,263.7434166
Cell R69,1250,90,4831640.1,453,9332,8879,5231.3,2474.600333
Cell R7,1250,94,5046379.66,5438,8337,2899,7228.755319,697.2149564
Cell R70,1250,88,4724270.32,3246,7834,4588,7118.215909,759.710807
Cell R71,1250,93,4992694.77,2238,8077,5839,7044.870968,1187.651665
Cell R72,1250,92,4939009.88,1523,9046,7523,4848.467391,2460.480173
Cell R73,1250,90,4831640.1,6892,8632,1740,7865.811111,329.6026528
Cell R74,1250,93,4992694.77,5100,7738,2638,7116.677419,658.5018376
Cell R75,1250,93,4992694.77,7079,8201,1122,7794.645161,195.5592282
Cell R76,1250,90,4831640.1,6807,8790,1983,8243.577778,395.3840602
Cell R77,1250,90,4831640.1,7402,8680,1278,8215.933333,246.7030063
Cell R8,1250,91,4885324.99,382,8813,8431,7411.967033,1406.877334
Cell R80,1250,94,5046379.66,-359,9795,10154,6139.882979,2157.353752
Cell R81,1250,93,4992694.77,7417,8290,873,7818.860215,188.5784165
Cell R82,1250,90,4831640.1,961,8334,7373,5603.255556,2321.987437
Cell R83,1250,90,4831640.1,3694,8490,4796,7187.622222,1264.756767
Cell R84,1250,94,5046379.66,1718,8687,6969,5694.574468,1954.262142
Cell R85,1250,88,4724270.32,5687,8522,2835,7258.727273,495.5203814
Cell R86,1250,94,5046379.66,6900,8004,1104,7548.244681,284.7293484
Cell R87,1250,92,4939009.88,7244,8245,1001,7757.923913,211.1281928
Cell R9,1250,93,4992694.77,5341,8436,3095,7388.27957,545.144873
Cell R90,1250,90,4831640.1,6878,8064,1186,7580.144444,284.0818177
Cell R91,1250,92,4939009.88,6882,8387,1505,7867.73913,341.5484201
Cell R92,1250,90,4831640.1,1259,8690,7431,4813.677778,2528.582219
Cell R93,1250,94,5046379.66,6424,7915,1491,7333.393617,318.4721244
Cell R97,1250,91,4885324.99,6426,8847,2421,7984.736264,415.2147024
Cell R98,1250,92,4939009.88,7003,8200,1197,7741.836957,300.5456009
Cell R99,1250,90,4831640.1,7015,8273,1258,7592.966667,272.9225144
Cell S102,1250,94,5046379.66,7060,8562,1502,7913.553191,387.0345418
Cell S108,1250,91,4885324.99,7177,8870,1693,8132.076923,399.403215
Cell S13,1250,91,4885324.99,7172,8794,1622,8100.230769,369.4790534
Cell S14,1250,88,4724270.32,5706,8668,2962,8131.386364,478.8168048
Cell S2,1250,93,4992694.77,7171,8576,1405,7969.946237,344.5814156
Cell S23,1250,91,4885324.99,7877,8753,876,8492.802198,183.1489048
Cell S32,1250,90,4831640.1,7578,8473,895,8174.944444,223.761796
Cell S33,1250,91,4885324.99,6913,8556,1643,7733.21978,351.0235208
Cell S34,1250,94,5046379.66,7598,8658,1060,8188.882979,233.1421745
Cell S41,1250,91,4885324.99,7064,8404,1340,7821.846154,313.9262153
Cell S42,1250,94,5046379.66,7993,8761,768,8429.829787,139.6138015
Cell S44,1250,90,4831640.1,7453,8639,1186,8040.433333,272.5606986
Cell S56,1250,92,4939009.88,6406,8385,1979,7743.315217,477.9817381
Cell S67,1250,92,4939009.88,7174,8771,1597,8200.858696,342.0911264
Cell S78,1250,90,4831640.1,6953,8653,1700,8324.222222,340.8217122
Cell S88,1250,92,4939009.88,6399,8541,2142,7873.108696,559.5306546
Cell S94,1250,92,4939009.88,7045,8838,1793,8073.804348,307.6163703
Cell S95,1250,88,4724270.32,6731,8452,1721,7697.113636,476.7716585
W287,1250,90,4831640.1,2116,7573,5457,4833.155556,1505.136324
W295,1250,93,4992694.77,3281,7963,4682,6801.419355,1238.571457
W338,1250,94,5046379.66,2203,8307,6104,6611.234043,1526.508681
W342,1250,93,4992694.77,2483,7842,5359,6212.602151,1244.913739
W345,1250,92,4939009.88,4915,7864,2949,7445.054348,338.3002385
W387,1250,93,4992694.77,3004,8038,5034,6732.333333,1277.075156
W393,1250,93,4992694.77,6313,8475,2162,7356.290323,525.5873229
W440,1250,90,4831640.1,3019,8295,5276,6366.766667,1343.282944
W441,1250,91,4885324.99,6880,8537,1657,7639.32967,253.3916334
W445,1250,94,5046379.66,5842,7678,1836,7123.574468,469.5470087
W500,1250,93,4992694.77,2408,8445,6037,6890.655914,1711.61655
1,1500,134,7193775.26,6317,8093,1776,7792.238806,250.6495198
2,1500,135,7247460.15,2228,8201,5973,6644.22963,1382.355402
3,1500,132,7086405.48,6890,8004,1114,7574.712121,234.0843713
4,1500,132,7086405.48,5794,7877,2083,7306.94697,401.2967109
5,1500,131,7032720.59,5294,8738,3444,7805.427481,574.561114
6,1500,133,7140090.37,5797,8418,2621,7718.684211,546.2540428
7,1500,133,7140090.37,5167,8348,3181,7252.383459,551.5461483
8,1500,132,7086405.48,3649,7979,4330,6385.492424,1094.895121
9,1500,131,7032720.59,6954,8283,1329,7750.725191,321.3203451
10,1500,133,7140090.37,1862,8673,6811,6820.105263,1627.024316
11,1500,131,7032720.59,3552,9388,5836,7340.534351,891.9344129
12,1500,129,6925350.81,1751,8495,6744,6249.263566,1907.007211
13,1500,133,7140090.37,4438,8481,4043,7264.172932,799.6082642
14,1500,133,7140090.37,6679,8634,1955,8007.827068,534.2467329
16,1500,130,6979035.7,453,9332,8879,4956.323077,2537.012547
17,1500,133,7140090.37,5065,8206,3141,7233.466165,711.6892068
18,1500,134,7193775.26,1466,9982,8516,6125.716418,2559.297433
19,1500,131,7032720.59,1093,9348,8255,5535.51145,1986.045522
