CAMERA,RADIUS,NCELLS,AREA,MIN,MAX,RANGE,MEAN,STD
1,250,4,214739.56,7840,8005,165,7881.25,71.44709581
2,250,3,161054.67,6159,7918,1759,6896.333333,745.7230645
3,250,4,214739.56,7508,7766,258,7694.75,108.0078122
4,250,4,214739.56,7277,7503,226,7346,91.21951546
5,250,4,214739.56,7760,7934,174,7860,63.07138812
6,250,4,214739.56,7347,7598,251,7498.25,92.40231328
7,250,3,161054.67,7103,7456,353,7304.666667,148.4415336
8,250,4,214739.56,5998,7402,1404,6744.5,660.5049205
9,250,4,214739.56,7788,8213,425,8056.75,163.29938
10,250,4,214739.56,7700,8153,453,7867,183.4570794
11,250,4,214739.56,6060,7253,1193,6511.75,477.3878795
12,250,4,214739.56,7400,8123,723,7625.25,296.4214694
13,250,4,214739.56,6213,6365,152,6251,65.81793069
14,250,4,214739.56,7279,8445,1166,7916.25,422.5620517
16,250,4,214739.56,6488,9040,2552,7870.75,1178.955761
17,250,4,214739.56,6223,7157,934,6596.75,396.3334297
18,250,3,161054.67,8068,8476,408,8206.333333,190.7045417
19,250,2,107369.78,6704,6781,77,6742.5,38.5
20,250,4,214739.56,7580,8201,621,7904.25,225.9616948
21,250,4,214739.56,7995,8302,307,8116.75,129.765895
22,250,3,161054.67,4810,7674,2864,6291.333333,1171.302788
23,250,5,268424.45,6764,8047,1283,7432.6,406.4517684
24,250,4,214739.56,6937,8034,1097,7529.5,448.5423614
25,250,4,214739.56,7761,7915,154,7799.5,66.68395609
26,250,3,161054.67,7244,7787,543,7500,222.7599605
27,250,4,214739.56,7255,7855,600,7575.5,234.3976322
28,250,4,214739.56,7373,7834,461,7493.75,196.6486397
29,250,4,214739.56,7716,7873,157,7764,63.41529784
31,250,4,214739.56,7615,7689,74,7641.25,30.33459246
32,250,3,161054.67,6984,7707,723,7361.333333,296.0116364
33,250,4,214739.56,7236,7591,355,7397.5,147.9704362
34,250,3,161054.67,6660,7280,620,7039.333333,271.4422386
10A,250,4,214739.56,6977,8243,1266,7837.5,505.43323
10NE,250,4,214739.56,7815,7985,170,7900,61.74544518
10NW,250,3,161054.67,8220,8269,49,8236.333333,23.09882152
10SW,250,4,214739.56,6818,8920,2102,7533.25,818.4617813
11NE,250,4,214739.56,6906,7512,606,7151.25,258.4911749
11NW,250,4,214739.56,7204,7902,698,7667.75,277.0725311
11SE,250,3,161054.67,7104,7528,424,7386.666667,199.8755168
17NW,250,3,161054.67,7389,7402,13,7393.333333,6.128258771
17SE,250,3,161054.67,6867,7578,711,7104,335.1686143
17SW,250,4,214739.56,7577,7701,124,7660.75,50.31090836
22S,250,3,161054.67,7029,8228,1199,7666.333333,492.405208
23S,250,4,214739.56,1722,3173,1451,2244.25,596.1259829
24S,250,3,161054.67,7886,8034,148,7984.666667,69.76786908
27A,250,4,214739.56,7897,8484,587,8088.25,231.3572724
2A,250,4,214739.56,6899,7999,1100,7387,495.8144814
5NE,250,3,161054.67,7419,7578,159,7525,74.95331881
5NW,250,3,161054.67,6108,6349,241,6233.333333,98.6249912
5SE,250,4,214739.56,8145,8674,529,8291,222.2622325
6NE,250,4,214739.56,7209,8007,798,7655.75,315.6686356
6NW,250,4,214739.56,7457,8345,888,7973.5,322.2371021
6SW,250,3,161054.67,7752,7888,136,7809,57.65992253
Cell 1 2011/12,250,4,214739.56,7840,8005,165,7881.25,71.44709581
Cell 1 SW 2013,250,4,214739.56,7185,7456,271,7361.5,107.1972481
Cell 10 2011/12,250,4,214739.56,7700,8153,453,7867,183.4570794
Cell 10 NE 2011/12,250,4,214739.56,7815,7985,170,7900,61.74544518
Cell 10 NW 2011/12,250,3,161054.67,8220,8269,49,8236.333333,23.09882152
Cell 10 SE 2013,250,4,214739.56,7457,8345,888,7973.5,322.2371021
Cell 10 SW 2011/12,250,4,214739.56,6818,8920,2102,7533.25,818.4617813
Cell 10-A 2011/12,250,4,214739.56,6977,8243,1266,7837.5,505.43323
Cell 11 NE 2011/12,250,4,214739.56,6906,7512,606,7151.25,258.4911749
Cell 11 NW 2013,250,4,214739.56,7794,8201,407,8085.75,168.8022141
Cell 11 SW 2013,250,4,214739.56,6946,7323,377,7124.25,169.3389722
Cell 12 2013,250,3,161054.67,7103,7456,353,7304.666667,148.4415336
Cell 13 2013,250,4,214739.56,5711,7519,1808,6675.25,827.158502
Cell 14 2013,250,4,214739.56,8005,8191,186,8123.5,71.80006964
Cell 15 2013,250,3,161054.67,7698,7744,46,7713.333333,21.68460796
Cell 15-A 2013,250,4,214739.56,7730,7965,235,7835,84.56062914
Cell 16 2013,250,3,161054.67,7466,7795,329,7575.666667,155.0920873
Cell 17 NW 2011/12,250,3,161054.67,7389,7402,13,7393.333333,6.128258771
Cell 17 NW 2013,250,4,214739.56,2046,7085,5039,5226.5,1941.263055
Cell 17 SE 2013,250,3,161054.67,8220,8269,49,8236.333333,23.09882152
Cell 17 SW 2013,250,4,214739.56,7880,8227,347,8059.5,154.0559963
Cell 18 2011/12,250,3,161054.67,8068,8476,408,8206.333333,190.7045417
Cell 18 NE 2013,250,4,214739.56,6859,7888,1029,7364.75,460.4695294
Cell 18 NW 2013,250,3,161054.67,8145,8674,529,8339.666667,237.4732733
Cell 18 SE 2013,250,4,214739.56,6906,7512,606,7151.25,258.4911749
Cell 18 SSE 2013,250,3,161054.67,6785,7995,1210,7382.666667,494.0892857
Cell 19 NW 2013,250,3,161054.67,7658,7985,327,7866.666667,147.9917415
Cell 2 2011/12,250,3,161054.67,6159,7918,1759,6896.333333,745.7230645
Cell 2 NE 2013,250,4,214739.56,6347,7423,1076,6824.25,437.2535735
Cell 2 SW 2013,250,3,161054.67,7840,8005,165,7895,77.78174593
Cell 20 2013,250,4,214739.56,7489,7922,433,7743.75,165.1656366
Cell 21 2013,250,4,214739.56,5309,5512,203,5359.75,87.90157848
Cell 22 2013,250,3,161054.67,7092,7175,83,7121.333333,38.00292386
Cell 23 2013,250,4,214739.56,8374,8469,95,8439.75,39.00881311
Cell 24 2013,250,3,161054.67,8181,8191,10,8187.666667,4.714045208
Cell 25 NE 2013,250,4,214739.56,7700,8153,453,7867,183.4570794
Cell 25 SE 2013,250,4,214739.56,6818,8920,2102,7533.25,818.4617813
Cell 26 NE 2013,250,4,214739.56,6060,7253,1193,6511.75,477.3878795
Cell 26 NNW 2013,250,4,214739.56,7815,7985,170,7900,61.74544518
Cell 26 NW 2013,250,4,214739.56,6977,8243,1266,7837.5,505.43323
Cell 27 NW 2013,250,3,161054.67,7104,7528,424,7386.666667,199.8755168
Cell 28 2013,250,4,214739.56,7400,8123,723,7625.25,296.4214694
Cell 29 2013,250,4,214739.56,6213,6365,152,6251,65.81793069
Cell 3 NE 2013,250,4,214739.56,7315,8171,856,7768.25,383.6348361
Cell 3 NW 2013,250,3,161054.67,7109,8278,1169,7612.333333,490.8525463
Cell 30 2013,250,3,161054.67,7820,8023,203,7916,83.23861283
Cell 31 2013,250,4,214739.56,8374,8417,43,8390.25,16.08376511
Cell 32 2013,250,3,161054.67,8262,8488,226,8383.666667,93.07464149
Cell 33 NE 2013,250,3,161054.67,7389,7402,13,7393.333333,6.128258771
Cell 33 SE 2013,250,4,214739.56,7577,7701,124,7660.75,50.31090836
Cell 33 SW 2013,250,4,214739.56,4996,8449,3453,7525.75,1463.834583
Cell 34 N 2013,250,4,214739.56,7300,7977,677,7662.25,316.5370239
Cell 34 NW 2013,250,4,214739.56,6223,7157,934,6596.75,396.3334297
Cell 34 SE 2013,250,4,214739.56,6867,7578,711,7125.25,292.5887686
Cell 35 2013,250,5,268424.45,5805,7682,1877,7270.6,733.5940567
Cell 37 2013,250,3,161054.67,7845,8201,356,8012.333333,146.1171524
Cell 38 2013,250,4,214739.56,7995,8280,285,8111.25,122.0335507
Cell 39 2013,250,4,214739.56,7812,8559,747,8340,307.1847978
Cell 4 2013,250,3,161054.67,7684,7896,212,7761.666667,95.37411715
Cell 40 NE 2013,250,4,214739.56,5907,7704,1797,6826.25,794.9177237
Cell 41 N 2013,250,4,214739.56,7242,7549,307,7458.75,127.0676493
Cell 41 NW 2013,250,3,161054.67,5270,8277,3007,6300,1398.360707
Cell 42 NW 2013,250,4,214739.56,6533,8047,1514,7194,592.8899561
Cell 43 2013,250,4,214739.56,6946,7272,326,7141.75,138.2396018
Cell 44 2013,250,4,214739.56,7540,8069,529,7747,195.7843201
Cell 45 2013,250,3,161054.67,7244,7787,543,7500,222.7599605
Cell 47 2013,250,4,214739.56,6946,7706,760,7454,310.2772953
Cell 48 2013,250,3,161054.67,7886,8034,148,7984.666667,69.76786908
Cell 49 2013,250,4,214739.56,7761,7915,154,7799.5,66.68395609
Cell 5 2011/12 Summer,250,4,214739.56,7880,8227,347,8059.5,154.0559963
Cell 5 2013,250,4,214739.56,8197,8494,297,8308.5,112.1840006
Cell 50 2013,250,4,214739.56,7716,7873,157,7764,63.41529784
Cell 51 2013,250,4,214739.56,7646,8080,434,7832.75,191.5872843
Cell 52 2013,250,4,214739.56,7079,7740,661,7430,311.3526939
Cell 53 2013,250,4,214739.56,7373,7834,461,7493.75,196.6486397
Cell 54 2013,250,3,161054.67,8488,8644,156,8564.666667,63.71464161
Cell 55 2013,250,4,214739.56,7699,8129,430,7905,153.4861557
Cell 56 2013,250,4,214739.56,7236,7591,355,7397.5,147.9704362
Cell 57 2013,250,3,161054.67,6984,7707,723,7361.333333,296.0116364
Cell 58 2013,250,4,214739.56,7859,8070,211,7929.75,82.29633953
Cell 59 2013,250,3,161054.67,7154,7339,185,7231.666667,78.38508929
Cell 6 2011/12,250,4,214739.56,7347,7598,251,7498.25,92.40231328
Cell 6 2013,250,4,214739.56,8087,8319,232,8200.5,82.0624762
Cell 6 NE 2011/12,250,4,214739.56,7209,8007,798,7655.75,315.6686356
Cell 6 NW 2011/12,250,4,214739.56,7457,8345,888,7973.5,322.2371021
Cell 6 SW 2011/12,250,3,161054.67,7752,7888,136,7809,57.65992253
Cell 60 2013,250,4,214739.56,7054,7307,253,7169.25,110.7618504
Cell 61 2013,250,4,214739.56,7756,8199,443,7937.5,173.3414261
Cell 7 2013,250,4,214739.56,8106,8179,73,8134.75,26.94786633
Cell 9 NW 2013,250,4,214739.56,-322,5402,5724,3763,2364.582627
Cell 9 SE 2013,250,3,161054.67,7419,7578,159,7525,74.95331881
Cell 9 SW 2013,250,3,161054.67,6108,6349,241,6233.333333,98.6249912
Cell R1,250,5,268424.45,6542,7644,1102,7176,405.6781976
Cell R10,250,3,161054.67,7684,7896,212,7761.666667,95.37411715
Cell R100,250,4,214739.56,7716,7873,157,7764,63.41529784
Cell R101,250,3,161054.67,8171,8234,63,8194.333333,28.19377394
Cell R104,250,3,161054.67,8117,8218,101,8170.333333,41.42731252
Cell R105,250,4,214739.56,7373,7834,461,7493.75,196.6486397
Cell R106,250,3,161054.67,7728,8140,412,7989.666667,185.7100488
Cell R107,250,3,161054.67,8488,8644,156,8564.666667,63.71464161
Cell R11,250,4,214739.56,8197,8494,297,8308.5,112.1840006
Cell R111,250,3,161054.67,7326,8052,726,7697,296.6041133
Cell R112,250,4,214739.56,7404,7662,258,7483.75,104.0393555
Cell R113,250,3,161054.67,6984,7707,723,7361.333333,296.0116364
Cell R114,250,4,214739.56,7859,8070,211,7929.75,82.29633953
Cell R117,250,3,161054.67,7598,7978,380,7851.333333,179.1337179
Cell R118,250,4,214739.56,7236,7591,355,7397.5,147.9704362
Cell R119,250,3,161054.67,6540,6972,432,6775,178.3984305
Cell R120,250,5,268424.45,7962,8203,241,8060.6,87.9013083
Cell R121,250,4,214739.56,7213,7542,329,7400.25,130.1371872
Cell R123,250,4,214739.56,7430,7533,103,7455.75,44.60030829
Cell R124,250,4,214739.56,6512,7372,860,7152.5,369.8658541
Cell R125,250,4,214739.56,7068,7987,919,7429.25,339.4454117
Cell R126,250,4,214739.56,7903,8065,162,7973.25,71.87619564
Cell R15,250,4,214739.56,7185,7456,271,7361.5,107.1972481
Cell R16,250,4,214739.56,-322,5402,5724,3763,2364.582627
Cell R17,250,4,214739.56,7112,7874,762,7594,287.7177436
Cell R18,250,4,214739.56,7794,8201,407,8085.75,168.8022141
Cell R19,250,3,161054.67,7569,7997,428,7746,182.3970029
Cell R20,250,4,214739.56,7338,7551,213,7472.25,85.82358359
Cell R21,250,4,214739.56,7250,8250,1000,7835.25,368.5616468
Cell R22,250,4,214739.56,8005,8191,186,8123.5,71.80006964
Cell R24,250,4,214739.56,2046,7085,5039,5226.5,1941.263055
Cell R25,250,3,161054.67,8145,8674,529,8339.666667,237.4732733
Cell R26,250,3,161054.67,7457,8345,888,7951,369.3561966
Cell R27,250,3,161054.67,7658,7985,327,7866.666667,147.9917415
Cell R28,250,4,214739.56,4545,7210,2665,5786.25,1247.940178
Cell R29,250,4,214739.56,7489,7922,433,7743.75,165.1656366
Cell R30,250,3,161054.67,7158,8282,1124,7658.666667,466.9970259
Cell R31,250,4,214739.56,8196,8275,79,8226.5,32.7299557
Cell R35,250,4,214739.56,7880,8227,347,8059.5,154.0559963
Cell R36,250,3,161054.67,8220,8269,49,8236.333333,23.09882152
Cell R37,250,4,214739.56,6906,7512,606,7151.25,258.4911749
Cell R38,250,4,214739.56,7331,7907,576,7584.5,226.9509859
Cell R39,250,3,161054.67,7645,8390,745,8092.333333,322.0313994
Cell R40,250,4,214739.56,5309,5512,203,5359.75,87.90157848
Cell R46,250,4,214739.56,2545,7415,4870,4984,2236.696001
Cell R47,250,4,214739.56,6977,8243,1266,7837.5,505.43323
Cell R48,250,4,214739.56,6060,7253,1193,6511.75,477.3878795
Cell R49,250,3,161054.67,7104,7528,424,7386.666667,199.8755168
Cell R5,250,4,214739.56,5728,7638,1910,6932.25,731.1697392
Cell R50,250,4,214739.56,7400,8123,723,7625.25,296.4214694
Cell R51,250,4,214739.56,6213,6365,152,6251,65.81793069
Cell R52,250,4,214739.56,7380,8186,806,7770.25,299.5866945
Cell R53,250,4,214739.56,6925,7894,969,7377.25,344.1078138
Cell R54,250,4,214739.56,8374,8417,43,8390.25,16.08376511
Cell R58,250,4,214739.56,7372,7989,617,7664.75,219.3141297
Cell R59,250,3,161054.67,7389,7402,13,7393.333333,6.128258771
Cell R6,250,3,161054.67,7840,8005,165,7895,77.78174593
Cell R60,250,4,214739.56,6223,7157,934,6596.75,396.3334297
Cell R61,250,5,268424.45,5805,7682,1877,7270.6,733.5940567
Cell R62,250,4,214739.56,6704,7863,1159,7326.25,471.7522522
Cell R63,250,4,214739.56,7722,7810,88,7744,38.10511777
Cell R64,250,4,214739.56,7697,7889,192,7783,70.68238819
Cell R65,250,3,161054.67,7820,8023,203,7916,83.23861283
Cell R66,250,4,214739.56,7754,8348,594,8089.75,219.7889613
Cell R69,250,4,214739.56,4996,8449,3453,7525.75,1463.834583
Cell R7,250,3,161054.67,7109,8278,1169,7612.333333,490.8525463
Cell R70,250,4,214739.56,7577,7701,124,7660.75,50.31090836
Cell R71,250,4,214739.56,6867,7578,711,7125.25,292.5887686
Cell R72,250,4,214739.56,5373,8080,2707,7176.5,1105.12997
Cell R73,250,4,214739.56,6938,7981,1043,7639.25,410.4530272
Cell R74,250,3,161054.67,7381,7477,96,7445,45.254834
Cell R75,250,3,161054.67,7845,8201,356,8012.333333,146.1171524
Cell R76,250,4,214739.56,8289,8727,438,8527.75,156.3223832
Cell R77,250,4,214739.56,7995,8280,285,8111.25,122.0335507
Cell R8,250,4,214739.56,7866,8317,451,7978.75,195.2887286
Cell R80,250,4,214739.56,5907,7704,1797,6826.25,794.9177237
Cell R81,250,3,161054.67,7637,7945,308,7745.333333,141.3561302
Cell R82,250,4,214739.56,6533,8047,1514,7194,592.8899561
Cell R83,250,4,214739.56,7461,8490,1029,8083.25,434.3566363
Cell R84,250,3,161054.67,6932,7389,457,7084.333333,215.431866
Cell R85,250,4,214739.56,6946,7272,326,7141.75,138.2396018
Cell R86,250,3,161054.67,7700,7913,213,7793,89.02808546
Cell R87,250,3,161054.67,7244,7787,543,7500,222.7599605
Cell R9,250,5,268424.45,5341,7721,2380,6487.4,782.9617104
Cell R90,250,4,214739.56,6946,7706,760,7454,310.2772953
Cell R91,250,3,161054.67,7886,8034,148,7984.666667,69.76786908
Cell R92,250,4,214739.56,6786,7634,848,7162.25,382.2619357
Cell R93,250,4,214739.56,7761,7915,154,7799.5,66.68395609
Cell R97,250,4,214739.56,7956,8163,207,8094,82.45908076
Cell R98,250,4,214739.56,7255,7855,600,7575.5,234.3976322
Cell R99,250,4,214739.56,7079,7740,661,7430,311.3526939
Cell S102,250,4,214739.56,7498,7970,472,7787.75,197.4669276
Cell S108,250,4,214739.56,7699,8129,430,7905,153.4861557
Cell S13,250,4,214739.56,7572,7942,370,7849.5,160.2146997
Cell S14,250,4,214739.56,8106,8179,73,8134.75,26.94786633
Cell S2,250,4,214739.56,8087,8319,232,8200.5,82.0624762
Cell S23,250,4,214739.56,8235,8543,308,8449.75,126.793878
Cell S32,250,4,214739.56,8292,8448,156,8380.75,56.24666657
Cell S33,250,4,214739.56,7730,7965,235,7835,84.56062914
Cell S34,250,3,161054.67,8181,8191,10,8187.666667,4.714045208
Cell S41,250,4,214739.56,8017,8190,173,8129,66.31364867
Cell S42,250,4,214739.56,8374,8469,95,8439.75,39.00881311
Cell S44,250,4,214739.56,7769,7988,219,7876.25,105.8403869
Cell S56,250,4,214739.56,7246,8358,1112,7861.75,397.711186
Cell S67,250,3,161054.67,8262,8488,226,8383.666667,93.07464149
Cell S78,250,4,214739.56,7812,8559,747,8340,307.1847978
Cell S88,250,3,161054.67,7643,8197,554,8012.333333,261.1581045
Cell S94,250,4,214739.56,8020,8179,159,8139.25,68.8490196
Cell S95,250,4,214739.56,7646,8080,434,7832.75,191.5872843
W287,250,4,214739.56,4207,6180,1973,5164.75,701.0475644
W295,250,3,161054.67,4509,7446,2937,5689.333333,1266.38918
W338,250,4,214739.56,6865,7755,890,7256.75,325.4891511
W342,250,3,161054.67,5164,7553,2389,5960.333333,1126.1854
W345,250,4,214739.56,7649,7742,93,7707.25,34.98124497
W387,250,3,161054.67,7110,7781,671,7557.333333,316.3124335
W393,250,4,214739.56,7235,7447,212,7341,106
W440,250,4,214739.56,6812,7136,324,6949.5,117.1420078
W441,250,4,214739.56,7810,7925,115,7870.75,40.78832554
W445,250,4,214739.56,6352,7395,1043,6766.5,413.0983539
W500,250,4,214739.56,8017,8361,344,8189,172
1,500,14,751588.46,7723,8029,306,7907.285714,84.46168072
2,500,14,751588.46,5890,7918,2028,6926.357143,765.8684713
3,500,14,751588.46,7440,7828,388,7670.142857,143.8962211
4,500,14,751588.46,6628,7877,1249,7367.571429,269.7985265
5,500,15,805273.35,7760,8227,467,7953.466667,165.9670114
6,500,16,858958.24,7073,8233,1160,7638.5,353.2124007
7,500,15,805273.35,5167,7929,2762,7025.333333,754.8796519
8,500,14,751588.46,5733,7490,1757,6737.857143,650.7993829
9,500,14,751588.46,7521,8283,762,7942.5,229.4959539
10,500,16,858958.24,6574,8673,2099,7710.375,565.5658533
11,500,15,805273.35,6013,7609,1596,6821.2,561.8491138
12,500,16,858958.24,6530,8123,1593,7423.3125,400.1179074
13,500,14,751588.46,5427,7735,2308,6550.071429,657.0107049
14,500,14,751588.46,7279,8621,1342,8040.071429,450.9327578
16,500,14,751588.46,4996,9332,4336,7245.5,1525.591817
17,500,14,751588.46,6095,7664,1569,6902,528.3247108
18,500,15,805273.35,7439,8476,1037,8024.066667,285.3779872
19,500,16,858958.24,5591,7863,2272,6820.125,556.0060561
20,500,14,751588.46,7580,8201,621,7867,200.8595814
21,500,15,805273.35,7995,8419,424,8191,124.2615521
22,500,15,805273.35,-1724,8228,9952,4752.6,3724.458973
23,500,14,751588.46,6533,8047,1514,7213.071429,421.3685974
24,500,14,751588.46,6937,8387,1450,7710.071429,466.3278222
25,500,15,805273.35,7207,7915,708,7618.866667,226.4128579
26,500,15,805273.35,7244,7794,550,7587.133333,167.2841362
27,500,16,858958.24,7010,7944,934,7523.6875,264.7708251
28,500,16,858958.24,6896,7889,993,7528.5,320.2338989
29,500,14,751588.46,7630,8026,396,7805.785714,118.8523565
31,500,16,858958.24,7426,7810,384,7643.3125,99.04589766
32,500,14,751588.46,6965,7835,870,7347,290.6743391
33,500,14,751588.46,7223,7857,634,7440.142857,183.0772113
34,500,15,805273.35,6612,7292,680,6959.6,282.7702955
10A,500,14,751588.46,6855,8243,1388,7692.928571,489.7994435
10NE,500,14,751588.46,7614,8070,456,7916.642857,120.1104296
10NW,500,16,858958.24,7788,8473,685,8234.9375,190.969719
10SW,500,14,751588.46,6761,8920,2159,7708.5,847.4554982
11NE,500,15,805273.35,6377,7512,1135,7005.4,333.4490066
11NW,500,14,751588.46,6949,8438,1489,7723.285714,423.4444522
11SE,500,15,805273.35,7006,8173,1167,7495.066667,337.0456876
17NW,500,15,805273.35,6957,7945,988,7478.466667,264.0403673
17SE,500,14,751588.46,6862,7886,1024,7196.071429,330.7388837
17SW,500,15,805273.35,6038,7701,1663,7261,545.0958326
22S,500,16,858958.24,-1021,8228,9249,6433.875,2950.712496
23S,500,16,858958.24,1722,3173,1451,2445.125,456.18032
24S,500,16,858958.24,6937,8387,1450,7772.625,470.705438
27A,500,14,751588.46,7468,8484,1016,8015.571429,227.264388
2A,500,14,751588.46,6131,8262,2131,7273.571429,641.6095513
5NE,500,15,805273.35,6815,8301,1486,7515.6,387.2342616
5NW,500,14,751588.46,4597,8918,4321,6167.071429,1166.50531
5SE,500,14,751588.46,2994,8692,5698,7263.571429,1630.312359
6NE,500,15,805273.35,6165,8151,1986,7774.866667,497.1793595
6NW,500,16,858958.24,7183,8345,1162,7742.4375,373.0618194
6SW,500,15,805273.35,6028,8060,2032,7438.733333,526.9472417
Cell 1 2011/12,500,14,751588.46,7723,8029,306,7907.285714,84.46168072
Cell 1 SW 2013,500,14,751588.46,7064,7456,392,7312.5,120.6670449
Cell 10 2011/12,500,16,858958.24,6574,8673,2099,7710.375,565.5658533
Cell 10 NE 2011/12,500,14,751588.46,7614,8070,456,7916.642857,120.1104296
Cell 10 NW 2011/12,500,16,858958.24,7788,8473,685,8234.9375,190.969719
Cell 10 SE 2013,500,16,858958.24,7183,8345,1162,7742.4375,373.0618194
Cell 10 SW 2011/12,500,14,751588.46,6761,8920,2159,7708.5,847.4554982
Cell 10-A 2011/12,500,14,751588.46,6855,8243,1388,7692.928571,489.7994435
Cell 11 NE 2011/12,500,15,805273.35,6377,7512,1135,7005.4,333.4490066
Cell 11 NW 2013,500,14,751588.46,5665,8201,2536,7580.214286,794.5771722
Cell 11 SW 2013,500,14,751588.46,5576,7464,1888,7027.357143,448.9460049
Cell 12 2013,500,15,805273.35,5167,7929,2762,7025.333333,754.8796519
Cell 13 2013,500,14,751588.46,5555,7519,1964,6730.357143,748.1041378
Cell 14 2013,500,14,751588.46,7934,8194,260,8064.071429,96.23888751
Cell 15 2013,500,14,751588.46,7089,8063,974,7714.714286,203.2016692
Cell 15-A 2013,500,14,751588.46,7507,8205,698,7866.357143,159.6727041
Cell 16 2013,500,16,858958.24,7406,8244,838,7867.3125,308.6976107
Cell 17 NW 2011/12,500,15,805273.35,6957,7945,988,7478.466667,264.0403673
Cell 17 NW 2013,500,15,805273.35,1409,7085,5676,5154.2,2039.678478
Cell 17 SE 2013,500,16,858958.24,7788,8473,685,8234.9375,190.969719
Cell 17 SW 2013,500,14,751588.46,7760,8227,467,8000.642857,165.1793861
Cell 18 2011/12,500,15,805273.35,7439,8476,1037,8024.066667,285.3779872
Cell 18 NE 2013,500,14,751588.46,6859,8313,1454,7495.214286,433.613913
Cell 18 NW 2013,500,16,858958.24,5562,8692,3130,7679.875,1010.250642
Cell 18 SE 2013,500,16,858958.24,6377,7512,1135,6972.8125,346.6527836
Cell 18 SSE 2013,500,15,805273.35,6785,7995,1210,7364.533333,350.4722275
Cell 19 NW 2013,500,14,751588.46,6876,8157,1281,7876.428571,358.6679153
Cell 2 2011/12,500,14,751588.46,5890,7918,2028,6926.357143,765.8684713
Cell 2 NE 2013,500,16,858958.24,5135,7707,2572,6831.5,759.1263893
Cell 2 SW 2013,500,14,751588.46,7723,8029,306,7907.285714,84.46168072
Cell 20 2013,500,14,751588.46,7259,7922,663,7667.928571,208.3237399
Cell 21 2013,500,14,751588.46,3295,7936,4641,5705.142857,1144.408447
Cell 22 2013,500,16,858958.24,7059,7892,833,7503.25,332.2776512
Cell 23 2013,500,15,805273.35,8291,8651,360,8421.466667,85.19300962
Cell 24 2013,500,15,805273.35,8148,8375,227,8237.2,68.69371635
Cell 25 NE 2013,500,16,858958.24,6574,8673,2099,7710.375,565.5658533
Cell 25 SE 2013,500,14,751588.46,6761,8920,2159,7708.5,847.4554982
Cell 26 NE 2013,500,15,805273.35,6013,7609,1596,6821.2,561.8491138
Cell 26 NNW 2013,500,14,751588.46,7614,8070,456,7916.642857,120.1104296
Cell 26 NW 2013,500,14,751588.46,6855,8243,1388,7692.928571,489.7994435
Cell 27 NW 2013,500,15,805273.35,7006,8173,1167,7495.066667,337.0456876
Cell 28 2013,500,16,858958.24,6530,8123,1593,7423.3125,400.1179074
Cell 29 2013,500,14,751588.46,5427,7735,2308,6550.071429,657.0107049
Cell 3 NE 2013,500,14,751588.46,4898,8345,3447,7486.5,895.1422672
Cell 3 NW 2013,500,14,751588.46,6302,8307,2005,7628.357143,606.473484
Cell 30 2013,500,15,805273.35,7388,8139,751,7847.6,204.9457814
Cell 31 2013,500,15,805273.35,7383,8417,1034,8082.2,368.5977392
Cell 32 2013,500,16,858958.24,7504,8553,1049,8280.5,254.9872546
Cell 33 NE 2013,500,15,805273.35,6957,7945,988,7478.466667,264.0403673
Cell 33 SE 2013,500,15,805273.35,6038,7701,1663,7261,545.0958326
Cell 33 SW 2013,500,14,751588.46,4129,9332,5203,6781,1740.294638
Cell 34 N 2013,500,14,751588.46,6208,7977,1769,7343.642857,470.8300584
Cell 34 NW 2013,500,14,751588.46,6095,7664,1569,6902,528.3247108
Cell 34 SE 2013,500,14,751588.46,6862,7886,1024,7196.071429,330.7388837
Cell 35 2013,500,15,805273.35,5805,8093,2288,7263.533333,736.1150152
Cell 37 2013,500,15,805273.35,7580,8201,621,7858.666667,195.4341037
Cell 38 2013,500,14,751588.46,7995,8302,307,8166.714286,106.5876089
Cell 39 2013,500,14,751588.46,7812,8651,839,8424.785714,257.4682168
Cell 4 2013,500,16,858958.24,6740,7971,1231,7603.125,353.5134147
Cell 40 NE 2013,500,15,805273.35,3970,9038,5068,7138,1194.324077
Cell 41 N 2013,500,14,751588.46,6842,8692,1850,7580.571429,460.3173927
Cell 41 NW 2013,500,14,751588.46,-498,8277,8775,5294.357143,2780.700107
Cell 42 NW 2013,500,14,751588.46,5493,8047,2554,6993.214286,594.6251134
Cell 43 2013,500,15,805273.35,6518,7520,1002,7098.666667,292.5206925
Cell 44 2013,500,14,751588.46,7393,8293,900,7822.5,266.7159404
Cell 45 2013,500,16,858958.24,7244,7817,573,7601.5,171.2629557
Cell 47 2013,500,14,751588.46,6946,7832,886,7561,271.8983529
Cell 48 2013,500,15,805273.35,6937,8387,1450,7776.6,485.8824
Cell 49 2013,500,15,805273.35,7207,7915,708,7618.866667,226.4128579
Cell 5 2011/12 Summer,500,14,751588.46,7760,8227,467,8000.642857,165.1793861
Cell 5 2013,500,14,751588.46,7448,8494,1046,8181.642857,268.6839905
Cell 50 2013,500,14,751588.46,7630,8026,396,7805.785714,118.8523565
Cell 51 2013,500,16,858958.24,6875,8109,1234,7740.375,326.8860419
Cell 52 2013,500,14,751588.46,7015,8273,1258,7666,418.9411824
Cell 53 2013,500,16,858958.24,6896,7889,993,7528.5,320.2338989
Cell 54 2013,500,14,751588.46,7761,8644,883,8423.571429,244.0201146
