CAMERA,RADIUS,NCELLS,AREA,MIN,MAX,RANGE,MEAN,STD
Cell R82,2000,235,12615949.15,881,8769,7888,5087.902128,2595.785918
Cell R83,2000,238,12777003.82,853,8689,7836,6407.063025,2105.104311
Cell R84,2000,235,12615949.15,1292,8783,7491,5270.374468,2245.087175
Cell R85,2000,238,12777003.82,1384,8783,7399,7250.193277,1226.3943
Cell R86,2000,236,12669634.04,6656,8671,2015,7825.79661,315.9176722
Cell R87,2000,234,12562264.26,7274,8420,1146,7971.534188,272.4528676
Cell R9,2000,239,12830688.71,1025,9023,7998,7451.117155,890.1180419
Cell R90,2000,237,12723318.93,6495,8446,1951,7665.974684,384.8127489
Cell R91,2000,234,12562264.26,6896,8719,1823,8112.700855,384.7215502
Cell R92,2000,238,12777003.82,1436,9904,8468,4252.878151,2622.204536
Cell R93,2000,239,12830688.71,6104,8530,2426,7488.301255,478.0960422
Cell R97,2000,236,12669634.04,2341,9135,6794,7462.65678,1277.059187
Cell R98,2000,235,12615949.15,6681,8474,1793,7980.974468,366.3521143
Cell R99,2000,236,12669634.04,7097,8535,1438,7895.402542,289.3289779
Cell S102,2000,235,12615949.15,6670,8869,2199,8159.544681,457.5337322
Cell S108,2000,237,12723318.93,6942,8903,1961,8295.531646,356.3358832
Cell S13,2000,236,12669634.04,6589,8877,2288,7957.711864,414.3095359
Cell S14,2000,236,12669634.04,6034,8640,2606,8013.830508,419.8934349
Cell S2,2000,233,12508579.37,5788,8726,2938,8162.484979,337.4365634
Cell S23,2000,236,12669634.04,7481,8741,1260,8310.944915,194.3870231
Cell S32,2000,238,12777003.82,5982,8726,2744,8009.52521,505.5939071
Cell S33,2000,236,12669634.04,6876,8739,1863,7912.101695,367.1272788
Cell S34,2000,233,12508579.37,6891,8963,2072,7982.030043,363.0705532
Cell S41,2000,237,12723318.93,6697,8400,1703,7813.751055,325.0728079
Cell S42,2000,239,12830688.71,7834,8920,1086,8516.995816,193.9552098
Cell S44,2000,239,12830688.71,7220,8977,1757,8055.757322,299.2035867
Cell S56,2000,235,12615949.15,6630,8938,2308,7741.442553,386.6894074
Cell S67,2000,237,12723318.93,6371,8741,2370,7767.28692,504.3076069
Cell S78,2000,237,12723318.93,6681,9036,2355,8415.616034,413.6855655
Cell S88,2000,236,12669634.04,7209,8828,1619,8203.779661,366.9359071
Cell S94,2000,236,12669634.04,7126,9085,1959,8273.860169,362.4857121
Cell S95,2000,240,12884373.6,7187,8869,1682,8105.108333,354.6134467
W287,2000,236,12669634.04,1306,8828,7522,4496.330508,1802.247691
W295,2000,234,12562264.26,2234,8246,6012,6758.034188,1338.69571
W338,2000,237,12723318.93,1712,9399,7687,6748.409283,1508.043776
W342,2000,239,12830688.71,1668,8099,6431,6212.90795,1638.68932
W345,2000,235,12615949.15,4538,8372,3834,7348.068085,487.2230251
W387,2000,234,12562264.26,1565,7634,6069,5705.957265,1677.975576
W393,2000,234,12562264.26,5585,8560,2975,7297.961538,328.6569839
W440,2000,237,12723318.93,1621,7276,5655,5306.468354,1345.004075
W441,2000,235,12615949.15,5026,8095,3069,7524.357447,307.8725349
W445,2000,237,12723318.93,5638,7589,1951,7010.109705,419.6499704
W500,2000,237,12723318.93,1720,8546,6826,6116.168776,2187.549056
1,2250,295,15837042.55,5235,8444,3209,7790.633898,359.7490861
2,2250,298,15998097.22,1796,8812,7016,6537.711409,1295.807166
3,2250,297,15944412.33,7048,8384,1336,7948.367003,216.3578607
4,2250,298,15998097.22,5604,8109,2505,7602.949664,366.789034
5,2250,299,16051782.11,-1566,7617,9183,6473.48495,1428.433671
6,2250,298,15998097.22,4815,8594,3779,8046.45302,568.1713155
7,2250,299,16051782.11,4510,9571,5061,7717.692308,598.6621978
8,2250,298,15998097.22,2239,8325,6086,6391.436242,1475.173182
9,2250,299,16051782.11,6583,8590,2007,7904.050167,412.2943077
10,2250,298,15998097.22,1771,8859,7088,6500.11745,1581.094181
11,2250,302,16212836.78,1503,8628,7125,6620.771523,1684.892328
12,2250,300,16105467,1336,9055,7719,6110.536667,1854.283958
13,2250,300,16105467,4688,8907,4219,7605.426667,816.9332029
14,2250,299,16051782.11,6238,8553,2315,7987.287625,431.0619665
16,2250,301,16159151.89,542,9547,9005,4146.189369,2478.338751
17,2250,297,15944412.33,5774,8503,2729,7412.323232,564.0723948
18,2250,296,15890727.44,1132,9950,8818,4850.912162,2947.994362
19,2250,304,16320206.56,1206,8810,7604,5032.296053,2260.836813
20,2250,298,15998097.22,6689,8622,1933,8083.97651,244.5943693
21,2250,297,15944412.33,6445,8571,2126,7879.286195,328.1400327
22,2250,296,15890727.44,-1781,9500,11281,4874.675676,2909.204184
23,2250,293,15729672.77,881,8769,7888,5163.430034,2552.311449
24,2250,300,16105467,6226,8719,2493,8094.366667,423.5705831
25,2250,293,15729672.77,6104,8530,2426,7522.460751,491.2266905
26,2250,300,16105467,7216,8658,1442,7975.37,292.926384
27,2250,300,16105467,6681,8533,1852,7979.63,354.8107004
28,2250,301,16159151.89,6341,8522,2181,7791.07309,515.7976965
29,2250,298,15998097.22,6311,8718,2407,7907.352349,408.0626761
31,2250,299,16051782.11,5576,8523,2947,7917.856187,622.2781181
32,2250,298,15998097.22,5143,8394,3251,7457.674497,566.9018576
33,2250,299,16051782.11,5522,8114,2592,6971.287625,369.6032459
34,2250,297,15944412.33,5169,8083,2914,7069.814815,545.788383
10A,2250,300,16105467,2616,9270,6654,7132.486667,1652.829861
10NE,2250,298,15998097.22,1690,9189,7499,7094.600671,1218.877877
10NW,2250,301,16159151.89,2194,8183,5989,7008.55814,1056.489225
10SW,2250,302,16212836.78,835,8665,7830,5185.039735,2171.32497
11NE,2250,295,15837042.55,1850,8607,6757,7180.240678,1465.229374
11NW,2250,297,15944412.33,1262,8608,7346,7037.117845,1646.724582
11SE,2250,299,16051782.11,1916,8632,6716,6930.849498,1406.245161
17NW,2250,298,15998097.22,4034,9237,5203,7222.365772,691.9011576
17SE,2250,299,16051782.11,2062,8232,6170,6759.053512,1359.470902
17SW,2250,302,16212836.78,1933,9693,7760,6517.13245,1948.846112
22S,2250,301,16159151.89,-1781,9500,11281,4815.156146,2884.60358
23S,2250,300,16105467,1386,7582,6196,3156.45,1422.867802
24S,2250,302,16212836.78,6226,8719,2493,8079.754967,444.7951157
27A,2250,298,15998097.22,1572,9135,7563,6449.543624,2189.696453
2A,2250,297,15944412.33,2318,8812,6494,6555.885522,1629.107835
5NE,2250,299,16051782.11,2197,9550,7353,6759.759197,1336.824964
5NW,2250,297,15944412.33,1111,9736,8625,5899.360269,1750.478921
5SE,2250,298,15998097.22,702,9804,9102,4235.879195,2399.555
6NE,2250,295,15837042.55,2463,8598,6135,7348.413559,1376.450832
6NW,2250,294,15783357.66,1835,9147,7312,7198.312925,1741.287384
6SW,2250,301,16159151.89,1604,8994,7390,7210.159468,1656.71726
Cell 1 2011/12,2250,295,15837042.55,5235,8444,3209,7790.633898,359.7490861
Cell 1 SW 2013,2250,300,16105467,-128,7718,7846,6006.083333,1510.162562
Cell 10 2011/12,2250,298,15998097.22,1771,8859,7088,6500.11745,1581.094181
Cell 10 NE 2011/12,2250,298,15998097.22,1690,9189,7499,7094.600671,1218.877877
Cell 10 NW 2011/12,2250,301,16159151.89,2194,8183,5989,7008.55814,1056.489225
Cell 10 SE 2013,2250,294,15783357.66,1835,9147,7312,7198.312925,1741.287384
Cell 10 SW 2011/12,2250,302,16212836.78,835,8665,7830,5185.039735,2171.32497
Cell 10-A 2011/12,2250,300,16105467,2616,9270,6654,7132.486667,1652.829861
Cell 11 NE 2011/12,2250,295,15837042.55,1850,8607,6757,7180.240678,1465.229374
Cell 11 NW 2013,2250,297,15944412.33,2459,8812,6353,6756.010101,1364.942372
Cell 11 SW 2013,2250,299,16051782.11,6044,8842,2798,8018.016722,619.3428088
Cell 12 2013,2250,299,16051782.11,4510,9571,5061,7713.023411,594.984373
Cell 13 2013,2250,299,16051782.11,2239,8265,6026,6199.749164,1581.90787
Cell 14 2013,2250,297,15944412.33,7298,8733,1435,7992.232323,320.6127077
Cell 15 2013,2250,297,15944412.33,6876,8561,1685,7976.6633,332.629744
Cell 15-A 2013,2250,299,16051782.11,6876,8739,1863,7901.183946,365.2738693
Cell 16 2013,2250,299,16051782.11,6740,8963,2223,7918.367893,368.1564827
Cell 17 NW 2011/12,2250,298,15998097.22,4034,9237,5203,7222.365772,691.9011576
Cell 17 NW 2013,2250,295,15837042.55,-1836,9736,11572,6231.755932,1814.287472
Cell 17 SE 2013,2250,301,16159151.89,2194,8183,5989,7008.55814,1056.489225
Cell 17 SW 2013,2250,300,16105467,-1566,7617,9183,6465.863333,1440.197618
Cell 18 2011/12,2250,296,15890727.44,1132,9950,8818,4850.912162,2947.994362
Cell 18 NE 2013,2250,298,15998097.22,2188,8994,6806,7140.724832,1696.684067
Cell 18 NW 2013,2250,297,15944412.33,702,9804,9102,4054.222222,2356.634
Cell 18 SE 2013,2250,295,15837042.55,1850,8607,6757,7180.240678,1465.229374
Cell 18 SSE 2013,2250,299,16051782.11,1345,8608,7263,7189.190635,1414.782645
Cell 19 NW 2013,2250,299,16051782.11,6117,9253,3136,8106.545151,498.6456512
Cell 2 2011/12,2250,298,15998097.22,1796,8812,7016,6537.711409,1295.807166
Cell 2 NE 2013,2250,300,16105467,-1851,9266,11117,6941.846667,1773.318825
Cell 2 SW 2013,2250,298,15998097.22,5235,8444,3209,7788.557047,359.1136438
Cell 20 2013,2250,297,15944412.33,5970,8769,2799,7805.962963,384.1578248
Cell 21 2013,2250,299,16051782.11,2206,8914,6708,7094.26087,1376.989302
Cell 22 2013,2250,301,16159151.89,6712,8584,1872,7985.199336,412.5267334
Cell 23 2013,2250,294,15783357.66,7481,8920,1439,8490.632653,223.032763
Cell 24 2013,2250,297,15944412.33,6891,8963,2072,7983.703704,342.1346828
Cell 25 NE 2013,2250,297,15944412.33,1771,8859,7088,6515.895623,1560.156568
Cell 25 SE 2013,2250,302,16212836.78,835,8665,7830,5185.039735,2171.32497
Cell 26 NE 2013,2250,302,16212836.78,1503,8628,7125,6620.771523,1684.892328
Cell 26 NNW 2013,2250,298,15998097.22,1690,9189,7499,7094.600671,1218.877877
Cell 26 NW 2013,2250,298,15998097.22,2616,9270,6654,7125.493289,1655.685797
Cell 27 NW 2013,2250,299,16051782.11,1916,8632,6716,6930.849498,1406.245161
Cell 28 2013,2250,300,16105467,1336,9055,7719,6110.536667,1854.283958
Cell 29 2013,2250,298,15998097.22,4688,8907,4219,7606.59396,819.5255418
Cell 3 NE 2013,2250,297,15944412.33,-1067,9038,10105,7236.781145,1937.50267
Cell 3 NW 2013,2250,297,15944412.33,4179,9266,5087,7366.478114,973.4147989
Cell 30 2013,2250,297,15944412.33,6794,8673,1879,8026.006734,325.1498385
Cell 31 2013,2250,300,16105467,6238,8584,2346,8034.24,398.1759691
Cell 32 2013,2250,301,16159151.89,5860,8870,3010,7774.405316,533.4026128
Cell 33 NE 2013,2250,299,16051782.11,4034,9237,5203,7223.819398,691.1988138
Cell 33 SE 2013,2250,302,16212836.78,1933,9693,7760,6517.13245,1948.846112
Cell 33 SW 2013,2250,299,16051782.11,542,9547,9005,4010.622074,2463.934083
Cell 34 N 2013,2250,299,16051782.11,2218,8321,6103,7042.070234,1165.750697
Cell 34 NW 2013,2250,297,15944412.33,5774,8503,2729,7412.323232,564.0723948
Cell 34 SE 2013,2250,296,15890727.44,2062,8232,6170,6752.006757,1363.864365
Cell 35 2013,2250,293,15729672.77,1132,9950,8818,5432.21843,2811.190619
Cell 37 2013,2250,297,15944412.33,7131,8622,1491,8090.771044,229.7229662
Cell 38 2013,2250,301,16159151.89,6445,8571,2126,7887.348837,324.0742418
Cell 39 2013,2250,299,16051782.11,6681,9036,2355,8406.401338,388.4791797
Cell 4 2013,2250,301,16159151.89,7024,8386,1362,7820.255814,230.0927973
Cell 40 NE 2013,2250,293,15729672.77,-834,9597,10431,5502.931741,2620.477701
Cell 41 N 2013,2250,300,16105467,720,9972,9252,7501.72,1706.424985
Cell 41 NW 2013,2250,295,15837042.55,-1781,9972,11753,6676.813559,2815.92211
Cell 42 NW 2013,2250,301,16159151.89,418,8769,8351,4916.026578,2623.349977
Cell 43 2013,2250,301,16159151.89,1384,8783,7399,7121.524917,1468.490448
Cell 44 2013,2250,301,16159151.89,5854,8660,2806,7981.478405,392.3003083
Cell 45 2013,2250,300,16105467,7216,8658,1442,7975.416667,292.9086372
Cell 47 2013,2250,299,16051782.11,4828,8666,3838,7651.662207,502.5118607
Cell 48 2013,2250,300,16105467,6226,8719,2493,8078.36,445.885423
Cell 49 2013,2250,293,15729672.77,6104,8530,2426,7522.460751,491.2266905
Cell 5 2011/12 Summer,2250,300,16105467,-1566,7617,9183,6465.863333,1440.197618
Cell 5 2013,2250,298,15998097.22,6707,8707,2000,7940.939597,325.7076906
Cell 50 2013,2250,298,15998097.22,6311,8718,2407,7907.352349,408.0626761
Cell 51 2013,2250,300,16105467,7187,8869,1682,8120.08,360.7637827
Cell 52 2013,2250,299,16051782.11,7047,8535,1488,7914.936455,287.5014137
Cell 53 2013,2250,301,16159151.89,6341,8522,2181,7791.07309,515.7976965
Cell 54 2013,2250,299,16051782.11,6277,8970,2693,8225.685619,468.3176124
Cell 55 2013,2250,298,15998097.22,6942,8903,1961,8300.879195,365.7220295
Cell 56 2013,2250,300,16105467,5522,8114,2592,6967.176667,365.1942572
Cell 57 2013,2250,299,16051782.11,5143,8394,3251,7454.551839,568.5144402
Cell 58 2013,2250,299,16051782.11,7586,8885,1299,8439.237458,232.242479
Cell 59 2013,2250,296,15890727.44,6413,8233,1820,7266.25,388.8735877
Cell 6 2011/12,2250,298,15998097.22,4815,8594,3779,8046.45302,568.1713155
Cell 6 2013,2250,299,16051782.11,5788,8726,2938,8102.244147,391.1109004
Cell 6 NE 2011/12,2250,295,15837042.55,2463,8598,6135,7348.413559,1376.450832
Cell 6 NW 2011/12,2250,294,15783357.66,1835,9147,7312,7198.312925,1741.287384
Cell 6 SW 2011/12,2250,301,16159151.89,1604,8994,7390,7210.159468,1656.71726
Cell 60 2013,2250,301,16159151.89,5169,8083,2914,7147.671096,527.9018472
Cell 61 2013,2250,299,16051782.11,5774,8549,2775,7680.056856,542.5580315
Cell 7 2013,2250,300,16105467,6034,8640,2606,8021.826667,433.6347041
Cell 9 NW 2013,2250,299,16051782.11,1578,9285,7707,6206.602007,1698.160391
Cell 9 SE 2013,2250,299,16051782.11,2197,9550,7353,6759.759197,1336.824964
Cell 9 SW 2013,2250,296,15890727.44,1111,9736,8625,5894.834459,1751.697737
Cell R1,2250,293,15729672.77,1976,8197,6221,6619.327645,1361.911804
Cell R10,2250,301,16159151.89,7024,8386,1362,7820.255814,230.0927973
Cell R100,2250,297,15944412.33,6311,8718,2407,7906.804714,408.6397353
Cell R101,2250,299,16051782.11,6613,8722,2109,8050.548495,310.7650827
Cell R104,2250,300,16105467,7256,8996,1740,8050.266667,291.2560882
Cell R105,2250,302,16212836.78,6341,8522,2181,7791.652318,515.041066
Cell R106,2250,299,16051782.11,1784,8480,6696,7304.772575,1111.471125
Cell R107,2250,299,16051782.11,6277,8970,2693,8225.685619,468.3176124
Cell R11,2250,298,15998097.22,6707,8707,2000,7940.939597,325.7076906
Cell R111,2250,301,16159151.89,1736,8985,7249,7538.66113,1792.946269
Cell R112,2250,298,15998097.22,7098,8514,1416,8023.298658,268.9394309
Cell R113,2250,299,16051782.11,5143,8394,3251,7454.551839,568.5144402
Cell R114,2250,299,16051782.11,7586,8885,1299,8439.237458,232.242479
Cell R117,2250,297,15944412.33,5522,8166,2644,7102.292929,515.8593742
Cell R118,2250,300,16105467,5522,8114,2592,6967.176667,365.1942572
Cell R119,2250,301,16159151.89,3672,8005,4333,6851.757475,816.4647219
Cell R120,2250,293,15729672.77,5236,8534,3298,7927.62116,628.9968473
Cell R121,2250,301,16159151.89,6617,8746,2129,8011.405316,369.7713694
Cell R123,2250,302,16212836.78,6600,8233,1633,7466.68543,356.6325168
Cell R124,2250,297,15944412.33,5658,8083,2425,7347.670034,463.6892959
Cell R125,2250,302,16212836.78,3203,8555,5352,6979.854305,1124.193744
Cell R126,2250,299,16051782.11,4487,8551,4064,7482.826087,783.2877476
Cell R15,2250,300,16105467,-128,7718,7846,6006.083333,1510.162562
Cell R16,2250,297,15944412.33,1578,9285,7707,6249.282828,1643.486622
Cell R17,2250,297,15944412.33,2565,8746,6181,7174.582492,1152.882977
Cell R18,2250,300,16105467,2422,8812,6390,6739.813333,1396.042274
Cell R19,2250,297,15944412.33,5514,8969,3455,7883.037037,313.2028989
Cell R20,2250,297,15944412.33,6527,8308,1781,7682.343434,268.5097229
Cell R21,2250,299,16051782.11,6867,8366,1499,7657.301003,272.8108298
Cell R22,2250,297,15944412.33,7298,8733,1435,7992.232323,320.6127077
Cell R24,2250,295,15837042.55,-1836,9736,11572,6231.755932,1814.287472
Cell R25,2250,297,15944412.33,702,9804,9102,4054.222222,2356.634
Cell R26,2250,300,16105467,1838,9147,7309,7218.57,1696.92639
Cell R27,2250,298,15998097.22,6512,9253,2741,8113.221477,485.9572487
Cell R28,2250,301,16159151.89,2052,9571,7519,6766.538206,1813.269862
Cell R29,2250,297,15944412.33,5970,8769,2799,7805.962963,384.1578248
Cell R30,2250,300,16105467,5843,8415,2572,7589.83,541.0238144
Cell R31,2250,299,16051782.11,4978,8653,3675,7699.384615,565.5367142
Cell R35,2250,300,16105467,-1566,7617,9183,6465.863333,1440.197618
Cell R36,2250,301,16159151.89,2194,8183,5989,7008.55814,1056.489225
Cell R37,2250,295,15837042.55,1850,8607,6757,7180.240678,1465.229374
Cell R38,2250,301,16159151.89,4054,9787,5733,7842.159468,778.8287534
Cell R39,2250,299,16051782.11,6368,8773,2405,7795.571906,413.4516233
Cell R40,2250,299,16051782.11,2206,8914,6708,7094.26087,1376.989302
Cell R46,2250,298,15998097.22,631,8665,8034,4554.557047,2302.135695
Cell R47,2250,300,16105467,2616,9270,6654,7132.486667,1652.829861
Cell R48,2250,302,16212836.78,1503,8628,7125,6620.771523,1684.892328
Cell R49,2250,298,15998097.22,1916,8632,6716,6928.308725,1407.917341
Cell R5,2250,294,15783357.66,-1428,8079,9507,5629.329932,1977.154057
Cell R50,2250,300,16105467,1336,9055,7719,6110.536667,1854.283958
Cell R51,2250,299,16051782.11,3928,8907,4979,7587.304348,854.4353635
Cell R52,2250,300,16105467,5335,8584,3249,7726.256667,572.4082728
Cell R53,2250,299,16051782.11,4412,8490,4078,7703.856187,595.4391618
Cell R54,2250,300,16105467,6238,8584,2346,8034.24,398.1759691
Cell R58,2250,298,15998097.22,390,8907,8517,5023.013423,2348.401298
Cell R59,2250,299,16051782.11,4034,9237,5203,7224.468227,691.6960118
Cell R6,2250,298,15998097.22,5235,8444,3209,7788.557047,359.1136438
Cell R60,2250,298,15998097.22,5774,8503,2729,7413.234899,563.3443031
Cell R61,2250,293,15729672.77,1132,9950,8818,5432.21843,2811.190619
Cell R62,2250,297,15944412.33,1206,8810,7604,4965.393939,2248.628469
Cell R63,2250,297,15944412.33,1847,8632,6785,7478.13468,785.2231719
Cell R64,2250,300,16105467,4051,8585,4534,8021.406667,375.2716633
Cell R65,2250,297,15944412.33,6794,8673,1879,8026.006734,325.1498385
Cell R66,2250,302,16212836.78,7219,8921,1702,8519.877483,333.2774855
Cell R69,2250,299,16051782.11,542,9547,9005,4010.622074,2463.934083
Cell R7,2250,297,15944412.33,4179,9266,5087,7366.478114,973.4147989
Cell R70,2250,302,16212836.78,1933,9693,7760,6517.13245,1948.846112
Cell R71,2250,296,15890727.44,2062,8232,6170,6752.006757,1363.864365
Cell R72,2250,297,15944412.33,662,7976,7314,3996.713805,1919.434308
Cell R73,2250,299,16051782.11,1873,9015,7142,7582.210702,1105.606811
Cell R74,2250,299,16051782.11,2662,9400,6738,7455.816054,997.0573072
Cell R75,2250,298,15998097.22,7131,8622,1491,8090.42953,229.4127096
Cell R76,2250,302,16212836.78,7064,8929,1865,8443.937086,328.8805405
Cell R77,2250,300,16105467,6445,8571,2126,7885.49,323.0079822
Cell R8,2250,300,16105467,-1958,9038,10996,7321.876667,2076.207854
Cell R80,2250,293,15729672.77,-834,9597,10431,5502.931741,2620.477701
Cell R81,2250,299,16051782.11,3137,9496,6359,7510.913043,875.2744161
Cell R82,2250,300,16105467,418,8769,8351,4925.61,2622.453155
Cell R83,2250,298,15998097.22,853,8689,7836,6222.510067,2340.290981
Cell R84,2250,299,16051782.11,1292,8783,7491,5126.043478,2292.625205
Cell R85,2250,300,16105467,1384,8783,7399,7118.203333,1469.806621
Cell R86,2250,299,16051782.11,6656,8671,2015,7805.87291,325.7237641
Cell R87,2250,300,16105467,7216,8658,1442,7975.416667,292.9086372
Cell R9,2250,293,15729672.77,-959,9023,9982,7416.716724,1050.582695
Cell R90,2250,299,16051782.11,4828,8666,3838,7651.662207,502.5118607
Cell R91,2250,300,16105467,6226,8719,2493,8078.36,445.885423
Cell R92,2250,298,15998097.22,1436,9904,8468,3999.540268,2540.313839
Cell R93,2250,293,15729672.77,6104,8530,2426,7522.460751,491.2266905
Cell R97,2250,300,16105467,1617,9135,7518,7252.513333,1513.895506
Cell R98,2250,300,16105467,6681,8533,1852,7979.63,354.8107004
Cell R99,2250,299,16051782.11,7047,8535,1488,7916.735786,288.2961718
Cell S102,2250,296,15890727.44,6670,8869,2199,8168.672297,459.1917224
Cell S108,2250,298,15998097.22,6942,8903,1961,8300.879195,365.7220295
Cell S13,2250,297,15944412.33,6589,8877,2288,7967.070707,400.025721
Cell S14,2250,300,16105467,6034,8640,2606,8021.826667,433.6347041
Cell S2,2250,298,15998097.22,5788,8726,2938,8102.936242,391.5837478
Cell S23,2250,299,16051782.11,7455,8741,1286,8266.949833,231.1035055
Cell S32,2250,298,15998097.22,5982,8740,2758,8017.305369,499.9034108
Cell S33,2250,299,16051782.11,6876,8739,1863,7901.183946,365.2738693
Cell S34,2250,297,15944412.33,6891,8963,2072,7983.703704,342.1346828
Cell S41,2250,299,16051782.11,6697,8618,1921,7850.508361,323.1573166
Cell S42,2250,295,15837042.55,7481,8920,1439,8491.755932,223.4858994
Cell S44,2250,300,16105467,6954,8977,2023,8036.633333,326.9969096
Cell S56,2250,299,16051782.11,6630,8938,2308,7756.792642,382.3912753
Cell S67,2250,301,16159151.89,5860,8870,3010,7774.405316,533.4026128
Cell S78,2250,299,16051782.11,6681,9036,2355,8406.401338,388.4791797
Cell S88,2250,301,16159151.89,6869,8828,1959,8214.767442,368.5632413
Cell S94,2250,301,16159151.89,7126,9085,1959,8278.624585,365.7104431
Cell S95,2250,300,16105467,7187,8869,1682,8120.08,360.7637827
W287,2250,297,15944412.33,1306,8828,7522,4365.750842,1751.270236
W295,2250,299,16051782.11,2234,8312,6078,6775.086957,1316.999579
W338,2250,294,15783357.66,1469,9399,7930,6586.758503,1709.735302
W342,2250,295,15837042.55,1668,8283,6615,6108.311864,1763.449731
W345,2250,301,16159151.89,3500,8372,4872,7340.923588,527.7097361
W387,2250,298,15998097.22,1438,7851,6413,5556.362416,1853.404883
W393,2250,297,15944412.33,3049,8560,5511,7254.585859,529.8712062
W440,2250,298,15998097.22,1609,7276,5667,5270.969799,1350.112723
W441,2250,300,16105467,4985,8095,3110,7465.423333,419.2900159
W445,2250,294,15783357.66,5262,7719,2457,6960.054422,469.2465053
W500,2250,297,15944412.33,1353,8546,7193,5979.3367,2249.537014
1,2500,368,19756039.52,4379,8504,4125,7734.13587,509.3119752
2,2500,364,19541299.96,1796,8812,7016,6552.510989,1284.887286
3,2500,369,19809724.41,6761,8520,1759,7944.921409,256.462017
4,2500,371,19917094.19,4416,8419,4003,7595.687332,427.2118904
5,2500,366,19648669.74,-1566,8055,9621,6366.439891,1503.008886
6,2500,367,19702354.63,3702,8664,4962,7990.138965,681.9459293
7,2500,367,19702354.63,4394,9571,5177,7711.310627,644.6211117
8,2500,368,19756039.52,2239,8325,6086,6436.244565,1487.29944
9,2500,368,19756039.52,5982,8590,2608,7915.570652,431.9655537
10,2500,366,19648669.74,1073,8859,7786,6425.606557,1699.3395
11,2500,372,19970779.08,1503,8628,7125,6480.104839,1825.61588
12,2500,376,20185518.64,1336,9055,7719,5953.952128,1890.810493
13,2500,373,20024463.97,3128,8907,5779,7511.994638,935.3068227
14,2500,368,19756039.52,6238,8581,2343,8010.720109,412.5808293
16,2500,371,19917094.19,542,9547,9005,4069.25876,2425.583543
17,2500,371,19917094.19,5774,8503,2729,7395.981132,541.1309283
18,2500,366,19648669.74,1132,9950,8818,4551.196721,2890.073084
19,2500,366,19648669.74,1172,8810,7638,4886.423497,2325.680434
20,2500,370,19863409.3,6689,8622,1933,8072.140541,291.3735723
21,2500,369,19809724.41,6445,8675,2230,7898.319783,352.4204662
22,2500,367,19702354.63,-1781,9500,11281,4829.098093,2872.837122
23,2500,369,19809724.41,418,8941,8523,4916.252033,2640.875094
24,2500,372,19970779.08,5605,8719,3114,8032.438172,498.0071889
25,2500,367,19702354.63,4988,8554,3566,7520.002725,529.2777584
26,2500,367,19702354.63,7216,8658,1442,7991.016349,299.6132562
27,2500,366,19648669.74,6681,8533,1852,8000.150273,341.6653715
28,2500,366,19648669.74,5761,8522,2761,7820.374317,511.801062
29,2500,372,19970779.08,6311,8718,2407,7841.932796,453.2429246
31,2500,367,19702354.63,5576,8523,2947,7890.256131,652.367706
32,2500,367,19702354.63,4628,8394,3766,7406.792916,638.4326394
33,2500,372,19970779.08,5522,8218,2696,7009.263441,403.8323011
34,2500,367,19702354.63,5169,8454,3285,7144.035422,564.1286801
10A,2500,372,19970779.08,1879,9882,8003,7091.212366,1638.47613
10NE,2500,371,19917094.19,1278,9270,7992,7002.743935,1452.51358
10NW,2500,366,19648669.74,2194,8316,6122,6956.672131,1096.613858
10SW,2500,373,20024463.97,713,8859,8146,5056.190349,2266.247093
11NE,2500,366,19648669.74,1850,8607,6757,7086.18306,1525.744715
11NW,2500,370,19863409.3,264,8616,8352,6888.048649,1848.783067
11SE,2500,366,19648669.74,1916,8632,6716,6785.644809,1486.309091
17NW,2500,367,19702354.63,4034,9271,5237,7236.354223,756.3823297
17SE,2500,367,19702354.63,2062,8477,6415,6792.547684,1377.471252
17SW,2500,372,19970779.08,1395,9693,8298,6268.150538,2051.799249
22S,2500,366,19648669.74,-1781,9500,11281,4710.540984,2925.529591
23S,2500,376,20185518.64,1386,7582,6196,3334.417553,1522.131297
24S,2500,367,19702354.63,5605,8719,3114,8030.632153,508.7084821
27A,2500,372,19970779.08,1572,9135,7563,6427.965054,2157.320728
2A,2500,370,19863409.3,2318,9292,6974,6539.635135,1660.22215
5NE,2500,368,19756039.52,2131,9550,7419,6530.690217,1543.226832
5NW,2500,364,19541299.96,1111,9736,8625,5835.733516,1848.96353
5SE,2500,372,19970779.08,702,9804,9102,4037.365591,2404.957198
6NE,2500,367,19702354.63,1796,8598,6802,7221.877384,1516.620709
6NW,2500,366,19648669.74,1835,9147,7312,7086.885246,1851.078765
6SW,2500,366,19648669.74,1604,8994,7390,7135.221311,1761.161354
Cell 1 2011/12,2500,368,19756039.52,4379,8504,4125,7734.13587,509.3119752
Cell 1 SW 2013,2500,372,19970779.08,-1428,7718,9146,5798.231183,1740.55646
Cell 10 2011/12,2500,366,19648669.74,1073,8859,7786,6425.606557,1699.3395
Cell 10 NE 2011/12,2500,371,19917094.19,1278,9270,7992,7002.743935,1452.51358
Cell 10 NW 2011/12,2500,366,19648669.74,2194,8316,6122,6956.672131,1096.613858
Cell 10 SE 2013,2500,366,19648669.74,1835,9147,7312,7086.885246,1851.078765
Cell 10 SW 2011/12,2500,373,20024463.97,713,8859,8146,5056.190349,2266.247093
