CAMERA,RADIUS,NCELLS,AREA,MIN,MAX,RANGE,MEAN,STD
Cell 26 NW 2013,250,4,214739.56,8049,8279,230,8221.5,99.59292144
Cell 27 NW 2013,250,3,161054.67,7520,7885,365,7704.666667,149.0421268
Cell 28 2013,250,4,214739.56,7098,7706,608,7445.75,267.5036215
Cell 29 2013,250,4,214739.56,6846,7605,759,7146.75,279.6635255
Cell 3 NE 2013,250,4,214739.56,7306,8556,1250,7955.25,454.2473858
Cell 3 NW 2013,250,3,161054.67,7469,7756,287,7624,118.2906026
Cell 30 2013,250,3,161054.67,6981,7398,417,7259,196.5756852
Cell 31 2013,250,4,214739.56,8095,8397,302,8246,151
Cell 32 2013,250,3,161054.67,8076,8228,152,8177.333333,71.65348716
Cell 33 NE 2013,250,3,161054.67,6916,7092,176,7033.333333,82.96719566
Cell 33 SE 2013,250,4,214739.56,8117,8334,217,8225.5,108.5
Cell 33 SW 2013,250,4,214739.56,6465,7568,1103,7006,541.2037509
Cell 34 N 2013,250,4,214739.56,7421,7662,241,7529.75,86.01271708
Cell 34 NW 2013,250,4,214739.56,6505,7031,526,6768,263
Cell 34 SE 2013,250,4,214739.56,6461,6829,368,6737,159.3486743
Cell 35 2013,250,5,268424.45,3560,8060,4500,7064.8,1753.500887
Cell 37 2013,250,3,161054.67,7766,8384,618,8173.666667,288.312716
Cell 38 2013,250,4,214739.56,7961,8005,44,7993.5,18.76832438
Cell 39 2013,250,4,214739.56,8573,8929,356,8796.25,134.3900573
Cell 4 2013,250,3,161054.67,7779,7914,135,7856.333333,56.84090859
Cell 40 NE 2013,250,4,214739.56,6438,8686,2248,7441.25,810.1985482
Cell 41 N 2013,250,4,214739.56,7826,7849,23,7831.75,9.959292144
Cell 41 NW 2013,250,3,161054.67,7948,9647,1699,8514.333333,800.9162808
Cell 42 NW 2013,250,4,214739.56,7016,8118,1102,7718.25,453.3797387
Cell 43 2013,250,4,214739.56,7099,7389,290,7244,145
Cell 44 2013,250,4,214739.56,7886,8078,192,7969.25,85.18032343
Cell 45 2013,250,3,161054.67,7467,7769,302,7581.666667,133.5697903
Cell 47 2013,250,4,214739.56,7018,7642,624,7366.75,280.1137046
Cell 48 2013,250,3,161054.67,7463,8585,1122,8106,472.5060846
Cell 49 2013,250,4,214739.56,7234,7807,573,7511,277.3256209
Cell 5 2011/12 Summer,250,4,214739.56,6666,7054,388,6877.5,138.2904552
Cell 5 2013,250,4,214739.56,7922,8436,514,8163.75,231.8624323
Cell 50 2013,250,4,214739.56,8295,8419,124,8356.5,43.84347158
Cell 51 2013,250,4,214739.56,8330,8378,48,8364.5,19.95620204
Cell 52 2013,250,4,214739.56,7482,7597,115,7544,53.38070813
Cell 53 2013,250,4,214739.56,7469,7978,509,7825.75,208.3703134
Cell 54 2013,250,3,161054.67,8102,8246,144,8189,62.49799997
Cell 55 2013,250,4,214739.56,7674,8191,517,7822.5,215.0633628
Cell 56 2013,250,4,214739.56,6913,7177,264,7062.25,102.443582
Cell 57 2013,250,3,161054.67,6965,7538,573,7232.666667,235.4376539
Cell 58 2013,250,4,214739.56,7932,8470,538,8276,204.4639332
Cell 59 2013,250,3,161054.67,7191,7719,528,7490.333333,221.2710756
Cell 6 2011/12,250,4,214739.56,7882,8211,329,7991.25,134.3156264
Cell 6 2013,250,4,214739.56,8271,8425,154,8337.5,66.53382598
Cell 6 NE 2011/12,250,4,214739.56,6775,8504,1729,7981,710.7605082
Cell 6 NW 2011/12,250,4,214739.56,8101,8516,415,8256.75,157.4299447
Cell 6 SW 2011/12,250,3,161054.67,8669,8808,139,8746.666667,57.90989169
Cell 60 2013,250,4,214739.56,7091,7337,246,7230.5,88.52542008
Cell 61 2013,250,4,214739.56,7140,7872,732,7557.75,293.1658021
Cell 7 2013,250,4,214739.56,7310,7873,563,7580.75,271.1764877
Cell 9 NW 2013,250,4,214739.56,6502,7242,740,6821.5,308.5453775
Cell 9 SE 2013,250,3,161054.67,6559,7229,670,7005.666667,315.8410289
Cell 9 SW 2013,250,3,161054.67,5912,6185,273,6003,128.6934342
Cell R1,250,5,268424.45,6396,8178,1782,7197.8,616.7256765
Cell R10,250,3,161054.67,7779,7914,135,7856.333333,56.84090859
Cell R100,250,4,214739.56,8295,8419,124,8356.5,43.84347158
Cell R101,250,3,161054.67,7522,8193,671,7827.666667,277.1646121
Cell R104,250,3,161054.67,8031,8232,201,8114.666667,85.4413379
Cell R105,250,4,214739.56,7469,7978,509,7825.75,208.3703134
Cell R106,250,3,161054.67,8108,8322,214,8216.666667,87.39692341
Cell R107,250,3,161054.67,8102,8246,144,8189,62.49799997
Cell R11,250,4,214739.56,7922,8436,514,8163.75,231.8624323
Cell R111,250,3,161054.67,8312,8544,232,8422,95.092937
Cell R112,250,4,214739.56,7874,8168,294,7977.25,120.368964
Cell R113,250,3,161054.67,6965,7538,573,7232.666667,235.4376539
Cell R114,250,4,214739.56,7932,8470,538,8276,204.4639332
Cell R117,250,3,161054.67,7066,7891,825,7616,388.9087297
Cell R118,250,4,214739.56,6913,7177,264,7062.25,102.443582
Cell R119,250,3,161054.67,5143,7017,1874,6391.333333,882.7058148
Cell R120,250,5,268424.45,8303,8513,210,8417.8,86.13338493
Cell R121,250,4,214739.56,7030,8308,1278,7572,559.0903326
Cell R123,250,4,214739.56,7627,7909,282,7838.5,122.1095819
Cell R124,250,4,214739.56,6743,6743,0,6743,0
Cell R125,250,4,214739.56,6939,7947,1008,7402.25,466.8208302
Cell R126,250,4,214739.56,7834,7977,143,7905.5,71.5
Cell R15,250,4,214739.56,6901,7151,250,7024.5,123.5182173
Cell R16,250,4,214739.56,6502,7242,740,6821.5,308.5453775
Cell R17,250,4,214739.56,7272,7523,251,7408.5,93.0712093
Cell R18,250,4,214739.56,7436,8077,641,7912,274.9281724
Cell R19,250,3,161054.67,7932,8153,221,8079.333333,104.1803991
Cell R20,250,4,214739.56,7384,7553,169,7430,71.10203935
Cell R21,250,4,214739.56,7551,7609,58,7569.25,23.60481942
Cell R22,250,4,214739.56,7612,7772,160,7705.5,60.38832669
Cell R24,250,4,214739.56,5430,6000,570,5814.25,224.7024421
Cell R25,250,3,161054.67,5516,7938,2422,7023.333333,1073.921578
Cell R26,250,3,161054.67,8217,8516,299,8324,136.0612607
Cell R27,250,3,161054.67,8139,8172,33,8150,15.55634919
Cell R28,250,4,214739.56,7038,7265,227,7112,92.7173123
Cell R29,250,4,214739.56,7895,8199,304,8082.5,113.1912099
Cell R30,250,3,161054.67,7063,7918,855,7487,349.0873816
Cell R31,250,4,214739.56,8169,8303,134,8219.5,50.16722037
Cell R35,250,4,214739.56,6666,7054,388,6877.5,138.2904552
Cell R36,250,3,161054.67,7405,7467,62,7425.666667,29.22708029
Cell R37,250,4,214739.56,7293,7711,418,7599.5,177.3266759
Cell R38,250,4,214739.56,8044,8244,200,8171.5,75.86995453
Cell R39,250,3,161054.67,7654,8029,375,7854.666667,154.2213417
Cell R40,250,4,214739.56,5343,5738,395,5631.75,166.8223231
Cell R46,250,4,214739.56,3784,6127,2343,5014.5,1009.432142
Cell R47,250,4,214739.56,8049,8279,230,8221.5,99.59292144
Cell R48,250,4,214739.56,6691,7603,912,7089.25,382.9401879
Cell R49,250,3,161054.67,7520,7885,365,7704.666667,149.0421268
Cell R5,250,4,214739.56,6498,7416,918,6957,459
Cell R50,250,4,214739.56,7098,7706,608,7445.75,267.5036215
Cell R51,250,4,214739.56,6846,7605,759,7146.75,279.6635255
Cell R52,250,4,214739.56,7704,8220,516,7896.5,213.6275965
Cell R53,250,4,214739.56,7856,7947,91,7883.25,37.53248593
Cell R54,250,4,214739.56,8095,8397,302,8246,151
Cell R58,250,4,214739.56,7173,8629,1456,8064.5,595.8961738
Cell R59,250,3,161054.67,6916,7092,176,7033.333333,82.96719566
Cell R6,250,3,161054.67,7780,7952,172,7868,70.27564775
Cell R60,250,4,214739.56,6505,7031,526,6768,263
Cell R61,250,5,268424.45,3560,8060,4500,7064.8,1753.500887
Cell R62,250,4,214739.56,6565,8385,1820,7448,748.7182381
Cell R63,250,4,214739.56,7431,7737,306,7619.5,113.8628561
Cell R64,250,4,214739.56,7940,8113,173,8026.25,61.16524749
Cell R65,250,3,161054.67,6981,7398,417,7259,196.5756852
Cell R66,250,4,214739.56,8379,8590,211,8522.5,86.28006722
Cell R69,250,4,214739.56,6465,7568,1103,7006,541.2037509
Cell R7,250,3,161054.67,7469,7756,287,7624,118.2906026
Cell R70,250,4,214739.56,8117,8334,217,8225.5,108.5
Cell R71,250,4,214739.56,6461,6829,368,6737,159.3486743
Cell R72,250,4,214739.56,5481,7242,1761,5958.75,741.5171525
Cell R73,250,4,214739.56,7374,8345,971,7972.25,396.5453158
Cell R74,250,3,161054.67,8294,8294,0,8294,0
Cell R75,250,3,161054.67,7766,8384,618,8173.666667,288.312716
Cell R76,250,4,214739.56,8762,8837,75,8796.25,34.5570181
Cell R77,250,4,214739.56,7961,8005,44,7993.5,18.76832438
Cell R8,250,4,214739.56,7914,8543,629,8213,299.8024349
Cell R80,250,4,214739.56,6438,8686,2248,7441.25,810.1985482
Cell R81,250,3,161054.67,6739,7000,261,6884,108.5080642
Cell R82,250,4,214739.56,7016,8118,1102,7718.25,453.3797387
Cell R83,250,4,214739.56,7330,7463,133,7429.75,57.59068935
Cell R84,250,3,161054.67,6704,8320,1616,7752.333333,742.1340101
Cell R85,250,4,214739.56,7099,7389,290,7244,145
Cell R86,250,3,161054.67,7972,8301,329,8102,142.9008981
Cell R87,250,3,161054.67,7467,7769,302,7581.666667,133.5697903
Cell R9,250,5,268424.45,6280,8011,1731,7042.8,606.4471618
Cell R90,250,4,214739.56,7018,7642,624,7366.75,280.1137046
Cell R91,250,3,161054.67,7463,8585,1122,8106,472.5060846
Cell R92,250,4,214739.56,6339,7495,1156,6837.5,511.0212814
Cell R93,250,4,214739.56,7234,7807,573,7511,277.3256209
Cell R97,250,4,214739.56,7856,8101,245,7980.75,92.55370063
Cell R98,250,4,214739.56,7676,8302,626,7911.75,259.8329993
Cell R99,250,4,214739.56,7482,7597,115,7544,53.38070813
Cell S102,250,4,214739.56,7546,8098,552,7960,239.0230114
Cell S108,250,4,214739.56,7674,8191,517,7822.5,215.0633628
Cell S13,250,4,214739.56,7780,7931,151,7873,63.05949572
Cell S14,250,4,214739.56,7310,7873,563,7580.75,271.1764877
Cell S2,250,4,214739.56,8271,8425,154,8337.5,66.53382598
Cell S23,250,4,214739.56,8269,8522,253,8419.75,107.8479833
Cell S32,250,4,214739.56,8239,8553,314,8395.25,127.4409177
Cell S33,250,4,214739.56,7628,7741,113,7708.25,46.9114858
Cell S34,250,3,161054.67,7763,8143,380,7942.666667,155.8211225
Cell S41,250,4,214739.56,7692,8128,436,8014,186.0860016
Cell S42,250,4,214739.56,8374,8723,349,8470.5,146.5614206
Cell S44,250,4,214739.56,7708,8068,360,7904.25,144.3439902
Cell S56,250,4,214739.56,7128,7792,664,7581.5,264.3411621
Cell S67,250,3,161054.67,8076,8228,152,8177.333333,71.65348716
Cell S78,250,4,214739.56,8573,8929,356,8796.25,134.3900573
Cell S88,250,3,161054.67,7674,8378,704,7908.666667,331.8687826
Cell S94,250,4,214739.56,8098,8340,242,8218.5,120.5020747
Cell S95,250,4,214739.56,8330,8378,48,8364.5,19.95620204
W287,250,4,214739.56,5413,6508,1095,5725.25,453.9396298
W295,250,3,161054.67,3335,7779,4444,5309.666667,1847.666156
W338,250,4,214739.56,6987,7595,608,7296,215.2463705
W342,250,3,161054.67,6775,7793,1018,7114.333333,479.8898022
W345,250,4,214739.56,7451,7640,189,7568.25,78.63324679
W387,250,3,161054.67,6468,7047,579,6854,272.9432175
W393,250,4,214739.56,7268,7553,285,7448.75,107.8363923
W440,250,4,214739.56,6402,6451,49,6426.5,24.5
W441,250,4,214739.56,7506,7764,258,7698.5,111.142926
W445,250,4,214739.56,6822,7176,354,6913.5,151.5742392
W500,250,4,214739.56,7772,8447,675,8149.75,277.8447183
1,500,14,751588.46,7776,8059,283,7897.214286,93.43154757
2,500,14,751588.46,5151,7574,2423,6627.071429,668.9149491
3,500,14,751588.46,7718,8028,310,7884.571429,87.6304858
4,500,14,751588.46,7498,7882,384,7703.928571,112.4801343
5,500,15,805273.35,6621,7071,450,6844.8,168.9395158
6,500,16,858958.24,7250,8530,1280,8125.75,308.657476
7,500,15,805273.35,5720,8301,2581,7358.4,792.9681625
8,500,14,751588.46,5047,8121,3074,6894.5,1103.143803
9,500,14,751588.46,7443,8584,1141,8221.142857,273.629535
10,500,16,858958.24,6644,8062,1418,7500.625,356.0210448
11,500,15,805273.35,6691,7847,1156,7325.8,391.6376216
12,500,16,858958.24,6165,7967,1802,7389.25,542.0551748
13,500,14,751588.46,5653,7809,2156,7057.357143,593.9323683
14,500,14,751588.46,6238,8323,2085,7310.928571,670.5141379
16,500,14,751588.46,3390,8776,5386,6805.928571,1778.307239
17,500,14,751588.46,6505,8000,1495,7086.785714,518.5448291
18,500,15,805273.35,6269,8482,2213,7796.133333,451.5113681
19,500,16,858958.24,6280,8385,2105,7231.3125,702.2112146
20,500,14,751588.46,7707,8389,682,8137.571429,241.1018499
21,500,15,805273.35,7608,8387,779,8015.533333,184.8003848
22,500,15,805273.35,-834,8498,9332,5532.866667,3077.111413
23,500,14,751588.46,6053,8501,2448,7434.428571,621.4681597
24,500,14,751588.46,7079,8597,1518,7959.785714,474.3740505
25,500,15,805273.35,7058,7807,749,7479.333333,272.0133984
26,500,15,805273.35,7467,8083,616,7753.533333,188.504241
27,500,16,858958.24,7395,8440,1045,7785.3125,335.7803819
28,500,16,858958.24,6916,8093,1177,7730.625,405.5281857
29,500,14,751588.46,8265,8659,394,8386,113.5064504
31,500,16,858958.24,7895,8340,445,8152.5625,152.7309598
32,500,14,751588.46,6446,7850,1404,7186.285714,382.2636391
33,500,14,751588.46,6889,7177,288,7043.642857,98.6759539
34,500,15,805273.35,5658,7250,1592,6638.6,484.8391898
10A,500,14,751588.46,8049,8364,315,8202.928571,116.7136081
10NE,500,14,751588.46,7061,7432,371,7228.142857,136.6867415
10NW,500,16,858958.24,6703,7619,916,7312.625,252.8974286
10SW,500,14,751588.46,5234,8592,3358,7367.857143,776.6927005
11NE,500,15,805273.35,7191,7803,612,7515.866667,207.0223391
11NW,500,14,751588.46,7028,8053,1025,7548.071429,285.806494
11SE,500,15,805273.35,7428,8407,979,7806.466667,282.1285444
17NW,500,15,805273.35,6779,7205,426,6996.266667,132.3925812
17SE,500,14,751588.46,6461,7527,1066,6838.571429,345.4822125
17SW,500,15,805273.35,6217,8958,2741,7841.6,849.4994448
22S,500,16,858958.24,4222,8498,4276,7103.625,1306.314945
23S,500,16,858958.24,2066,4285,2219,2581.875,575.1197566
24S,500,16,858958.24,7079,8602,1523,8038.1875,489.8549809
27A,500,14,751588.46,7502,8956,1454,8075.142857,395.0581977
2A,500,14,751588.46,6459,8812,2353,7490,525.3348592
5NE,500,15,805273.35,6531,7857,1326,7125,424.0710632
5NW,500,14,751588.46,4157,6200,2043,5580.428571,674.7448951
5SE,500,14,751588.46,4343,8449,4106,6802.5,1540.260542
6NE,500,15,805273.35,6775,8579,1804,8145.466667,567.1951888
6NW,500,16,858958.24,7203,8593,1390,8124,346.6415656
6SW,500,15,805273.35,7240,8808,1568,8198.133333,494.0782484
Cell 1 2011/12,500,14,751588.46,7776,8059,283,7897.214286,93.43154757
Cell 1 SW 2013,500,14,751588.46,6492,7410,918,7048.214286,254.6291922
Cell 10 2011/12,500,16,858958.24,6644,8062,1418,7500.625,356.0210448
Cell 10 NE 2011/12,500,14,751588.46,7061,7432,371,7228.142857,136.6867415
Cell 10 NW 2011/12,500,16,858958.24,6703,7619,916,7312.625,252.8974286
Cell 10 SE 2013,500,16,858958.24,7203,8593,1390,8124,346.6415656
Cell 10 SW 2011/12,500,14,751588.46,5234,8592,3358,7367.857143,776.6927005
Cell 10-A 2011/12,500,14,751588.46,8049,8364,315,8202.928571,116.7136081
Cell 11 NE 2011/12,500,15,805273.35,7191,7803,612,7515.866667,207.0223391
Cell 11 NW 2013,500,14,751588.46,6223,8077,1854,7508.785714,617.738176
Cell 11 SW 2013,500,14,751588.46,6492,7744,1252,7335.785714,336.361026
Cell 12 2013,500,15,805273.35,5720,8301,2581,7358.4,792.9681625
Cell 13 2013,500,14,751588.46,3078,8121,5043,6604.214286,1539.909282
Cell 14 2013,500,14,751588.46,7320,7949,629,7676.857143,159.8427161
Cell 15 2013,500,14,751588.46,7691,8201,510,8018.5,156.6259192
Cell 15-A 2013,500,14,751588.46,7605,8070,465,7779.642857,139.6964092
Cell 16 2013,500,16,858958.24,7578,8798,1220,7872.625,282.4380186
Cell 17 NW 2011/12,500,15,805273.35,6779,7205,426,6996.266667,132.3925812
Cell 17 NW 2013,500,15,805273.35,2952,7501,4549,5906.333333,1210.786778
Cell 17 SE 2013,500,16,858958.24,6703,7619,916,7312.625,252.8974286
Cell 17 SW 2013,500,14,751588.46,6621,7071,450,6863,171.6782705
Cell 18 2011/12,500,15,805273.35,6269,8482,2213,7796.133333,451.5113681
Cell 18 NE 2013,500,14,751588.46,7240,8808,1568,8105.214286,456.6780952
Cell 18 NW 2013,500,16,858958.24,4343,8449,4106,7319.8125,1264.509105
Cell 18 SE 2013,500,16,858958.24,7191,7803,612,7495.5625,215.321843
Cell 18 SSE 2013,500,15,805273.35,7144,8258,1114,7716.066667,283.9160596
Cell 19 NW 2013,500,14,751588.46,7781,8516,735,8185.571429,164.6961333
Cell 2 2011/12,500,14,751588.46,5151,7574,2423,6627.071429,668.9149491
Cell 2 NE 2013,500,16,858958.24,6030,8487,2457,7539.625,699.9581126
Cell 2 SW 2013,500,14,751588.46,7776,8059,283,7897.214286,93.43154757
Cell 20 2013,500,14,751588.46,7609,8199,590,7979.142857,209.1137275
Cell 21 2013,500,14,751588.46,4970,7476,2506,5750.714286,712.7997543
Cell 22 2013,500,16,858958.24,7142,8219,1077,7670.625,409.3700763
Cell 23 2013,500,15,805273.35,8163,8920,757,8540.066667,227.0910145
Cell 24 2013,500,15,805273.35,7629,8776,1147,8051.666667,291.6275402
Cell 25 NE 2013,500,16,858958.24,6644,8062,1418,7500.625,356.0210448
Cell 25 SE 2013,500,14,751588.46,5234,8592,3358,7367.857143,776.6927005
Cell 26 NE 2013,500,15,805273.35,6691,7847,1156,7325.8,391.6376216
Cell 26 NNW 2013,500,14,751588.46,7061,7432,371,7228.142857,136.6867415
Cell 26 NW 2013,500,14,751588.46,8049,8364,315,8202.928571,116.7136081
Cell 27 NW 2013,500,15,805273.35,7428,8407,979,7806.466667,282.1285444
Cell 28 2013,500,16,858958.24,6165,7967,1802,7389.25,542.0551748
Cell 29 2013,500,14,751588.46,5653,7809,2156,7057.357143,593.9323683
Cell 3 NE 2013,500,14,751588.46,6377,9023,2646,8055.785714,670.6024135
Cell 3 NW 2013,500,14,751588.46,6275,8969,2694,7826.785714,641.8937583
Cell 30 2013,500,15,805273.35,6794,7762,968,7304.4,278.5253549
Cell 31 2013,500,15,805273.35,7297,8425,1128,8158.733333,364.1482238
Cell 32 2013,500,16,858958.24,7051,8228,1177,7932.25,346.7370221
Cell 33 NE 2013,500,15,805273.35,6779,7205,426,6996.266667,132.3925812
Cell 33 SE 2013,500,15,805273.35,6217,8958,2741,7841.6,849.4994448
Cell 33 SW 2013,500,14,751588.46,3390,8776,5386,6717.142857,1558.391793
Cell 34 N 2013,500,14,751588.46,6102,7731,1629,7277.928571,459.0808308
Cell 34 NW 2013,500,14,751588.46,6505,8000,1495,7086.785714,518.5448291
Cell 34 SE 2013,500,14,751588.46,6461,7527,1066,6838.571429,345.4822125
Cell 35 2013,500,15,805273.35,3560,8230,4670,7315.8,1487.712616
Cell 37 2013,500,15,805273.35,7707,8389,682,8106.066667,240.5295454
Cell 38 2013,500,14,751588.46,7608,8199,591,7958.571429,147.9153785
Cell 39 2013,500,14,751588.46,7939,8929,990,8734.142857,246.8408559
Cell 4 2013,500,16,858958.24,7445,8386,941,7859.1875,295.7404307
Cell 40 NE 2013,500,15,805273.35,5055,8686,3631,7303.333333,781.2047676
Cell 41 N 2013,500,14,751588.46,7730,9851,2121,8263.714286,744.2460642
Cell 41 NW 2013,500,14,751588.46,720,9647,8927,6278.357143,3124.124394
Cell 42 NW 2013,500,14,751588.46,5904,8118,2214,7196.5,675.3206381
Cell 43 2013,500,15,805273.35,7099,7971,872,7507.933333,288.9490074
Cell 44 2013,500,14,751588.46,7845,8497,652,8093.857143,201.2890094
Cell 45 2013,500,16,858958.24,7467,8219,752,7782.625,214.4944274
Cell 47 2013,500,14,751588.46,7018,7917,899,7505.571429,243.0369502
Cell 48 2013,500,15,805273.35,7079,8602,1523,8056.533333,500.5696577
Cell 49 2013,500,15,805273.35,7058,7807,749,7479.333333,272.0133984
Cell 5 2011/12 Summer,500,14,751588.46,6621,7071,450,6863,171.6782705
Cell 5 2013,500,14,751588.46,7814,8707,893,8119.142857,280.9796274
Cell 50 2013,500,14,751588.46,8265,8659,394,8386,113.5064504
Cell 51 2013,500,16,858958.24,7811,8378,567,8200.875,210.3202543
Cell 52 2013,500,14,751588.46,7212,8475,1263,7887.214286,408.0845813
Cell 53 2013,500,16,858958.24,6916,8093,1177,7730.625,405.5281857
Cell 54 2013,500,14,751588.46,7320,8570,1250,8192.714286,337.0585851
Cell 55 2013,500,14,751588.46,7674,8284,610,7903.214286,210.1469481
