CAMERA,RADIUS,NCELLS,AREA,MIN,MAX,RANGE,MEAN,STD
1,250,1958,195800,0.279846191,5.029190063,4.749343872,1.879853425,1.014067881
10,250,1955,195500,0.001098633,3.914932251,3.913833618,1.119678093,0.814890847
10A,250,1957,195700,0.049575806,3.960891724,3.911315918,1.06960113,0.939995781
10NE,250,1970,197000,0.629623413,2.586196899,1.956573486,1.823546101,0.502567883
10NW,250,1956,195600,0.035079956,3.331176758,3.296096802,1.379630879,0.98612186
10SW,250,1958,195800,0.011276245,4.362960815,4.35168457,1.442034962,1.223243976
11,250,1958,195800,0.025009155,2.448410034,2.423400879,0.822776841,0.347126308
11NE,250,1958,195800,0.003936768,6.526794434,6.522857666,2.267070603,1.177098182
11NW,250,1959,195900,0.248336792,4.154342651,3.906005859,1.681292594,0.734300441
11SE,250,1959,195900,0.005096436,5.266296387,5.261199951,1.380736541,1.16714072
12,250,1959,195900,0.034332275,5.2915802,5.257247925,1.094550008,0.775871854
13,250,1959,195900,0.019454956,2.387268066,2.36781311,0.401391965,0.307386815
14,250,1957,195700,0.121551514,4.395706177,4.274154663,1.506711762,0.998875518
16,250,1964,196400,0.000152588,2.626312256,2.626159668,0.880104826,0.761327272
17,250,1957,195700,4.57764E-05,3.657546997,3.657501221,0.984906087,0.795754619
17NW,250,1965,196500,0.072021484,2.251113892,2.179092407,0.646636435,0.325403845
17SE,250,1958,195800,0.7159729,3.86907959,3.153106689,1.98684708,0.768379207
17SW,250,1961,196100,0.248382568,10.2046814,9.956298828,2.504688689,1.645901205
18,250,1955,195500,0.204620361,3.416259766,3.211639404,1.487206969,0.605600519
19,250,1967,196700,0.027984619,4.611038208,4.583053589,1.23109346,1.174892832
2,250,1959,195900,0.076019287,8.980300903,8.904281616,3.923024083,1.651526646
20,250,1959,195900,0.208496094,6.926635742,6.718139648,1.942560505,1.219293732
21,250,1959,195900,0.019882202,1.493103027,1.473220825,0.481046473,0.3172013
22,250,1963,196300,0.000717163,3.595977783,3.59526062,1.14596504,1.168502633
22S,250,1960,196000,7.62939E-05,2.967880249,2.967803955,0.555311234,0.498699346
23,250,1960,196000,0.08026123,4.39855957,4.31829834,1.380085054,0.927580294
23S,250,1962,196200,0.656005859,9.356201172,8.700195313,4.372596733,1.478958464
24,250,1966,196600,0.048461914,4.411056519,4.362594604,0.848078249,0.658596929
24S,250,1960,196000,0.050750732,4.411056519,4.360305786,0.976544221,0.719921529
25,250,1958,195800,0.104492188,3.728851318,3.624359131,1.007791833,0.722312598
26,250,1963,196300,0.153259277,3.176925659,3.023666382,1.404180254,0.707904957
27,250,1959,195900,0.043655396,3.827026367,3.783370972,1.119452764,0.815200077
27A,250,1956,195600,0.254425049,7.335357666,7.080932617,1.883036966,1.295333331
28,250,1963,196300,0.066390991,5.639175415,5.572784424,1.436266976,1.43389101
29,250,1953,195300,0.022506714,3.885635376,3.863128662,1.499133773,0.872233737
2A,250,1960,196000,0.051589966,3.097229004,3.045639038,0.604842244,0.406155862
3,250,1967,196700,0.163406372,5.309417725,5.146011353,2.143246424,1.143554276
31,250,1955,195500,0.04536438,2.62562561,2.58026123,0.954335611,0.538057318
32,250,1964,196400,0.032699585,4.758392334,4.725692749,1.21536512,1.045684766
33,250,1961,196100,0.0599823,5.639266968,5.579284668,1.252423556,0.852315946
34,250,1959,195900,0.059143066,6.254257202,6.195114136,2.715734563,0.971931317
4,250,1957,195700,0.188354492,6.139785767,5.951431274,2.601756404,0.881123395
5,250,1960,196000,0.067825317,1.047531128,0.979705811,0.511683904,0.194666782
5NE,250,1954,195400,0.313308716,2.748031616,2.4347229,0.993659419,0.373700677
5NW,250,1961,196100,1.52588E-05,8.053314209,8.05329895,1.916706527,1.753240848
5SE,250,1955,195500,0.158569336,11.16436768,11.00579834,2.956143805,1.678589745
6,250,1960,196000,0.115844727,6.774429321,6.658584595,1.397379762,1.057272503
6NE,250,1956,195600,0.607757568,4.033538818,3.42578125,1.979478559,0.860388634
6NW,250,1960,196000,0.047851563,5.018295288,4.970443726,1.917904974,1.275241429
6SW,250,1967,196700,0.16104126,6.814758301,6.653717041,1.977749412,1.224082232
7,250,1957,195700,0.033370972,5.406204224,5.372833252,0.964631102,0.710232785
8,250,1961,196100,0.041107178,6.903640747,6.862533569,1.630103197,1.090138293
9,250,1945,194500,0.047821045,2.980606079,2.932785034,1.660863638,0.683800343
Cell 1 2011/12,250,1958,195800,0.279846191,5.029190063,4.749343872,1.879853425,1.014067881
Cell 1 SW 2013,250,1959,195900,0.260299683,2.856628418,2.596328735,1.190361782,0.510330631
Cell 10-A 2011/12,250,1957,195700,0.049575806,3.960891724,3.911315918,1.06960113,0.939995781
Cell 10 2011/12,250,1955,195500,0.001098633,3.914932251,3.913833618,1.119678093,0.814890847
Cell 10 NE 2011/12,250,1970,197000,0.629623413,2.586196899,1.956573486,1.823546101,0.502567883
Cell 10 NW 2011/12,250,1956,195600,0.035079956,3.331176758,3.296096802,1.379630879,0.98612186
Cell 10 SE 2013,250,1965,196500,0.047851563,5.018295288,4.970443726,1.918497993,1.276243936
Cell 10 SW 2011/12,250,1958,195800,0.011276245,4.362960815,4.35168457,1.442034962,1.223243976
Cell 11 NE 2011/12,250,1958,195800,0.003936768,6.526794434,6.522857666,2.267070603,1.177098182
Cell 11 NW 2013,250,1957,195700,0.208129883,4.613601685,4.405471802,1.172830362,0.606798974
Cell 11 SW 2013,250,1965,196500,0.010620117,0.989990234,0.979370117,0.136624503,0.10928604
Cell 12 2013,250,1960,196000,0.033370972,5.406204224,5.372833252,0.931571595,0.700833637
Cell 13 2013,250,1961,196100,0.029541016,7.255386353,7.225845337,2.371399362,1.660414385
Cell 14 2013,250,1959,195900,0.05770874,6.365615845,6.307907104,1.175466096,0.858991743
Cell 15-A 2013,250,1960,196000,0.235870361,3.773071289,3.537200928,0.932846077,0.344778665
Cell 15 2013,250,1964,196400,0.026535034,5.646682739,5.620147705,0.965799934,0.954553042
Cell 16 2013,250,1959,195900,0.044509888,2.371063232,2.326553345,1.143129739,0.434061517
Cell 17 NW 2011/12,250,1965,196500,0.072021484,2.251113892,2.179092407,0.646636435,0.325403845
Cell 17 NW 2013,250,1964,196400,0,2.597061157,2.597061157,0.700466863,0.669309075
Cell 17 SE 2013,250,1959,195900,0.035079956,3.331176758,3.296096802,1.374732975,0.987638898
Cell 17 SW 2013,250,1960,196000,0.090774536,1.047531128,0.956756592,0.562010115,0.173931318
Cell 18 2011/12,250,1955,195500,0.204620361,3.416259766,3.211639404,1.487206969,0.605600519
Cell 18 NE 2013,250,1959,195900,0.073669434,5.341690063,5.26802063,2.093127178,1.399685173
Cell 18 NW 2013,250,1962,196200,0.301635742,14.69973755,14.39810181,3.425699854,2.422600131
Cell 18 SE 2013,250,1960,196000,0.003936768,6.526794434,6.522857666,2.258628448,1.177022416
Cell 18 SSE 2013,250,1963,196300,0.391708374,10.08331299,9.691604614,2.963732019,1.583930309
Cell 19 NW 2013,250,1966,196600,0.045135498,2.161575317,2.116439819,0.366540313,0.232205202
Cell 2 2011/12,250,1959,195900,0.076019287,8.980300903,8.904281616,3.923024083,1.651526646
Cell 2 NE 2013,250,1958,195800,0.350448608,16.68702698,16.33657837,5.620598541,2.604516948
Cell 2 SW 2013,250,1960,196000,0.279846191,5.029190063,4.749343872,1.84373429,0.983624226
Cell 20 2013,250,1956,195600,0.020568848,3.395767212,3.375198364,1.219322556,0.743102567
Cell 21 2013,250,1960,196000,0.00793457,6.324645996,6.316711426,0.725449924,1.390241752
Cell 22 2013,250,1958,195800,0.034683228,1.151046753,1.116363525,0.44706158,0.175861684
Cell 23 2013,250,1955,195500,0.0415802,4.685806274,4.644226074,1.055935591,0.880155048
Cell 24 2013,250,1958,195800,0.001373291,1.841430664,1.840057373,0.286744138,0.230837922
Cell 25 NE 2013,250,1963,196300,0.001098633,3.914932251,3.913833618,1.127826351,0.819093047
Cell 25 SE 2013,250,1959,195900,0.011276245,4.362960815,4.35168457,1.437618051,1.22313014
Cell 26 NE 2013,250,1958,195800,0.025009155,2.448410034,2.423400879,0.822820163,0.34692748
Cell 26 NNW 2013,250,1970,197000,0.629623413,2.586196899,1.956573486,1.827451894,0.501036616
Cell 26 NW 2013,250,1961,196100,0.049575806,3.640365601,3.590789795,1.065895979,0.936165061
Cell 27 NW 2013,250,1960,196000,0.005096436,5.266296387,5.261199951,1.378961454,1.166953201
Cell 28 2013,250,1962,196200,0.034332275,5.2915802,5.257247925,1.092439766,0.776539469
Cell 29 2013,250,1964,196400,0.019454956,2.387268066,2.36781311,0.394385414,0.308015177
Cell 3 NE 2013,250,1955,195500,0.033340454,3.97756958,3.944229126,1.363191649,0.906557656
Cell 3 NW 2013,250,1956,195600,0.261856079,5.976165771,5.714309692,2.605067715,1.495383975
Cell 30 2013,250,1959,195900,0.11630249,5.213546753,5.097244263,1.959513985,1.254346579
Cell 31 2013,250,1959,195900,0.033325195,2.340927124,2.307601929,0.693445561,0.417325172
Cell 32 2013,250,1961,196100,0.009933472,3.16468811,3.154754639,0.688501548,0.618480907
Cell 33 NE 2013,250,1960,196000,0.072021484,2.251113892,2.179092407,0.646706032,0.325808567
Cell 33 SE 2013,250,1961,196100,0.248382568,10.2046814,9.956298828,2.496361187,1.645287405
Cell 33 SW 2013,250,1962,196200,0,3.838470459,3.838470459,1.16674027,1.175891025
Cell 34 N 2013,250,1962,196200,0.009674072,2.48777771,2.478103638,0.329315761,0.43881948
Cell 34 NW 2013,250,1960,196000,4.57764E-05,3.537384033,3.537338257,0.985198593,0.793307961
Cell 34 SE 2013,250,1962,196200,0.7159729,3.866577148,3.150604248,1.951205115,0.758789819
Cell 35 2013,250,1961,196100,0.051971436,4.058410645,4.006439209,1.827528514,1.292125284
Cell 37 2013,250,1966,196600,0.208496094,5.612945557,5.404449463,1.6310836,0.917004394
Cell 38 2013,250,1961,196100,0.048858643,1.493103027,1.444244385,0.58165343,0.299584832
Cell 39 2013,250,1966,196600,0.154052734,4.912521362,4.758468628,1.547079465,0.535314747
Cell 4 2013,250,1958,195800,0.099807739,4.332824707,4.233016968,1.430210484,0.787767872
Cell 40 NE 2013,250,1960,196000,0.001525879,2.156951904,2.155426025,0.686611464,0.542990444
Cell 41 N 2013,250,1965,196500,0.133300781,2.437896729,2.304595947,0.995824636,0.388461128
Cell 41 NW 2013,250,1960,196000,3.05176E-05,4.204391479,4.204360962,1.698314044,1.189216942
Cell 42 NW 2013,250,1954,195400,0.332977295,6.577667236,6.244689941,2.537225526,1.239105223
Cell 43 2013,250,1960,196000,0.27482605,7.213165283,6.938339233,2.025049809,1.24760803
Cell 44 2013,250,1957,195700,0.230560303,6.466171265,6.235610962,1.589918804,0.996089589
Cell 45 2013,250,1960,196000,0.153259277,3.176925659,3.023666382,1.416696766,0.714446746
Cell 47 2013,250,1970,197000,0.015335083,4.4793396,4.464004517,1.123948941,0.906473158
Cell 48 2013,250,1961,196100,0.050750732,4.411056519,4.360305786,0.997829128,0.733090903
Cell 49 2013,250,1956,195600,0.104492188,3.728851318,3.624359131,1.005380533,0.717399463
Cell 5 2011/12 Summer,250,1959,195900,0.090774536,1.047531128,0.956756592,0.562087982,0.174101575
Cell 5 2013,250,1961,196100,0.031143188,3.521774292,3.490631104,1.030866935,0.746385084
Cell 50 2013,250,1954,195400,0.022506714,3.885635376,3.863128662,1.501731654,0.871542441
Cell 51 2013,250,1971,197100,0.015808105,6.514938354,6.499130249,1.572040908,1.439845602
Cell 52 2013,250,1961,196100,0.013000488,6.575286865,6.562286377,0.992853214,1.061365551
Cell 53 2013,250,1959,195900,0.066390991,5.639175415,5.572784424,1.433355163,1.434232627
Cell 54 2013,250,1959,195900,0.101089478,3.474731445,3.373641968,1.083671722,0.52745868
Cell 55 2013,250,1964,196400,0.007415771,3.435852051,3.428436279,0.823058694,0.800715254
Cell 56 2013,250,1959,195900,0.0599823,5.639266968,5.579284668,1.301472078,0.872596172
Cell 57 2013,250,1950,195000,0.032699585,4.758392334,4.725692749,1.236776741,1.041312121
Cell 58 2013,250,1964,196400,0.033706665,3.900726318,3.867019653,0.914884307,0.874108284
Cell 59 2013,250,1961,196100,0.017883301,2.133605957,2.115722656,1.201092624,0.541461711
Cell 6 2011/12,250,1960,196000,0.115844727,6.774429321,6.658584595,1.397379762,1.057272503
Cell 6 2013,250,1964,196400,0.027328491,1.042556763,1.015228271,0.592153872,0.261288094
Cell 6 NE 2011/12,250,1956,195600,0.607757568,4.033538818,3.42578125,1.979478559,0.860388634
Cell 6 NW 2011/12,250,1960,196000,0.047851563,5.018295288,4.970443726,1.917904974,1.275241429
Cell 6 SW 2011/12,250,1967,196700,0.16104126,6.814758301,6.653717041,1.977749412,1.224082232
Cell 60 2013,250,1966,196600,0.264862061,4.574508667,4.309646606,2.443050901,0.70011556
Cell 61 2013,250,1959,195900,0.381637573,5.649002075,5.267364502,2.316579074,1.10928202
Cell 7 2013,250,1963,196300,0.028030396,1.896865845,1.868835449,0.534274847,0.370071823
Cell 9 NW 2013,250,1957,195700,0,3.591262817,3.591262817,1.427979467,1.192124585
Cell 9 SE 2013,250,1956,195600,0.313308716,2.748031616,2.4347229,0.994482715,0.374310989
Cell 9 SW 2013,250,1964,196400,1.52588E-05,7.313064575,7.313049316,1.851235951,1.707981474
Cell R1,250,1954,195400,0.404785156,3.832122803,3.427337646,1.375055756,0.394851433
Cell R10,250,1960,196000,0.099807739,4.332824707,4.233016968,1.426091486,0.787732059
Cell R100,250,1954,195400,0.022506714,3.885635376,3.863128662,1.501326109,0.871801155
Cell R101,250,1957,195700,0.0209198,2.316467285,2.295547485,0.470027481,0.322974241
Cell R104,250,1954,195400,0.160400391,2.36366272,2.203262329,1.200924525,0.465819532
Cell R105,250,1959,195900,0.066390991,5.639175415,5.572784424,1.436748464,1.433724014
Cell R106,250,1960,196000,0.06401062,4.342285156,4.278274536,1.570234618,0.813278731
Cell R107,250,1960,196000,0.101089478,3.474731445,3.373641968,1.08255553,0.527003228
Cell R11,250,1961,196100,0.031143188,3.521774292,3.490631104,1.030211578,0.74614433
Cell R111,250,1966,196600,0.094345093,4.82635498,4.732009888,1.843350307,0.837166191
Cell R112,250,1962,196200,0.068435669,4.929550171,4.861114502,1.658458543,1.093355077
Cell R113,250,1960,196000,0.032699585,4.758392334,4.725692749,1.232345316,1.037146434
Cell R114,250,1965,196500,0.033706665,3.900726318,3.867019653,0.913916466,0.873379862
Cell R117,250,1956,195600,0.091323853,4.597900391,4.506576538,1.497932161,0.676353987
Cell R118,250,1962,196200,0.0599823,5.639266968,5.579284668,1.306981941,0.876028747
Cell R119,250,1957,195700,0.266998291,3.492599487,3.225601196,1.826423875,0.685932541
Cell R120,250,1958,195800,0.170410156,2.960403442,2.789993286,1.456820729,0.627286844
Cell R121,250,1955,195500,0.08241272,1.500411987,1.417999268,0.42354844,0.191412628
Cell R123,250,1957,195700,0.050186157,2.268585205,2.218399048,0.633988136,0.481503375
Cell R124,250,1967,196700,0.096542358,6.098388672,6.001846313,2.286926394,1.482954539
Cell R125,250,1960,196000,0.029541016,3.007522583,2.977981567,0.577668521,0.322530951
Cell R126,250,1955,195500,0.313552856,5.600311279,5.286758423,2.204428319,0.864215995
Cell R15,250,1958,195800,0.260299683,2.856628418,2.596328735,1.191929982,0.510321802
Cell R16,250,1961,196100,0,3.561584473,3.561584473,1.340192344,1.200756336
Cell R17,250,1961,196100,0.594802856,5.942764282,5.347961426,2.486168332,0.838902804
Cell R18,250,1956,195600,0.13734436,4.613601685,4.476257324,1.095133549,0.670643707
Cell R19,250,1971,197100,0.117141724,3.825912476,3.708770752,0.990743574,0.669638842
Cell R20,250,1961,196100,0.058502197,5.63230896,5.573806763,1.707465359,1.153868646
Cell R21,250,1956,195600,0.1640625,3.132720947,2.968658447,1.408380793,0.64076423
Cell R22,250,1963,196300,0.05770874,6.365615845,6.307907104,1.17419174,0.857289066
Cell R24,250,1966,196600,0,2.597061157,2.597061157,0.696455784,0.668401875
Cell R25,250,1962,196200,0.301635742,14.69973755,14.39810181,3.430826901,2.419926598
Cell R26,250,1964,196400,0.05708313,6.575775146,6.518692017,2.769920924,1.546180325
Cell R27,250,1967,196700,0.045135498,2.161575317,2.116439819,0.366439866,0.232101741
Cell R28,250,1965,196500,0.058822632,3.900741577,3.841918945,1.063183314,0.599708789
Cell R29,250,1958,195800,0.020568848,3.395767212,3.375198364,1.222634539,0.741894119
Cell R30,250,1961,196100,0.093460083,6.709869385,6.616409302,2.409587901,1.320178711
Cell R31,250,1956,195600,0.03112793,4.622787476,4.591659546,1.026466814,0.810040893
Cell R35,250,1962,196200,0.090621948,1.047531128,0.95690918,0.560615174,0.174630918
Cell R36,250,1960,196000,0.035079956,3.331176758,3.296096802,1.37881859,0.986805573
Cell R37,250,1957,195700,0.003936768,6.526794434,6.522857666,2.268562485,1.177839058
Cell R38,250,1959,195900,0.236724854,3.370986938,3.134262085,1.456036079,0.558219182
Cell R39,250,1959,195900,0.01411438,3.795013428,3.780899048,1.00028596,0.659707174
Cell R40,250,1958,195800,0.00793457,6.324645996,6.316711426,0.725507111,1.391046299
Cell R46,250,1957,195700,0.035736084,7.135772705,7.100036621,2.036985948,1.023484235
Cell R47,250,1959,195900,0.049575806,3.640365601,3.590789795,1.073091539,0.940925546
Cell R48,250,1965,196500,0.025009155,2.448410034,2.423400879,0.822143306,0.346671994
Cell R49,250,1966,196600,0.005096436,5.266296387,5.261199951,1.37574765,1.165343874
Cell R5,250,1961,196100,4.57764E-05,6.645187378,6.645141602,1.84874865,1.497764239
Cell R50,250,1965,196500,0.034332275,5.2915802,5.257247925,1.094371906,0.777258888
Cell R51,250,1960,196000,0.019454956,2.387268066,2.36781311,0.356935517,0.276162403
Cell R52,250,1959,195900,0.029525757,2.981216431,2.951690674,1.05102011,0.487364192
Cell R53,250,1965,196500,0.116699219,3.872116089,3.75541687,1.926342704,1.111571069
Cell R54,250,1954,195400,0.033325195,2.340927124,2.307601929,0.696820895,0.419658523
Cell R58,250,1956,195600,0.05178833,2.244171143,2.192382813,0.80278037,0.42617755
Cell R59,250,1961,196100,0.072021484,2.243774414,2.17175293,0.645032222,0.322061438
Cell R6,250,1962,196200,0.279846191,5.029190063,4.749343872,1.837236892,0.980659749
Cell R60,250,1963,196300,4.57764E-05,3.537384033,3.537338257,0.988578606,0.793750432
Cell R61,250,1960,196000,0.051971436,4.058410645,4.006439209,1.824187205,1.291330012
Cell R62,250,1959,195900,0.060592651,5.173202515,5.112609863,1.545088483,1.06680161
Cell R63,250,1961,196100,0.146484375,3.038406372,2.891921997,1.297333324,0.597262397
Cell R64,250,1955,195500,0.08770752,4.96697998,4.879272461,1.083775841,0.805793918
Cell R65,250,1962,196200,0.11630249,5.213546753,5.097244263,1.953130148,1.254290699
Cell R66,250,1958,195800,0.102050781,3.86567688,3.763626099,1.186671926,0.775117099
Cell R69,250,1962,196200,0,3.838470459,3.838470459,1.175017719,1.179889894
Cell R7,250,1955,195500,0.261856079,5.976165771,5.714309692,2.607348282,1.494969461
Cell R70,250,1959,195900,0.248382568,10.2046814,9.956298828,2.498065327,1.645945075
Cell R71,250,1962,196200,0.7159729,3.866577148,3.150604248,1.944788195,0.75904352
Cell R72,250,1956,195600,0.213256836,2.925079346,2.71182251,1.22476513,0.617133529
Cell R73,250,1961,196100,0,1.768127441,1.768127441,0.473790007,0.436280133
Cell R74,250,1962,196200,0.085830688,3.975967407,3.890136719,1.106052449,0.781300395
Cell R75,250,1967,196700,0.208496094,5.612945557,5.404449463,1.632958029,0.918691734
Cell R76,250,1961,196100,0.81477356,4.377334595,3.562561035,2.14454205,0.791161828
Cell R77,250,1957,195700,0.048858643,1.493103027,1.444244385,0.582899566,0.298981511
Cell R8,250,1958,195800,0.080673218,3.220474243,3.139801025,1.008407889,0.620368763
Cell R80,250,1955,195500,0.001525879,2.156951904,2.155426025,0.687237034,0.544397
Cell R81,250,1960,196000,0.03843689,1.31362915,1.275192261,0.443322871,0.215211947
Cell R82,250,1960,196000,0.332977295,6.492004395,6.1590271,2.526242797,1.237738565
Cell R83,250,1958,195800,0.14201355,3.146362305,3.004348755,1.340350431,0.446815484
Cell R84,250,1958,195800,0.114425659,6.727676392,6.613250732,2.330189667,1.352677376
Cell R85,250,1965,196500,0.27482605,7.213165283,6.938339233,2.030079919,1.253689227
Cell R86,250,1961,196100,0.100296021,1.126724243,1.026428223,0.506010516,0.136456918
Cell R87,250,1960,196000,0.153259277,3.176925659,3.023666382,1.413173964,0.712241823
Cell R9,250,1952,195200,0.059280396,3.61151123,3.552230835,1.161326338,0.997604315
Cell R90,250,1966,196600,0.015335083,4.4793396,4.464004517,1.12294517,0.906829739
Cell R91,250,1959,195900,0.050750732,4.411056519,4.360305786,0.994476716,0.730872482
Cell R92,250,1961,196100,1.160858154,3.382354736,2.221496582,2.246042931,0.465172663
Cell R93,250,1956,195600,0.104492188,3.728851318,3.624359131,1.002552625,0.713451341
Cell R97,250,1959,195900,0.202087402,2.82913208,2.627044678,1.409934269,0.531666946
Cell R98,250,1960,196000,0.043655396,3.827026367,3.783370972,1.115780904,0.815785653
Cell R99,250,1955,195500,0.013000488,6.575286865,6.562286377,0.981420016,1.048692423
Cell S102,250,1964,196400,0.013305664,2.003250122,1.989944458,0.417722519,0.255788488
Cell S108,250,1958,195800,0.007415771,3.435852051,3.428436279,0.821156261,0.799714587
Cell S13,250,1956,195600,0.003890991,2.207946777,2.204055786,0.401021727,0.521458081
Cell S14,250,1961,196100,0.028030396,1.984680176,1.95664978,0.539195028,0.375671849
Cell S2,250,1964,196400,0.027328491,1.042556763,1.015228271,0.591201168,0.261441478
Cell S23,250,1960,196000,0.195037842,1.810455322,1.61541748,0.675629573,0.394041126
Cell S32,250,1960,196000,0.521438599,2.502151489,1.980712891,1.637237961,0.371748182
Cell S33,250,1959,195900,0.235870361,3.773071289,3.537200928,0.934255424,0.345768805
Cell S34,250,1957,195700,0.001373291,1.841430664,1.840057373,0.285644516,0.230008042
Cell S41,250,1957,195700,0.140136719,3.775161743,3.635025024,1.243820417,0.551151248
Cell S42,250,1956,195600,0.0415802,4.685806274,4.644226074,1.059068926,0.882160974
Cell S44,250,1960,196000,0.096557617,2.175506592,2.078948975,0.839199308,0.360995629
Cell S56,250,1961,196100,0.006896973,4.411956787,4.405059814,0.953558183,0.905001538
Cell S67,250,1962,196200,0.009933472,3.16468811,3.154754639,0.688122779,0.617882706
Cell S78,250,1961,196100,0.154052734,4.912521362,4.758468628,1.546384571,0.535689942
Cell S88,250,1958,195800,0.013092041,3.659408569,3.646316528,0.748675205,0.81717578
Cell S94,250,1954,195400,0.049636841,3.925247192,3.875610352,1.273077778,0.744254902
Cell S95,250,1967,196700,0.015808105,6.514938354,6.499130249,1.567278716,1.439917608
W287,250,1959,195900,0.011886597,13.1151886,13.103302,1.631487268,1.863984956
W295,250,1958,195800,0.009155273,7.155273438,7.146118164,0.754101606,1.118577256
W338,250,1959,195900,0.202972412,4.644439697,4.441467285,1.324469527,0.777770419
W342,250,1955,195500,0.054977417,4.137878418,4.082901001,0.705886646,0.830697448
W345,250,1959,195900,0.011672974,1.462158203,1.450485229,0.312934467,0.199005277
W387,250,1962,196200,0,4.0962677,4.0962677,1.630932799,1.022077727
W393,250,1965,196500,0.081054688,3.204910278,3.123855591,1.163546644,0.535192407
W440,250,1959,195900,0,9.485153198,9.485153198,2.112420838,2.217583635
W441,250,1960,196000,0.07699585,3.531387329,3.454391479,1.182469286,0.643973451
W445,250,1958,195800,0.031661987,3.863235474,3.831573486,0.955515954,1.034758083
W500,250,1955,195500,0.022079468,4.254302979,4.232223511,1.128311087,1.04463946
1,500,7845,784500,0.159912109,6.275054932,6.115142822,1.660718046,0.945836485
10,500,7839,783900,0.001098633,11.83654785,11.83544922,2.109653983,1.583530626
10A,500,7838,783800,0.046783447,8.928573608,8.881790161,1.813833217,1.542482546
10NE,500,7849,784900,0.218200684,5.516403198,5.298202515,1.727218923,0.705638551
10NW,500,7836,783600,0,3.435882568,3.435882568,1.348254564,0.964464332
10SW,500,7842,784200,0.003005981,22.37231445,22.36930847,1.781594998,2.015107907
11,500,7842,784200,0.025009155,5.352508545,5.32749939,1.061486662,0.617610266
11NE,500,7844,784400,0,6.526794434,6.526794434,2.36263344,1.8169631
11NW,500,7839,783900,0.124298096,5.814697266,5.69039917,2.176605316,1.043964278
11SE,500,7844,784400,0.005096436,6.923919678,6.918823242,1.243902984,1.128980105
12,500,7844,784400,0.017807007,5.994216919,5.976409912,1.362335592,1.006943671
13,500,7834,783400,0.00881958,6.407943726,6.399124146,0.38397494,0.472266414
14,500,7839,783900,0.033599854,6.64944458,6.615844727,1.403002044,1.002757378
16,500,7849,784900,0,5.243469238,5.243469238,1.579951482,1.395368687
17,500,7842,784200,1.52588E-05,4.328720093,4.328704834,1.39887515,0.917606027
17NW,500,7847,784700,0.061630249,5.548477173,5.486846924,1.269853343,0.952409429
17SE,500,7842,784200,0.02696228,7.882659912,7.855697632,2.429631623,1.195263681
17SW,500,7845,784500,0.186386108,10.2046814,10.01829529,2.496063586,1.657742849
18,500,7840,784000,0.204620361,5.607666016,5.403045654,1.965397866,0.831169039
19,500,7849,784900,0.027435303,5.671707153,5.644271851,1.816983005,1.357620774
2,500,7844,784400,0.076019287,14.83538818,14.7593689,4.170308815,1.725883789
20,500,7845,784500,0.118057251,8.057128906,7.939071655,2.250359331,1.282939339
21,500,7844,784400,0.019882202,4.97102356,4.951141357,0.634304868,0.655996923
22,500,7843,784300,1.52588E-05,8.854904175,8.854888916,1.046080745,1.444015743
22S,500,7846,784600,1.52588E-05,3.854446411,3.854431152,1.203168758,1.045853224
23,500,7842,784200,0.068817139,7.522888184,7.454071045,2.39565073,1.343328156
23S,500,7847,784700,0.449371338,13.08334351,12.63397217,4.364368313,1.570174745
24,500,7845,784500,0.011169434,6.059829712,6.048660278,0.903923154,0.726966807
24S,500,7844,784400,0.011169434,6.059829712,6.048660278,0.993984345,0.748401842
25,500,7840,784000,0.104492188,6.433898926,6.329406738,1.959170867,1.221373986
26,500,7844,784400,0.12059021,3.585418701,3.464828491,1.374856588,0.706745121
27,500,7843,784300,0.014755249,6.625640869,6.61088562,1.188985799,0.995169901
27A,500,7837,783700,0.037811279,10.29672241,10.25891113,2.368248688,1.357057519
28,500,7845,784500,0.039764404,6.481872559,6.442108154,1.209630317,1.25474329
29,500,7835,783500,0.022506714,7.105178833,7.082672119,1.887231552,1.068095287
2A,500,7845,784500,0.013275146,9.401016235,9.387741089,0.821938396,0.900107026
3,500,7845,784500,0.079406738,6.433685303,6.354278564,2.475729131,1.123812796
31,500,7836,783600,0.04536438,4.963867188,4.918502808,1.561645389,0.840332794
32,500,7846,784600,0.016769409,6.265579224,6.248809814,1.198482425,1.035700001
33,500,7847,784700,0.047973633,5.955932617,5.907958984,1.436548573,0.953210861
34,500,7832,783200,0.059143066,6.688323975,6.629180908,2.81271216,0.855833984
4,500,7842,784200,0.188354492,6.139785767,5.951431274,2.803713667,1.004133139
5,500,7845,784500,0.012466431,1.450744629,1.438278198,0.56986699,0.214488947
5NE,500,7846,784600,0,7.431762695,7.431762695,1.083426325,0.65398051
5NW,500,7846,784600,0,11.75675964,11.75675964,2.311531306,2.626290036
5SE,500,7845,784500,0.107055664,14.69973755,14.59268188,3.090797808,2.209503839
6,500,7840,784000,0.058120728,10.3313446,10.27322388,1.240191349,1.098714134
6NE,500,7835,783500,0.405914307,9.920074463,9.514160156,2.169618185,1.274658352
6NW,500,7846,784600,0.047851563,7.301483154,7.253631592,2.940897683,1.545793048
6SW,500,7846,784600,0.044433594,7.177352905,7.132919312,1.985985508,1.254552928
7,500,7843,784300,0.020446777,5.911773682,5.891326904,1.090300078,0.873387399
